Nome,Marca,Unidade,Preço,Preço anterior,Preço por unidade
Detergente Froiz líquido higiene 45 lavados,,,"4,50 €",,"0,10 €/Lavado"
Detergente Froiz líquido Marsella 2.025 l 27 lavados,,,"2,59 €",,"0,10 €/Lavado"
Detergente Froiz polvo 70 cacitos,,,"8,99 €",,"0,13 €/Cacito"
Detergente Froiz polvo Marsella 36 cacitos,,,"4,78 €",,"0,13 €/Cacito"
Detergente Froiz prendas delicadas 2 l,,,"2,55 €",,"1,28 €/Litro"
Detergente L'Arbre Vert ecolóigico brisa 33 lavados,,,"6,99 €",,"0,21 €/Lavado"
Detergente Micolor adiós al separar 28 lavados,,,"5,22 €",,"0,19 €/Lavado"
Detergente Micolor gel negro 21 lavados,,,"6,15 €",,"0,29 €/Lavado"
Detergente Micolor trio caps adiós al separar 22 lavados,,,"4,95 €","6,95 €","0,23 €/Lavado"
Detergente Norit color 1500ml 28 lavados,,,"4,99 €",,"0,18 €/Lavado"
Detergente Norit complet 40 lavados,,,"7,89 €",,"0,20 €/Cacito"
Detergente Norit mano azul 45 lavados 1125 ml,,,"3,45 €","3,69 €","0,08 €/Lavado"
Detergente Norit máquina 37 lavados 1125 ml,,,"3,45 €","3,69 €","0,09 €/Lavado"
Detergente Norit negro 1500 ml 28 lavados,,,"4,99 €",,"0,18 €/Lavado"
Detergente Norit prendas bebé 1125 ml,,,"3,99 €",,"3,55 €/Litro"
Detergente Omino Bianco líquido jabón de Marsella 40 lavados,,,"8,45 €",,"0,31 €/Lavado"
Detergente Perlan gel 750 ml 25 lavados,,,"1,89 €",,"0,08 €/Lavado"
Detergente Puntomatic 8 pastillas 4 lavados,,,"0,95 €",,"0,24 €/Lavado"
Detergente Puntomatic color 8 pastillas 4 lavados,,,"0,95 €",,"0,24 €/Lavado"
Detergente Puntomatic tricámara 10 u,,,"2,79 €",,"0,28 €/Lavado"
Detergente Rube automáticas 1 kg 8 dosis,,,"1,65 €",,"0,21 €/Lavado"
Detergente Skip active clean 30 lavados,,,"7,99 €",,"0,27 €/Lavado"
Detergente Skip active clean 50 lavados,,,"12,99 €",,"0,26 €/Lavado"
Detergente Skip cápsulas active clean 28 lavados,,,"7,30 €",,"0,26 €/Lavado"
Detergente Skip polvo Active Clean 50 cacitos,,,"12,49 €",,"0,25 €/Cacito"
Detergente Skip Ultimate en cápsulas máxima eficacia 22 lavados,,,"7,30 €",,"0,33 €/Lavado"
Detergente Skip ultimate Mimosín cápsulas 22 u,,,"7,30 €",,"0,33 €/Lavado"
Detergente Wipp express a mano 470 g,,,"2,09 €",,"4,45 €/Kilogramo"
Detergente Wipp Express azul 37 cacitos,,,"12,45 €",,"0,34 €/Cacito"
Detergente Wipp Express discs 18 cápsulas,,,"5,95 €",,"0,33 €/Lavado"
Detergente Wipp Express gel lavanda 46 lavados,,,"8,75 €","12,99 €","0,19 €/Lavado"
Detergente Wipp gel anti olores 37 lavados,,,"6,89 €","8,75 €","0,19 €/Lavado"
Detergente Wipp power caps 20 u,,,"6,99 €",,"0,35 €/Unidad"
Jabón Flota verde 250 g,,,"0,99 €",,"3,96 €/Kilogramo"
Jabón Froiz lavar ropa 3 u,,,"2,25 €",,"0,75 €/Unidad"
Jabón Lagarto puro 3x200 g,,,"2,49 €",,"4,15 €/Kilogramo"
Jabón Teide cuadrado 2x300 g,,,"2,30 €",,"3,83 €/Kilogramo"
Lejía Froiz lavadora 5 l,,,"1,79 €",,"0,36 €/Litro"
Lejía Froiz lavadoras 2 l,,,"0,79 €",,"0,40 €/Litro"
Lejía Neutrex 1.9 l,,,"2,05 €",,"1,08 €/Litro"
Lejía Neutrex 3.82 l,,,"3,99 €",,"1,04 €/Litro"
Lejía Neutrex frescor verde 1.9 l,,,"2,05 €",,"1,08 €/Litro"
Lejía Neutrex futura 1.9 l,,,"2,15 €",,"1,13 €/Litro"
Activador del color Froiz denso 2 l,,,"1,70 €",,"0,85 €/Litro"
Blanqueador Blanco Nuclear 6 Sobres 20 g,,,"2,35 €",,"19,58 €/Kilogramo"
Blanqueador Percarbonato Froiz 750 g,,,"1,85 €",,"2,47 €/Kilogramo"
Quita desteñidos Iberia 240 g,,,"3,49 €",,"14,54 €/Kilogramo"
Quitamanchas Cebralin spray 200 ml,,,"3,35 €",,"16,75 €/Litro"
Quitamanchas Froiz oxi gel blanco intenso 2 l,,,"1,70 €",,"0,85 €/Litro"
Quitamanchas KH-7 oxy pistola para manchas blanqueables 750 ml,,,"2,95 €","4,20 €","3,93 €/Litro"
Quitamanchas KH-7 pistola para manchas grasas 750 ml,,,"2,95 €","4,20 €","3,93 €/Litro"
Quitamanchas Neutrex oxígeno 512g,,,"3,59 €","3,99 €","7,01 €/Kilogramo"
Quitamanchas Nodeti tubo 95 ml,,,"1,98 €",,"20,84 €/Litro"
Quitamanchas óxido Ferrokit 50 ml,,,"4,95 €",,"99,00 €/Litro"
Quitamanchas Sanytol desinfectante polvo 450 g,,,"4,99 €",,"11,09 €/Kilogramo"
"Quitamanchas Vanish Oxi Advance para la ropa blanca, elimina olores, potenciador de lavado en polvo 400 g",,,"6,49 €",,"16,23 €/Kilogramo"
"Quitamanchas Vanish Oxi Advance para la ropa, elimina olores, potenciador de lavado en gel 750 ml",,,"6,49 €",,"8,65 €/Litro"
"Quitamanchas Vanish Oxi Advance para la ropa, elimina olores, potenciador de lavado en polvo 400 g",,,"6,49 €",,"16,23 €/Kilogramo"
Quitamanchas Vanish Pink polvo 450 g,,,"5,15 €",,"5,15 €/Unidad"
Suavizante concentrado Flor original 80 lavados,,,"3,15 €",,"0,04 €/Lavado"
Suavizante concentrado Flor Twist frutos rojos y exóticos 59 dosis,,,"3,49 €",,"0,06 €/Lavado"
Suavizante Flor concentrado azul 59 lavados,,,"3,29 €",,"0,06 €/Lavado"
Suavizante Flor concentrado nenuco 59 lavados,,,"3,29 €",,"0,06 €/Lavado"
Suavizante Froiz azul 4 l,,,"2,07 €",,"0,52 €/Litro"
Suavizante Froiz concentrado azul 500 ml,,,"0,95 €",,"1,90 €/Litro"
Suavizante Froiz concentrado azul microcápsulas 2 l,,,"1,99 €",,"1,00 €/Litro"
Suavizante Froiz concentrado colonia microcápsulas 2 l,,,"1,99 €",,"1,00 €/Litro"
Suavizante Froiz concentrado lavanda microcápsulas 2 l,,,"1,99 €",,"1,00 €/Litro"
Suavizante Froiz concentrado Spa microcápsulas 2 l,,,"1,99 €",,"1,00 €/Litro"
Suavizante Froiz concentrado talco rosa microcápsulas 2 l,,,"1,99 €",,"1,00 €/Litro"
Suavizante Mimosín concentrado azul vital 1.5 l 60 lavados,,,"2,89 €",,"0,05 €/Lavado"
Suavizante Mimosín concentrado caricias 1.5 l 60 lavados,,,"2,89 €",,"0,05 €/Lavado"
Suavizante Mimosín concentrado frescor oceánico 60 lavados,,,"2,89 €",,"0,05 €/Lavado"
Suavizante Mimosín concentrado Moussel 1.5 l 60 lavados,,,"2,89 €",,"0,05 €/Lavado"
Suavizante Mimosín diluido azul 33 lavados,,,"2,45 €",,"0,07 €/Lavado"
Suavizante Mimosin estallido de pasión 52 lavados 1.196 l,,,"3,99 €",,"0,08 €/Lavado"
Suavizante Vernel concentrado Aromaterapia Maldivas 54+3 dosis,,,"2,69 €",,"0,05 €/Lavado"
Suavizante Vernel concentrado azul 76 lavados,,,"3,39 €",,"0,04 €/Lavado"
Suavizante Vernel concentrado cielo azul 54 lavados,,,"2,59 €",,"0,05 €/Lavado"
Suavizante Vernel concentrado coco 76 lavados,,,"3,45 €",,"0,05 €/Lavado"
Suavizante Vernel concentrado delicado 54 lavados,,,"2,59 €",,"0,05 €/Lavado"
Suavizante Vernel concentrado frescor agua marina 54 lavados,,,"2,59 €",,"0,05 €/Lavado"
Suavizante Vernel concentrado secretos de bienestar 54 lavados,,,"2,59 €",,"0,05 €/Lavado"
Aditivo desinfectante textil Sanytol sin lejía 500 ml,,,"2,74 €",,"5,48 €/Litro"
Higienizante textil y de lavadora Disiclín 1 l,,,"2,59 €",,"2,59 €/Litro"
Perlas de perfume ropa Lenor Unstoppables fresh 210 g,,,"4,99 €","5,95 €","23,76 €/Kilogramo"
"Tinte para ropa Iberia negro 2x12,5 g",,,"2,79 €",,"111,60 €/Kilogramo"
Toallitas Iberia protect 15 u,,,"2,95 €","3,15 €","0,20 €/Unidad"
Toallitas Micolor atrapa color 10+6u,,,"2,99 €",,"0,30 €/Unidad"
Cepillo Vikinga betunero,,,"0,69 €",,"0,69 €/Unidad"
Cepillo Vikinga calzado Nº1-pelo negro,,,"1,09 €",,"1,09 €/Unidad"
Crema Búfalo ceras autobrillante marrón,,,"1,69 €",,"1,69 €/Unidad"
Crema Búfalo ceras autobrillante negro,,,"1,69 €",,"1,69 €/Unidad"
Crema Búfalo tarro incoloro 40 ml,,,"2,65 €",,"66,25 €/Litro"
Crema Búfalo tarro marrón 40 ml,,,"2,65 €",,"66,25 €/Litro"
Crema Búfalo tarro negro 40 ml,,,"2,65 €",,"66,25 €/Litro"
Crema calzado Froiz líquido azul 50 ml,,,"0,95 €",,"19,00 €/Litro"
Crema calzado Froiz líquido blanco 50 ml,,,"0,95 €",,"19,00 €/Litro"
Crema calzado Froiz líquido incoloro 50 ml,,,"0,95 €",,"19,00 €/Litro"
Crema calzado Froiz líquido marrón 50 ml,,,"0,95 €",,"19,00 €/Litro"
Crema calzado Froiz líquido negro 50 ml,,,"0,95 €",,"19,00 €/Litro"
Crema Kiwi autoaplicador marrón 75ml,,,"1,57 €",,"20,93 €/Litro"
Crema Kiwi lata marrón 50 ml,,,"1,74 €",,"34,80 €/Litro"
Desodorante de calzado desinfectante Sanytol 150 ml,,,"2,99 €",,"19,93 €/Litro"
Esponja Yak limpiacalzado,,,"1,20 €",,"1,20 €/Unidad"
Grasa de potro Protexol Búfalo 75 ml,,,"2,20 €",,"29,33 €/Litro"
Limpiador ante Búfalo incoloro 250 ml,,,"5,19 €",,"20,76 €/Litro"
Plantilla calzado La Piel aloe vera multitalla 36/46,,,"0,89 €",,"0,89 €/Unidad"
Plantilla calzado La Piel carbón activo multitalla 36/46,,,"0,95 €",,"0,95 €/Unidad"
Plantilla calzado La Piel cuero tratado multitalla 36/46,,,"0,95 €",,"0,95 €/Unidad"
Plantilla calzado La Piel lana borreguillo multitalla 36/46,,,"0,95 €",,"0,95 €/Unidad"
Plantilla calzado La Piel sin olor azul multitalla 36/46,,,"0,95 €",,"0,95 €/Unidad"
Protector impermeabilizante Kiwi 200 ml,,,"2,99 €",,"14,95 €/Litro"
Tinta rápida Búfalo marrón 25 ml,,,"3,25 €",,"130,00 €/Litro"
Tinta rápida Búfalo negro 25 ml,,,"3,25 €",,"130,00 €/Litro"
Agua oxigenada JVF 250 ml ref. 1002,,,"0,69 €",,"2,76 €/Litro"
Alcohol etílico JVF 96% 25 cl ref. 1098-12,,,"0,99 €",,"3,96 €/Litro"
Algodón Star Cott Hidrófilo 100 g,,,"0,85 €",,"8,50 €/Kilogramo"
Compresa gasa esterilizada Cosmoplast 3x2 u 7.5 cm x 7.5 cm,,,"0,72 €",,"0,12 €/Unidad"
Esparadrapo de papel Cosmoplast 5 m x 2.5 cm,,,"1,20 €",,"1,20 €/Unidad"
Esparadrapo de tejido Cosmoplast 5 m x 2.5 cm,,,"1,30 €",,"1,30 €/Unidad"
Gasas no tejidas Bel baby cara/ojos del bebé 100 u,,,"1,97 €",,"0,02 €/Unidad"
Líquido lentes de contacto + portalentes Senti2 360 ml,,,"4,00 €",,"1,11 €/100 ml."
Povidona Iodada Dr. Sos 125 ml,,,"1,60 €",,"12,80 €/Litro"
Stick Arnica para golpes Senti2 15 ml,,,"4,25 €",,"28,33 €/100 ml."
Suero fisiológico Bel baby 30 u 5 ml,,,"3,23 €",,"0,11 €/Unidad"
Tapones para oídos Noton espuma 4 u,,,"1,89 €",,"0,47 €/Unidad"
Tiras adhesivas Froiz 4 tamaños 30 u,,,"0,90 €",,"0,03 €/Unidad"
Tiras adhesivas Froiz infantil 2 tamaños 20 u,,,"1,00 €",,"0,05 €/Unidad"
Tiras adhesivas Froiz para cortar 10 u,,,"1,50 €",,"0,15 €/Unidad"
Tiras adhesivas Froiz tamaño único 20 u,,,"0,89 €",,"0,04 €/Unidad"
Tiras adhesivas transparentes Dr. SOS 4 tamaños 20 u,,,"0,90 €",,"0,05 €/Unidad"
Tiras protectoras Salvelox ampollas talón medium 6 u,,,"4,32 €",,"0,72 €/Unidad"
Tiritas Hansaplast junior Mickey & frien,,,"2,39 €",,"2,39 €/Unidad"
Tiritas Hansaplast plást. 20 u ref.45903,,,"1,85 €",,"0,09 €/Unidad"
Tiritas Hansaplast surt.5 tamaños 45906,,,"1,85 €",,"1,85 €/Unidad"
Vaselina purificada Senti2 tarro 100 g,,,"2,00 €",,"20,00 €/Kilogramo"
Toallitas Bref limpiagafas 20u,,,"1,85 €",,"0,09 €/Unidad"
Gel de manos higienizante Babaria 300 ml,,,"3,45 €",,"1,15 €/100 ml."
Gel de manos Sanytol antiséptico 75 ml,,,"2,29 €",,"3,05 €/100 ml."
Gel hidroalcohólico manos Acrima 500 ml,,,"3,99 €",,"0,80 €/100 ml."
Mascarilla desechable niños Mape 10 u,,,"1,10 €",,"0,11 €/Unidad"
Mascarilla FFP2 Galmask 10 u,,,"4,95 €",,"0,50 €/Unidad"
Mascarilla Kleenex Adulto Proactive Care 5 u,,,"3,49 €",,"0,70 €/Unidad"
Mascarilla quirúrgica Iberomask 10 u,,,"1,10 €",,"0,11 €/Unidad"
Mascarilla quirúrgica Iberomask 50 u,,,"4,70 €",,"0,09 €/Unidad"
Toallitas antisépticas (bactericidas y fungicidas) Salustar monodosis 12 u,,,"1,99 €",,"0,17 €/Unidad"
Preservativo Durex contacto total 12 u,,,"10,29 €",,"0,86 €/Unidad"
Preservativo Durex natural comfort 12 u,,,"6,59 €",,"0,55 €/Unidad"
Preservativo Durex sensitivo suave 12 u,,,"7,45 €",,"0,62 €/Unidad"
Chorizo Argal Pamplona kg,,,"12,25 €",,"12,25 €/Kilogramo"
Chorizo Argal Regio Extra kg,,,"12,99 €",,"12,99 €/Kilogramo"
Chorizo Collell extra a la pimienta kg,,,"11,95 €",,"11,95 €/Kilogramo"
Chorizo Froiz vela extra kg,,,"8,25 €",,"8,25 €/Kilogramo"
Chorizo León Arau dulce extra kg,,,"12,95 €","15,95 €","12,95 €/Kilogramo"
Chorizo León Arau picante extra kg,,,"12,95 €","15,95 €","12,95 €/Kilogramo"
Chorizo magno Alejandro kg,,,"20,95 €",,"20,95 €/Kilogramo"
Chorizo Revilla tradición extra kg,,,"12,49 €",,"12,49 €/Kilogramo"
Chorizo Salamanca Iglesias extra kg,,,"15,95 €",,"15,95 €/Kilogramo"
Chorizo troncal Alejandro kg,,,"19,95 €",,"19,95 €/Kilogramo"
Butelo Torre de Núñez pieza 1 kg,,,"9,60 €",,"9,60 €/Kilogramo"
Chorizo gallego extra San Luís kg,,,"8,90 €/Kg","9,75 €/Kg","0,89 €/Unidad"
Chorizo gallego Melón extra kg,,,"11,75 €/Kg",,"1,18 €/Unidad"
Chorizo gallego Melón extra picante kg,,,"11,75 €/Kg",,"1,18 €/Unidad"
Chorizo gallego Torroña primera kg,,,"8,90 €/Kg",,"0,89 €/Unidad"
Chorizo Lalinense ahumado extra kg,,,"9,95 €/Kg",,"1,00 €/Unidad"
Chorizo Vallina aperitivo kg,,,"9,95 €",,"9,95 €/Kilogramo"
Lomito (cabecero) embuchado Iglesias 50% raza Duroc kg,,,"15,50 €",,"15,50 €/Kilogramo"
Lomo embuchado Collell extra kg,,,"14,95 €",,"14,95 €/Kilogramo"
Lomo embuchado Eresma 50 % Raza Duroc kg,,,"20,79 €",,"20,79 €/Kilogramo"
Lomo embuchado Salamanca Iglesias kg,,,"15,85 €","18,20 €","15,85 €/Kilogramo"
Lomo embuchado Selecta kg,,,"28,90 €",,"28,90 €/Kilogramo"
Lomo embuchado Torre de Núñez 50% raza Duroc kg,,,"19,70 €",,"19,70 €/Kilogramo"
Lomo La Encina del Bierzo curado kg,,,"23,95 €",,"23,95 €/Kilogramo"
Salami Collell extra finas hierbas kg,,,"9,95 €",,"9,95 €/Kilogramo"
Salami Goikoa Extra kg,,,"9,25 €",,"9,25 €/Kilogramo"
Salchichón Argal Figón extra kg,,,"8,45 €",,"8,45 €/Kilogramo"
Salchichón Argal Regio kg,,,"12,99 €",,"12,99 €/Kilogramo"
Salchichón Collell extra pimienta kg,,,"11,95 €",,"11,95 €/Kilogramo"
Salchichón ElPozo Nobleza extra kg,,,"12,95 €",,"12,95 €/Kilogramo"
Salchichón Froiz extra kg,,,"8,25 €",,"8,25 €/Kilogramo"
Salchichón Salamanca Iglesias extra kg,,,"15,95 €",,"15,95 €/Kilogramo"
Chorizo cebollero El Maño kg,,,"9,95 €/Kg",,"1,49 €/Unidad"
Chorizo cebollero O Rualdi kg,,,"10,45 €",,"10,45 €/Kilogramo"
Morcilla Asturiana Vallina kg,,,"8,45 €/Kg",,"0,85 €/Unidad"
Pan de Chorizo Argal Regio kg,,,"16,99 €",,"16,99 €/Kilogramo"
Chorizo Cular Ibérico extra bellota Froiz Kg,,,"20,90 €",,"20,90 €/Kilogramo"
Chorizo Cular Ibérico extra bellota picante Froiz kg,,,"20,90 €",,"20,90 €/Kilogramo"
Chorizo Florencio Gómez Bellota kg,,,"17,90 €","18,95 €","17,90 €/Kilogramo"
Chorizo Julián Martín Ibérico kg,,,"18,50 €",,"18,50 €/Kilogramo"
Chorizo Vela Extra Ibérica Florencio Gómez kg,,,"18,95 €",,"18,95 €/Kilogramo"
Lomo de bellota 100% raza ibérica Nico kg,,,"49,90 €",,"49,90 €/Kilogramo"
Lomo de cebo ibérico 50% raza ibérica Iglesias kg,,,"35,90 €",,"35,90 €/Kilogramo"
Lomo de cebo ibérico 50% raza ibérica Julián Martín kg,,,"45,00 €",,"45,00 €/Kilogramo"
Lomo Ibérico Bellota 50% Froiz kg,,,"45,90 €",,"45,90 €/Kilogramo"
Morcón Ibérico Estirpe Negra Argal kg,,,"23,00 €",,"23,00 €/Kilogramo"
Morcón Ibérico Iglesias Salamanca kg,,,"16,75 €",,"16,75 €/Unidad"
Salchichón Florencio Gómez Bellota kg,,,"17,90 €","18,95 €","17,90 €/Kilogramo"
Salchichón Julián Martín ibérico kg,,,"18,50 €",,"18,50 €/Kilogramo"
Bacon ahumado Frial kg,,,"12,40 €",,"12,40 €/Kilogramo"
Bacon Froiz Ahumado Natural kg,,,"8,45 €","10,49 €","8,45 €/Kilogramo"
Panceta curada Torre de Núñez kg,,,"12,99 €",,"12,99 €/Kilogramo"
Panceta doble Vallina kg,,,"15,45 €",,"15,45 €/Kilogramo"
Panceta La Encina del Bierzo adobada kg,,,"12,95 €",,"12,95 €/Kilogramo"
Cabeza de cerdo cocida Rivero kg,,,"8,45 €",,"8,45 €/Kilogramo"
Cabeza de cerdo Especial Frial kg,,,"9,65 €",,"9,65 €/Kilogramo"
Cabeza de cerdo Ibérico Frial kg,,,"14,95 €",,"14,95 €/Kilogramo"
Cabeza jabalí suprema con pistachos Picken kg,,,"11,95 €",,"11,95 €/Kilogramo"
Chicharrón frito Frial kg,,,"8,45 €",,"8,45 €/Kilogramo"
Oreja en bloque Rivero kg,,,"9,30 €",,"9,30 €/Kilogramo"
Chopped beef Campofrío kg,,,"6,50 €",,"6,50 €/Kilogramo"
Chopped Pavo Tello kg,,,"8,25 €",,"8,25 €/Kilogramo"
Chopped pork Baró lata kg,,,"7,45 €",,"7,45 €/Kilogramo"
Chopped pork Campofrío kg,,,"6,49 €",,"6,49 €/Kilogramo"
Fiambre pechuga pavo Coren kg,,,"6,99 €",,"6,99 €/Kilogramo"
Pavo trufado Serrano kg,,,"7,99 €","9,95 €","7,99 €/Kilogramo"
Pechuga de pavo Frial kg,,,"12,50 €","16,95 €","12,50 €/Kilogramo"
Pechuga de pavo Frial reducida en sal kg,,,"12,50 €","17,60 €","12,50 €/Kilogramo"
Pechuga pavo Campofrío braseada kg,,,"11,90 €","12,99 €","11,90 €/Kilogramo"
Pechuga pavo ElPozo sin grasa kg,,,"12,50 €",,"12,50 €/Kilogramo"
Pechuga pavo ElPozo sin grasa reducida en sal kg,,,"12,50 €",,"12,50 €/Kilogramo"
Pechuga pavo Pavofrío kg,,,"12,99 €",,"12,99 €/Kilogramo"
Pollo relleno La Carloteña kg,,,"10,58 €",,"10,58 €/Kilogramo"
Fiambre Paleta ElPozo sándwich kg,,,"6,95 €",,"6,95 €/Kilogramo"
Jamón cocido Campofrío extra kg,,,"10,99 €","11,99 €","10,99 €/Kilogramo"
Jamón cocido extra Bonnatur de Argal kg,,,"13,99 €",,"13,99 €/Kilogramo"
Jamón cocido extra en su jugo ElPozo kg,,,"9,95 €",,"9,95 €/Kilogramo"
Jamón cocido Froiz braseado extra kg,,,"9,45 €",,"9,45 €/Kilogramo"
Jamón cocido Froiz entero reducido en sal extra kg,,,"9,25 €",,"9,25 €/Kilogramo"
Jamón cocido Froiz extra kg,,,"9,25 €",,"9,25 €/Kilogramo"
Jamón cocido Noel receta clásica kg,,,"5,99 €","6,75 €","5,99 €/Kilogramo"
Mortadela Campofrío clásica kg,,,"5,99 €",,"5,99 €/Kilogramo"
Mortadela Campofrío con aceitunas kg,,,"5,99 €",,"5,99 €/Kilogramo"
Mortadela ElPozo pavo con aceitunas kg,,,"7,95 €",,"7,95 €/Kilogramo"
Mortadela ElPozo Pavo kg,,,"7,95 €",,"7,95 €/Kilogramo"
Mortadela Legado ibérica kg,,,"7,95 €",,"7,95 €/Kilogramo"
Mortadela MRM ahumada kg,,,"5,99 €",,"5,99 €/Kilogramo"
Mortadela Oscar Mayer estilo italiano kg,,,"8,49 €",,"8,49 €/Kilogramo"
Lacón Braseado La Encina del Bierzo kg,,,"12,80 €",,"12,80 €/Kilogramo"
Bacon cocido ahumado Froiz lonchas 150 g,,,"1,42 €",,"9,47 €/Kilogramo"
Bacon Monells taco 300 g,,,"2,70 €",,"9,00 €/Kilogramo"
Bacon Oscar Mayer lonchas 150 g,,,"2,15 €",,"14,33 €/Kilogramo"
Cintas bacon Casa Tarradellas 150g,,,"1,65 €",,"11,00 €/Kilogramo"
Panceta curada Froiz lonchas 150 g,,,"1,95 €",,"13,00 €/Kilogramo"
Tiras de bacon Froiz 2x100 g,,,"1,59 €",,"7,95 €/Kilogramo"
Cabeza Cerdo Frial Especial 150g,,,"2,25 €",,"15,00 €/Kilogramo"
Chicharrón Torre Núñez 150 g,,,"1,49 €",,"9,93 €/Kilogramo"
Oreja de cerdo cocida Rivero 500 g,,,"3,99 €","4,85 €","7,98 €/Kilogramo"
Pavo trufado Serrano lonchas 100 g,,,"1,15 €",,"11,50 €/Kilogramo"
Pechuga de pavo ElPozo bajo en grasa finas lonchas 75 g,,,"1,00 €",,"13,33 €/Kilogramo"
Pechuga de Pavo Finíssimas Campofrío 115g,,,"1,49 €","1,99 €","12,96 €/Kilogramo"
Pechuga pavo Argal Bonnatur finas lonchas 100 g,,,"2,40 €",,"24,00 €/Kilogramo"
Pechuga pavo Campofrío 380 g,,,"3,65 €","3,90 €","9,61 €/Kilogramo"
Pechuga pavo Campofrío Finíssimas braseada 115g,,,"1,49 €","1,99 €","12,96 €/Kilogramo"
Pechuga pavo Campofrío lonchas extrajugosa 70 g,,,"1,00 €",,"14,29 €/Kilogramo"
Pechuga pavo ElPozo 200 g,,,"2,49 €",,"12,45 €/Kilogramo"
Pechuga Pavo ElPozo bajo en grasa y reducido en sal 75 g,,,"1,00 €",,"13,33 €/Kilogramo"
Pechuga pavo ElPozo sin grasa y reducido en sal 340 g,,,"3,45 €",,"10,15 €/Kilogramo"
Pechuga pavo Frial asada al horno en finas lonchas 100 g,,,"2,65 €",,"26,50 €/Kilogramo"
Pechuga pavo Froiz finas lonchas 150 g,,,"1,59 €",,"10,60 €/Kilogramo"
Pechuga pavo Froiz lonchas 175 g,,,"1,89 €",,"10,80 €/Kilogramo"
Pechuga Pollo Campofrío lonchas 80 g,,,"1,00 €",,"12,50 €/Kilogramo"
Tiras de pechuga de pollo La Carloteña asada al horno 100 g,,,"2,59 €",,"25,90 €/Kilogramo"
Fiambre ElPozo sándwich 225 g,,,"1,85 €",,"8,22 €/Kilogramo"
Fiambre ElPozo York 400 g,,,"2,00 €",,"5,00 €/Kilogramo"
Jamón cocido Argal Bonnatur finas lonchas extra 110 g,,,"2,40 €",,"21,82 €/Kilogramo"
Jamón cocido Campofrío lonchas 80 g,,,"1,00 €",,"12,50 €/Kilogramo"
Jamón cocido ElPozo 1954 extra cruce Duroc lonchas 120 g,,,"1,50 €",,"12,50 €/Kilogramo"
Jamón cocido ElPozo extra 200 g,,,"2,49 €",,"12,45 €/Kilogramo"
Jamón cocido ElPozo extra bajo en grasa y reducido en sal 75 g,,,"1,00 €",,"13,33 €/Kilogramo"
Jamón cocido extra Frial raza Duroc Gran Selección en lonchas finas 100 g,,,"1,79 €","1,89 €","17,90 €/Kilogramo"
Jamón cocido Finíssimas Campofrío braseado Extra 115 g,,,"1,49 €","1,99 €","12,96 €/Kilogramo"
Jamón Cocido Finíssimas Campofrío Extra 115 g,,,"1,49 €","1,99 €","12,96 €/Kilogramo"
Jamón cocido Froiz extra finas lonchas 150 g,,,"1,59 €",,"10,60 €/Kilogramo"
Jamón cocido Froiz extra lonchas 175 g,,,"1,75 €",,"10,00 €/Kilogramo"
Jamón extra natural Legado asado con madera de haya sin aditivos 130 g,,,"2,45 €",,"18,85 €/Kilogramo"
Pechuga de Pavo natural asada con madera de haya y sin aditivos 120 g,,,"2,45 €",,"20,42 €/Kilogramo"
Lacón braseado Torre de Núñez 120 g,,,"1,35 €","1,79 €","11,25 €/Kilogramo"
Lacón en tapas MRM cortado a cuchillo 200g,,,"3,25 €",,"16,25 €/Kilogramo"
Mortadela ElPozo con aceitunas 250 g,,,"1,50 €",,"6,00 €/Kilogramo"
Mortadela ElPozo pavo 225 g,,,"1,85 €",,"8,22 €/Kilogramo"
Mortadela ElPozo siciliana 250 g,,,"1,50 €",,"6,00 €/Kilogramo"
Mortadela Ibérica Legado ElPozo Selección corte fresco extra lonchas 150 g,,,"2,15 €",,"14,33 €/Kilogramo"
Mortadela Italiana IGP Bologna Veroni lonchas envase 110 g,,,"2,45 €",,"22,27 €/Kilogramo"
Bloc de pato Katealde lata 65 g,,,"4,95 €",,"76,15 €/Kilogramo"
Paté Apis hígado de cerdo pack 3x80 g,,,"2,69 €",,"11,21 €/Kilogramo"
Paté Casa Tarradellas atún 125 g,,,"1,09 €",,"8,72 €/Kilogramo"
Paté Casa Tarradellas finas hierbas 125g,,,"0,99 €",,"7,92 €/Kilogramo"
