Nome,Marca,Quantidade,Preço Primário,Preço Por Unidade,Promo
Rebuçados de Frutas,MENTOS,Emb. 10 UNID.,"0,69€","0,07€ / UNID.",
Polpa de Tomate,ECO+,Emb. 0.5 KG,"0,75€","1,50€ / KG",
CREME DE OVOS SABOR COCO,DÉLISSE,Emb. 0.4 KG,"2,35€","5,88€ / KG",
Loção para Corpo Hidatrante Express 48h Pele Normal a Seca,NIVEA BODY,Emb. 0.4 LT,"5,99€","14,98€ / LT",
IOGURTE GREGO STRACCIATELLA,DÉLISSE,Emb. 0.6 KG,"1,99€","3,32€ / KG",
Coco Ralado,FERBAR,Emb. 0.2 KG,"2,09€","10,45€ / KG",
CUECA INCONTINENCIA TAM L,CHORYS,Emb. 14 UNID.,"6,74€","0,48€ / UNID.",
Batatas Fritas Light,POM'LISSE,Emb. 0.15 KG,"0,95€","6,33€ / KG",
Iogurte Líquido Morango 6x100g,DANACOL,Emb. 0.6 KG,"2,99€","4,98€ / KG",
Néctar Clássico Ananás 3x200 ml,COMPAL,Emb. 0.6 LT,"1,39€","2,32€ / LT",
GEL BARBEAR REVITALIZANTE 200ML,CARRÉ HOMME,Emb. 0.2 LT,"1,75€","8,75€ / LT",
Batido de Cacau,CACAOLAT,Emb. 4 UNID.,"2,09€","0,52€ / UNID.",
"Queijo Fundido Fonte de Vitaminas A, B2, B12",LES CROISÉS,Emb. 0.2 KG,"1,59€","7,95€ / KG",
Conserva de Atum Albacore Inteiro 2x200g,PÊCHE OCÉAN,Emb. 0.4 KG,"4,29€","10,73€ / KG",
Maionese,HELLMANN'S,Emb. 0.763 KG,"4,45€","5,83€ / KG",
LUVAS JARDINAGEM S ROSA,BEAUX JOURS,Emb. 1 UNID.,"1,59€","1,59€ / UNID.",
Maionese Top Down,CALVÉ,Emb. 0.24 KG,"1,39€","5,79€ / KG",
Whisky Fin Blen,WILLIAM LAWSON'S,Garrafa 0.7 LT,"13,99€","19,99€ / LT",
Barras Hero De Cereais Muesli Chocolate Leite 6x25g,HERO,Emb. 0.15,"1,79€","11,93€ /",
Farfalle,TRADIZIONI D'ITALIA,Emb. 0.5 KG,"1,59€","3,18€ / KG",
Sumo 100% Laranja Brasil,JAFADEN,Emb. 1 LT,"1,55€","1,55€ / LT",
PAEZINHOS TRIGO TORRADOS BIO,,Emb. 0.225 KG,"1,39€","6,18€ / KG",
Tira Nódoas Gold Power Gel,VANISH,Emb. 0.2 LT,"4,54€","22,70€ / LT",
Alimento Seco P/ Cão Active de Frango e Arroz,PURINA,Emb. 0.8 KG,"5,69€","7,11€ / KG",
Batatas Fritas Lay\'s Vinagreta,LAY'S,Emb. 0.15 KG,"1,78€","11,87€ / KG",
Espumante Meio Seco,COMP DO VINHO,Garrafa 0.75 LT,"3,29€","4,39€ / LT",
QUEIJO FRESCO LIGHT VACA,QUEIJO NA TÁBUA,Emb. 0.08 KG,"0,55€","6,88€ / KG",
Ervas de Provence,RUSTICA,Frasco 0.018 KG,"0,79€","43,89€ / KG",
Molho Francesinha,GULOSO,Frasco 0.5 KG,"3,99€","7,98€ / KG",
MULTIPACK CALIPPO SUPERMIX 5X105ML,CALIPPO,Emb. 5 UNID.,"2,49€","0,50€ / UNID.",
Brandy,CONSTANTINO,Garrafa 0.7 LT,"9,49€","13,56€ / LT",
Detergente Líquido Multisuperficies Rosas e Jasmim,SONASOL,Emb. 1.3 LT,"2,09€","1,61€ / LT",
"Iogurte de Banana, Morango e Tutti Frutti 8x120g",DANONE,Emb. 0.96 KG,"1,99€","2,07€ / KG",
Pensos Higiénicos Maxi com Alas,EVAX,Emb. 11 UNID.,"1,97€","0,18€ / UNID.",
CEREAIS PETALAS NATURAL,GRAINEA,Emb. 0.44 KG,"1,49€","3,39€ / KG",
Bolachas com Cobertura de Chocolate Preto,,Emb. 0.2 KG,"1,39€","6,95€ / KG",
GRESSINOS SESAME,TOKAPI,Emb. 0.125 KG,"1,25€","10,00€ / KG",
TOALHITAS PARA MAOS LIMAO,CLAIR,Emb. 24 UNID.,"1,85€","0,08€ / UNID.",
Molho Picante,TABASCO,Emb. 0.06 L,"2,95€","49,17€ / L",
Esparguete Tricolor,MILANEZA,Emb. 0.5 KG,"1,89€","3,78€ / KG",
Leite de Transição 2 +6 meses,NAN,Emb. 0.8 KG,"12,34€","15,43€ / KG",
Bloco Sanitário Blue Activ,SONASOL WC,Emb. 0.05 KG,"1,94€","38,80€ / KG",
Vinho do Porto Special Reserve,PORTO CRUZ,Emb. 0.75 LT,"9,99€","13,32€ / LT",
Alimento Húmido P/ Gato Gold Salmão e Frango,GOURMET,Emb. 0.085 KG,"0,73€","8,59€ / KG",
Ambientador Absorve Odores Relax Zen 2x150gr,BRISE,Emb.  0.3 KG,"2,99€","9,97€ / KG",
Vinho Branco Alentejo Doc Reserva,REGUENGOS,Garrafa 0.75 LT,"4,99€","6,65€ / LT",
Café Mistura Peninsular Moída,DELTA,Emb. 0.25 KG,"1,64€","6,56€ / KG",
CONE CHOCOLATE/PISTACHIO 6UN,TRIUM,,"2,49€",/ Unid.,
Sabonete Líquido Leite e Mel Recarga,PALMOLIVE,Emb. 0.3 LT,"2,69€","8,97€ / LT",
Air Wick Sticks Perfumados Flor de Cerejeira x5,AIRWICK,Emb. 0.025 LT,"7,19€","287,60€ / LT",
Néctar Multifruits,JAFADEN,Emb. 2 LT,"1,69€","0,85€ / LT",
Cerveja Marigold Alemanha,MARIGOLD,Emb. 0.33 LT,"1,88€","5,70€ / LT",
DETERGENTE LIQUIDO SENSITIVE 40D,EPSIL,,"4,35€",/ Unid.,
Vinho Regional Alentejo Branco,ADEGA DE BORBA,Garrafa 0.75 LT,"3,89€","5,19€ / LT",
Ice Tea Pêssego,FRESH TEA,Garrafa 1.5 LT,"1,25€","0,83€ / LT",
Massa Cotovelinhos,MILANEZA,Emb. 0.5 KG,"1,19€","2,38€ / KG",
FEIJAO CATARINO SACO,NOTRE JARDIN,Emb. 1 KG,"1,89€","1,89€ / KG",
Iced Tea Manga,ECO+,Emb. 1.5 LT,"0,84€","0,56€ / LT",
PAO COM CHOCOLATE (NAPOLITANAS) X12 (SAQ INDIVIDUAL),EPI D'OR,Emb. 0.54 KG,"2,99€","5,54€ / KG",
Iogurte Bifidus Magro Líquido Activia Pêssego Maracujá 4 Unid.,ACTIVIA,Emb. 0.62 KG,"1,99€","3,21€ / KG",
Café Solúvel Clássico Frasco,NESCAFÉ,Frasco 0.1 KG,"3,95€","39,50€ / KG",
Massa Pérolas,MILANEZA,Emb. 0.25 KG,"0,73€","2,92€ / KG",
Moira Regional - PDTO Lamego,SNR,Emb. 0.17 KG,"1,69€","9,94€ / KG",
Vinho Regional Douro Branco,PLANALTO,Frasco 0.75 LT,"4,49€","5,99€ / LT",
Vinho Branco Frutado,CORAÇÃO DA MINHA,Garrafa 0.75 LT,"1,49€","1,99€ / LT",
Lasanha Bolonhesa Bio,,Emb. 0.6 KG,"3,99€","6,65€ / KG",
Sidra com Álcool Maça 4x33cl,SOMERSBY,Emb. 1.32 LT,"3,99€","3,02€ / LT",
Sumo S/ Gás Tropical,ECO+,Emb. 2 LT,"1,59€","0,80€ / LT",
Tempero de Alho & Salsa 8 Cubos,KNORR,Emb. 0.072 KG,"1,49€","20,69€ / KG",
Leite Bem Especial Crescimento a partir de 3 anos,MIMOSA,Emb. 1 LT,"1,79€","1,79€ / LT",
Vinagre de Álcool Cristal,ECO+,Garrafa 1.5 LT,"1,15€","0,77€ / LT",
AUSONIA AIRDRY SUPER ABAS 30,AUSONIA,Emb. 30 UNID.,"4,19€","0,14€ / UNID.",
Sangria Don Simon,DON SIMON,Garrafa 1.5 LT,"2,18€","1,45€ / LT",
Toalhitas Limpa Óculos,CLAIR,Emb. 54 UNID.,"1,29€","0,02€ / UNID.",
Chantilly,DÉLISSE,Emb. 0.25 KG,"1,79€","7,16€ / KG",
Papel Higiénico 2 Folhas,RENOVA,Emb. 48 ROLOS,"10,99€","0,23€ / ROLOS",
Massa Macarronete Riscado,TURINI,Emb. 0.5 KG,"0,89€","1,78€ / KG",
Alimento Seco Cão Croquetes Ricos em Carnes,ECO+,Emb. 10 KG,"8,99€","0,90€ / KG",
Farinha S/ Fermento T65,NACIONAL,Emb. 1 KG,"1,04€","1,04€ / KG",
NATAS LIQUIDAS LIGHT UHT BIO,,Emb. 0.6 KG,"3,55€","5,92€ / KG",
Vinho Regional Alentejano Tinto,PORTA DA RAVESSA,Garrafa 0.75 LT,"3,99€","5,32€ / LT",
RECARGA MOPA SECA,,Emb. 1 UNID.,"3,80€","3,80€ / UNID.",
Gelado Tyrolia Frutos Vermelhos,ESKISS,Emb. 0.65 LT,"2,69€","4,14€ / LT",
Iogurte Bifidus Líquido Morango e Kiwi 0% 4 Unid.,DANONE,Emb. 0.62 KG,"1,99€","3,21€ / KG",
Recarga Máquina de Barbear Sensor Excel,GILLETTE,Emb. 5 UNID.,"10,45€","2,09€ / UNID.",
Biscoitos Tranças com Cobertura de Chocolate de Leite,P'TIT DÉLI,Emb. 0.09 KG,"1,49€","16,56€ / KG",
Vinho Regional Península de Setúbal Branco,SERRAS DE AZEITÃO,Garrafa 0.75 LT,"2,64€","3,52€ / LT",
Manteiga Fácil de Barrar,MIMOSA,Emb. 0.25 KG,"2,24€","8,96€ / KG",
Verniz de Unhas 60 Segundos 703,RIMMEL,Emb. 1 UNID.,"5,29€","5,29€ / UNID.",
Adoçante,CANDEREL,Emb. 100 UNID.,"2,39€","0,02€ / UNID.",
Vinho Regional Dão Tinto Seleção,QUINTA DE CABRIZ,Garrafa 0.75 LT,"4,98€","6,64€ / LT",
Néctar Clássico Manga,JAFADEN,Emb. 1 LT,"0,99€","0,99€ / LT",
CONDICIONADOR EXTRA COR,VITANOVE,Emb. 0.2 LT,"1,24€","6,20€ / LT",
JARRO ELECTRICO INOX 1500W 1L,ELSAY,Emb. 1 UNID.,"22,90€","22,90€ / UNID.",
Papel Vegetal 8 metros,VILEDA,Emb. 1 UNID.,"2,99€","2,99€ / UNID.",
Amaciador para a Roupa Pure,COMFORT,Emb. 78 DOSES,"3,99€","0,05€ / DOSES",
Papel Higiénico Super Compact,RENOVA,Emb. 4 ROLOS,"2,45€","0,61€ / ROLOS",
PILHAS BOTAO LR44,FOXTER,Emb. 5 UNID.,"1,29€","0,26€ / UNID.",
Alimento Húmido P/ Gatinhos C/ Vitela,GOURMET,Emb. 0.085 KG,"0,75€","8,82€ / KG",
SACOS LIXO C/ ATILHO 130L,ELEMBAL,Emb. 10 UNID.,"2,59€","0,26€ / UNID.",
Leite Bem Especial S/ Lactose Infantil Meio Gordo,MIMOSA,Emb. 1 LT,"1,79€","1,79€ / LT",
Néctar Clássico Pêssego 3 Unid.,JAFADEN,Emb. 0.6 LT,"0,89€","1,48€ / LT",
Alimento Seco para Cão Croquetes Equilíbrio,LYDOG,Emb. 4 KG,"5,69€","1,42€ / KG",
Batom Corretivo 103,RIMMEL,Emb. 1 UNID.,"7,89€","7,89€ / UNID.",
Manteiga Magra Sal,PRÉSIDENT,Emb. 0.25 KG,"2,55€","10,20€ / KG",
Bife chã de Fora de Novilho,,1 Unid. = 0.5 KG (aprox.),"8,98€/kg","4,49€ / Unid.",
Soro Fisiológico 60ml,HIDRO,Emb. 0.06 LT,"0,59€","9,83€ / LT",
Pão de Forma Grande,BIMBO,Emb. 0.375 KG,"1,55€","4,13€ / KG",
Refrigerante com Gás Ananás,SUMOL,Garrafa 1.25 LT,"1,39€","1,11€ / LT",
CROISSANT CONGELADO 6UN,EPI D'OR,Emb. 0.36,"2,49€","6,92€ /",
Guardanapos 2 Folhas 33x33 cm,RENOVA,Emb. 90 UNID.,"1,38€","0,02€ / UNID.",
Queijo Flamengo Barra,,1 Unid. = 0.25 KG (aprox.),"6,99€/kg","1,75€ / Unid.",
Old Spice Shower Gel Deep Sea,OLD SPICE,Emb. 0.4 LT,"4,94€","12,35€ / LT",
REFRIGERANTE S/GAS MULTIFRUTOS,JAFUN,Emb. 10 UNID.,"3,49€","0,35€ / UNID.",
Alimento Seco P/ Gato Sénior +11 Frango,PURINA ONE,Emb. 0.8 KG,"6,65€","8,31€ / KG",
CANETA FELTRO PONTA FINA VARIAS CORES 12UN,ESQUISSE,Emb. 12 UNID.,"2,99€","0,25€ / UNID.",
"ALIMENT BEBE: PURE FEIJAO VERDE, BATATA BIO +4M  2X120G",BIO VILLAGE BEBE,Emb. 0.24 KG,"1,35€","5,63€ / KG",
Vinho Regional Alentejano Branco,QUINTA DO CARMO,Garrafa 0.75 LT,"9,89€","13,19€ / LT",
Refrigerante com Gás Guarana,ANTARCTICA,Garrafa 1.5 LT,"1,99€","1,33€ / LT",
Iogurte Grego Natural,DÉLISSE,Emb. 1 KG,"2,25€","2,25€ / KG",
Água Coco 100% Natural,JAFADEN,Emb. 1 LT,"2,39€","2,39€ / LT",
Pensos Incontinencia Anatómicos Máxima,LINDOR,Emb. 20 UNID.,"12,29€","0,61€ / UNID.",
Alimento Húmido P/ Gato Carne Vaca Gold,GOURMET,Emb. 0.085 KG,"0,75€","8,82€ / KG",
TOALHITAS ANTI-DESCOLORACAO 40UN,TEXIL,Emb. 40 UNID.,"3,99€","0,10€ / UNID.",
Amendoins Torrados C/ Sal,TOKAPI,Emb. 0.25 KG,"1,09€","4,36€ / KG",
Ambientador Recarga Elétrico Lavanda e Aloé Vera,GLADE,Emb. 2 UNID.,"7,18€","3,59€ / UNID.",
Gelatina Light Sabor a Morango,TABLIER BLANC,Emb. 0.031 KG,"0,79€","25,48€ / KG",
Queijo Camembert,PRÉSIDENT,Emb. 0.25 KG,"3,78€","15,12€ / KG",
Carne de Porco Salgada C/ Lentilhas,CÔTÉ TABLE,Emb. 0.42 KG,"1,79€","4,26€ / KG",
BATOM NUTRITIVO 2UN,INELL,Emb. 2000 UNID.,"1,89€","0,00€ / UNID.",
Lima Plana 200Mm,FOXTER,Emb. 1 UNID.,"2,59€","2,59€ / UNID.",
Conserva de Pickles em Vinagre,RUSTICA,Emb. 0.3 KG,"1,99€","6,63€ / KG",
Amaciador total repair 5,ELVIVE,Emb. 0.69 LT,"9,89€","14,33€ / LT",
Batatas Fritas no Forno,LAY'S,Emb. 0.15 KG,"2,17€","14,47€ / KG",
CHOCOLATE C/ RECHEIO CREME LEITE,TABLETTE D'OR,,"2,15€",/ Unid.,
GOMAS ACIDAS COLA,COPAÍNS COPINES,Emb. 0.275 KG,"1,39€","5,05€ / KG",
Ice Tea Limão Zero Açúcar,LIPTON,Emb. 0.6 LT,"1,13€","1,88€ / LT",
Preparado de Carne Bovino Picada,FERIAL,Emb. 1 KG,"9,99€","9,99€ / KG",
Bolachas de Cereais Dinosauros,ARTIACH,Emb. 0.185 KG,"1,99€","10,76€ / KG",
IOGURTE DELILIGHT 0% IOG.NATURAL,DÉLISSE,Emb. 1.5,"1,99€","1,33€ /",
Esparguete,MILANEZA,Emb. 0.5 KG,"0,78€","1,56€ / KG",
Pastilhas Café Descafeinado,DELTA,Emb. 16 PAST.,"3,79€","0,24€ / PAST.",
Vinho Regional Alentejano Tinto,QUINTA DO CARMO,Garrafa 0.75 LT,"16,82€","22,43€ / LT",
Conector Mangueira Rápido 19Mm,BEAUX JOURS,Emb. 1 UNID.,"0,99€","0,99€ / UNID.",
Amendoins Sal e Mel,MATUTANO,Emb. 0.15 KG,"2,45€","16,33€ / KG",
Alimento Completo Cereais P/ Animais Exóticos,TOUS MES AMIS,Emb. 1 KG,"1,98€","1,98€ / KG",
SOPA CAMPESTRE,REGAL SOUPE,Emb. 0.35 KG,"1,89€","5,40€ / KG",
Água S/ Gás Mineral,,Garrafa 1.5 LT,"0,40€","0,27€ / LT",
Tampões com Aplicador Pearl Compak Regular,TAMPAX,Emb. 36 UNID.,"7,99€","0,22€ / UNID.",
Cacetinho Integral,,1 Unid. = 0.05 KG,"0,26€","5,20€ / KG",
AXE GEL APOLLO,AXE,Emb. 0.4 LT,"3,29€","8,23€ / LT",
Detergente Roupa Máquina Líquido Sensitive,SKIP,Emb. 80 DOSES,"15,99€","0,20€ / DOSES",
Amaciador Concentrado Aromaterapia Violeta,VERNEL,Emb. 57 DOSES,"3,29€","0,06€ / DOSES",
Sacos de Lixo Casa de Banho com Atilho 20x10L,ELEMBAL,Emb. 20 UNID.,"0,89€","0,04€ / UNID.",
Snack Húmido P/ Gato Party Mix Ocean,FELIX,Emb. 0.06 KG,"1,89€","31,50€ / KG",
Cerveja com Álcool Green Limão 6x33cl,SUPER BOCK,Emb. 1.98 LT,"4,49€","2,27€ / LT",
Creme Fixativo para Próteses Dentárias,POLIDENT,Emb. 0.04 KG,"6,92€","173,00€ / KG",
SORTIDO GELADOS PARTY 10UN,SMICY,Emb. 10 UNID.,"3,29€","0,33€ / UNID.",
Espuma Barbear Revitalizante,CARRÉ HOMME,Emb. 0.2 LT,"1,49€","7,45€ / LT",
Yofu Morango 4x125g,ALPRO,Emb. 0.5 KG,"2,89€","5,78€ / KG",
Gelado 3 Chocolates,TRIUM,Emb. 4 UNID.,"2,99€","0,75€ / UNID.",
London Dry Gin,GIBSON'S,Garrafa 0.7 LT,"9,49€","13,56€ / LT",
Douradinhos Peixe S/Gluten,IGLO,Emb. 0.36 KG,"4,99€","13,86€ / KG",
Creme Limpeza Micro Cristais Limão,CIF,Emb. 0.7 LT,"2,49€","3,56€ / LT",
Creme Autobrilhante Castanho Calçado com Esponja,SPLENDOR,Emb. 0.04 LT,"1,79€","44,75€ / LT",
FRESHMATIC COM RECARGA LIFE SCENTS DELÍCIAS DE VERÃO,AIRWICK,Emb. 1 UNID.,"7,19€","7,19€ / UNID.",
Mini Magnum de Amêndoa 6x55ml,MAGNUM,Emb. 0.33 LT,"2,99€","9,06€ / LT",
Spray Mousse,NEOBLANC,Spray 0.7 LT,"2,59€","3,70€ / LT",
Abóbora Batatas e Peru desde os 6 Meses S/ Glúten,NESTLÉ,Emb. 0.19 KG,"1,39€","7,32€ / KG",
Azeitonas Pretas Descaroçadas,AGRODELTA,Emb. 0.16 KG,"1,49€","9,31€ / KG",
PILHAS ALCALINAS LR06,ECO+,Emb. 8 UNID.,"1,79€","0,22€ / UNID.",
Gel Banho Romã Natural,MANAVA,Emb. 0.75 LT,"1,79€","2,39€ / LT",
Amaciador Cabelo Delicados Garnier Delicadeza de Aveia,ULTRA SUAVE,Emb. 0.2 LT,"3,55€","17,75€ / LT",
Caderno Capa Preta Pautado A4 60p,ESQUISSE,,"0,85€",/ Unid.,
BOLO BRETANHA,P'TIT DÉLI,Emb. 0.8 KG,"2,25€","2,81€ / KG",
Óleo Alimentar 3L,FULA,Garrafão 3 LT,"7,89€","2,63€ / LT",
Dentífrico Protector Plantas Dentagard,COLGATE,Emb. 0.075 LT,"1,99€","26,53€ / LT",
Fita Dentária Sabor a Menta Fresca,SENSODYNE,Emb. 50 MT,"3,49€","0,07€ / MT",
"Iogurte de Manga, Morango e Pêssego 8x120g",DANONE,Emb. 0.96 KG,"1,99€","2,07€ / KG",
Bolachas com Recheio de Limão Cobertura Chocolate,P'TIT DÉLI,Emb. 0.15 KG,"1,19€","7,93€ / KG",
Eau De Toilette Umbro Power,UMBRO,Emb. 0.03 LT,"6,99€","233,00€ / LT",
Chipicao Mini Croissant Pack Creme de Cacau,CHIPICAO,Emb. 0.199 KG,"1,99€","10,00€ / KG",
Mini Snack de Chocolate de Leite,LION,Emb. 11 UNID.,"2,75€","0,25€ / UNID.",
Queijo de Cabra Sainte Maure,LES CROISÉS,Emb. 0.2 KG,"2,29€","11,45€ / KG",
FORMA P/BOLO MEDIA,,Emb. 100 UNID.,"0,85€","0,01€ / UNID.",
Detergente Líquido para Máquina de Roupa,SKIP,Emb. 70 DOSES,"15,99€","0,23€ / DOSES",
Bolachas Recheadas com Aroma a Chocolate,P'TIT DÉLI,Emb. 0.3 KG,"1,20€","4,00€ / KG",
Gelado de Chocolate,CARTE D'OR,Emb. 0.75 LT,"1,94€","2,59€ / LT",
Coloração 4-2 Castanho Avermelhado 16X3,SYOSS,,"4,99€",/ Unid.,
Néctar Light Manga e Laranja,COMPAL,Emb. 1 LT,"1,65€","1,65€ / LT",
BOLACHA PALET RECEITA MADALENAS X8,P'TIT DÉLI,Emb. 0.125 KG,"0,99€","7,92€ / KG",
MASSA PIZZA RECTANG.T.BL,TABLIER BLANC,Emb. 0.385 KG,"1,79€","4,65€ / KG",
Conserva de Centros Palmito,NOTRE JARDIN,Lata 0.22 KG,"2,59€","11,77€ / KG",
Refrigerante C/ Gás Laranja Pack 6,FANTA,Emb. 1.98 LT,"3,99€","2,02€ / LT",
Pantene Cuidado Clássico Champô,PANTENE PV,Emb. 0.25 LT,"3,75€","15,00€ / LT",
Tomate Triturado da Horta,COMPAL,Emb. 0.5 LT,"1,28€","2,56€ / LT",
LOTE DE 3 ALICATES,FOXTER,Emb. 1 UNID.,"14,90€","14,90€ / UNID.",
Vinho Tinto,ADEGA DE MURÇA,Garrafa 0.75 LT,"1,59€","2,12€ / LT",
Farinha Extra Fina S/ Fermento T55,NACIONAL,Emb. 1 KG,"1,08€","1,08€ / KG",
SACO LIXO ECOBAG 50L FECHO FÁCIL (10 UN),VILEDA,Emb. 10 UNID.,"2,89€","0,29€ / UNID.",
COLGATE KIT VIAGEM ESCOVA + PASTA DE DENTES,COLGATE,Emb. 1 UNID.,"4,49€","4,49€ / UNID.",
Vinho Regional Dão Seleção Branco,CABRIZ,Garrafa 0.75 LT,"4,99€","6,65€ / LT",
Bolachas Crackers Integral,DU BOIS DE LA ROCHE,Emb. 0.5 KG,"3,09€","6,18€ / KG",
"BEBIDA SOJA C/CALCIO LIGHT ,1L",ALPRO,Emb. 1 LT,"1,89€","1,89€ / LT",
Chá de Cidreira,LIPTON,Emb. 10 SAQ.,"0,69€","0,07€ / SAQ.",
Bolachas de Água e Sal,VIEIRA,Emb. 0.375 KG,"2,59€","6,91€ / KG",
Azeite Virgem Extra Clássico,GALLO,Emb. 0.75 LT,"4,49€","5,99€ / LT",
Conserva de Feijocas Verdes Extrafinas,NOTRE JARDIN,Lata 0.53 KG,"1,75€","3,30€ / KG",
Chocolate de Leite com Manteiga de Amendoim,REESE'S,Emb. 0.079 KG,"1,69€","21,39€ / KG",
Leite Confort 1,NAN,Emb. 0.8 KG  (aprox.),"20,59€","25,74€ / KG",
PEITO DE FRANGO FATIADO,CAMPO FINO,Emb. 0.2 KG,"1,79€","8,95€ / KG",
PERSIL SABÃO A&B GEL,PERSIL,Emb. 76 DOSES,"22,99€","0,30€ / DOSES",
Detergente Loiça Manual Concentrado Maça,SUPER POP,Emb. 0.7 LT,"1,49€","2,13€ / LT",
Conserva Cogumelos de Paris Laminados Biológicos,,Frasco 0.28 KG,"2,09€","7,46€ / KG",
Polvo Limpo Ultracongelado,,Emb. 0.5 KG,"6,59€","13,18€ / KG",
Tarte de Amêndoa,,1 Unid. = 0.465 KG  (aprox.),"10,99€","23,63€ / KG",
Limonada,SPRINK'S,Emb. 1.5 LT,"1,19€","0,79€ / LT",
MOLHO SOJA DOCE,TABLES DU MONDE,Emb. 0.125 LT,"1,19€","9,52€ / LT",
Gomas Tijolos,COPAÍNS COPINES,Emb. 0.2 KG,"0,99€","4,95€ / KG",
Pão Hamburger,EPI D'OR,Emb. 4 UNID.,"0,99€","0,25€ / UNID.",
Queijo Brie,,1 Unid. = 0.2 KG (aprox.),"6,99€/kg","1,40€ / Unid.",
Champô Cuidado Clássico,TRESEMMÉ,Emb. 0.9 LT,"6,59€","7,32€ / LT",
PRATOS QUADRADOS BIODEGRADAVEIS 26CM 10UN,HOMESIDE,Emb. 10 UNID.,"3,89€","0,39€ / UNID.",
OIKOS AMORA 110G X4,OIKOS,Emb. 0.44 KG,"2,39€","5,43€ / KG",
Tira-Nódoas para Roupa Branca em Gel,SKIP,Emb. 1.6 LT,"6,99€","4,37€ / LT",
Alimento Seco P/ Cão Júnior,PURINA FRISKIES,Emb. 3 KG,"11,69€","3,90€ / KG",
Pêssego em Calda,ECO+,Emb. 0.85 KG,"1,99€","2,34€ / KG",
Café Solúvel Clássico,NESCAFÉ,Emb. 10 SAQ.,"1,55€","0,16€ / SAQ.",
Farinha Express,MAIZENA,Emb. 0.25 KG,"2,69€","10,76€ / KG",
Fusilli sem Glúten,CHAQUE JOUR SANS GLUTEN,Emb. 0.4 KG,"1,49€","3,73€ / KG",
Chá de Ervas Digestão Fácil,LIPTON,Emb. 20 SAQ.,"1,87€","0,09€ / SAQ.",
Aerossol Air Nuvens de Algodão,AMBIPUR,Emb. 0.3 LT,"3,83€","12,77€ / LT",
BOLACHA AMENDOIM,,Emb. 0.26 KG,"2,75€","10,58€ / KG",
FERRO ENGOMAR 2200W,ELSAY,Emb. 1 UNID.,"24,90€","24,90€ / UNID.",
Conserva de Milho Doce Grão,ECO+,Emb. 0.3 KG,"0,80€","2,67€ / KG",
Desentupidor em Gel Forza Canos,MR MUSCLE,Emb. 0.1 LT,"4,09€","40,90€ / LT",
Esparguete,CAÇAROLA,Emb. 0.5 KG,"0,98€","1,96€ / KG",
Espumante Reserva Doce,MURGANHEIRA,Garrafa 0.75 LT,"11,59€","15,45€ / LT",
Sabonete Delicado Care 4 unid.,PALMOLIVE,Emb. 0.09 KG,"3,39€","37,67€ / KG",
CAMA EM PLASTICO PARA CAO PEQ.,P'TIT AMI,Emb. 1 UNID.,"7,98€","7,98€ / UNID.",
Tablete de Chocolate com Recheio Morango,MILKA,Emb. 0.1 KG,"1,57€","15,70€ / KG",
Gel de Banho Black XL,AXE,Emb. 0.4 LT,"3,29€","8,23€ / LT",
BEBIDA AMENDOA BIO,,Emb. 1 LT,"2,49€","2,49€ / LT",
Forquilha Mão 3 Dentes,BEAUX JOURS,Emb. 1 UNID.,"3,59€","3,59€ / UNID.",
Mousse de Chocolate,TABLIER BLANC,Emb. 0.15 KG,"0,79€","5,27€ / KG",
Espuma de Barbear,,,"1,29€",/ Unid.,
Vinho Verde Branco,CASAL GARCIA,Garrafa 0.75 LT,"3,19€","4,25€ / LT",
Conserva de Cogumelos Laminados Da Horta,COMPAL,Emb. 0.29 KG,"0,99€","3,41€ / KG",
BACALHAU A BRAS,CÔTÉ TABLE,Emb. 0.25 KG,"3,99€","15,96€ / KG",
Café Solúvel C/ Bebida Coco Vegan,NESCAFE GOLD,Emb. 0.09 KG,"3,68€","40,89€ / KG",
BANDAS DEPILATORIAS CERA FRIA PELE SENSIVEL ROSTO 32UN,SLISS,Emb. 32 UNID.,"1,84€","0,06€ / UNID.",
Batatas Fritas Doritos Pizza,DORITOS,Emb. 0.14 KG,"1,59€","11,36€ / KG",
Conserva de Grão da Horta,COMPAL,Lata 0.42 KG,"0,99€","2,36€ / KG",
TOALHITAS DESMAQUILHANTES PELES SENSIVEIS COM AGUA MICELAR 25UN,INELL,Emb. 25 UNID.,"0,99€","0,04€ / UNID.",
Bebida à Base de Arroz,NAT&VIE,Emb. 1 LT,"1,29€","1,29€ / LT",
SALPICAO,CAMPO FINO,Emb. 0.28 KG,"3,19€","11,39€ / KG",
DETERGENTE MANUAL LOICA CONCENTRADO HIPOALERG.ECOLOGICO 500ML,UNÍ VERT,Emb. 0.5 LT,"1,49€","2,98€ / LT",
Spray de Limpeza Vidros e Superfícies Brilhantes Power&Shine,CIF,Emb. 0.75 LT,"2,49€","3,32€ / LT",
ALIMENTO HUMIDO FRANGO/CENOURA P/ CAO 1240G,LYDOG,Emb. 1.4 KG,"2,45€","1,75€ / KG",
Mousse Caramelo 4 Unid.,DÉLISSE,Emb. 0.24 KG,"1,75€","7,29€ / KG",
FRANCESINHA,CÔTÉ TABLE,Emb. 0.45 KG,"5,99€","13,31€ / KG",
SACOS LIXO FECHO FACIL 20L,ELEMBAL,Emb. 20 UNID.,"1,05€","0,05€ / UNID.",
