Nome,Marca,Quantidade,Preço Primário,Preço Por Unidade,Promo
Azeite virgem extra lezirias,GALLO,Emb. 0.75 LT,"4,89€","6,52€ / LT",
Ervilhas Ultracongelados,IGLO,Emb. 0.375 KG,"2,49€","6,64€ / KG",
Amaciador para Roupa Nature Rosa & Maçã Verde Ultra Concentrado,COMFORT,Emb. 60 DOSES,"3,99€","0,07€ / DOSES",
Máscara Capilar para Cabelo com Pontas Espigadas,GLISS,Emb. 0.3 LT,"3,79€","12,63€ / LT",
Conserva de Cogumelos Laminados,FERBAR,Lata 0.29 KG,"0,95€","3,28€ / KG",
Detergente Loiça Manual Espuma Ativa,FAIRY,Emb. 0.375 LT,"2,99€","7,97€ / LT",
Bloco Sanitário Desinfectante de Lima,DOMESTOS,Emb. 0.055 KG,"1,79€","32,55€ / KG",
Vinho Regional Douro Branco,PLANALTO,Frasco 0.75 LT,"4,99€","6,65€ / LT",
Gelado Solero Red Berries,OLÁ,Emb. 0.27 LT,"3,99€","14,78€ / LT",
Leite Bem Especial 0% de Lactose Chocolate 4 Unid.,MIMOSA,Emb. 0.8 LT,"1,99€","2,49€ / LT",
Barras Hero De Cereais Muesli Avelã 6x25g,HERO,Emb. 0.15 KG,"1,79€","11,93€ / KG",
Preparado em Pó Chantilly,ROYAL,Emb. 0.072 KG,"1,99€","27,64€ / KG",
Néctar Essencial Manga 3x110ml,COMPAL,Emb. 0.33 LT,"1,79€","5,42€ / LT",
Iogurte de Alperce 4 Unid.,IOGOLINO,Emb. 0.4 KG,"2,89€","7,23€ / KG",
Snack P/ Gato Crispies C/ Sabor a Frango e Carne de Vaca,FELIX,Emb. 0.45 KG,"1,89€","4,20€ / KG",
Gelado Baunilha E Chocolate,CARTE D'OR,Emb. 1.7 LT,"2,99€","1,76€ / LT",
Sumo Refrigerado Morango,SUNNY DELIGHT,Emb. 0.31 Lt,"0,78€","2,52€ / Lt",
Folhado de Salsicha,,1 UNID.,"0,85€","0,85€ / UNID.",
Cordon Bleu Queijo e Fiambre Ultracongelado,IGLO,Emb. 0.2 KG,"3,99€","19,95€ / KG",
Bebida Energética Energy,MONSTER ENERGY,Emb. 0.5 LT,"1,20€","2,40€ / LT",
Difusor e Recarga Freshmatic Lavanda e Camomila,AIR WICK,Emb. 0.61 KG,"7,19€","11,79€ / KG",
Costeletas do Cachaço Porco,,1 Unid. = 0.2 KG (aprox.),"3,99€/kg","0,80€ / Unid.",
PUDIM +PROTEINA CAFE COLOMBIANO,EHRMANN,Emb. 0.2 KG,"1,79€","8,95€ / KG",
Alimento Seco P/ Gato Especial Pele e Pêlo,PURINA,Emb. 0.8 KG,"6,99€","8,74€ / KG",
Sobremesa Leite Creme com Bolacha 4x125g,REINA,Emb. 0.5 KG,"2,09€","4,18€ / KG",
Desodorizante Roll On Talc Soft,DOVE,Emb. 0.05 LT,"2,69€","53,80€ / LT",
Iogurte Líquido Proteíco Banana e Noz Lindahls,NESTLÉ,Emb. 0.33 LT,"1,89€","5,73€ / LT",
Anona,,1 Unid. = 0.27 KG (aprox.),"2,99€/kg","0,81€ / Unid.",
Preservativo Ultrafeel,CONTROL,Emb. 10 UNID.,"6,99€","0,70€ / UNID.",
Coloração Permanente Nutritiva 5.62 Vermelho Ousado,NUTRISSE,Emb. 1 UNID.,"9,49€","9,49€ / UNID.",
Cereais de Chocolate Biológicos,CHOCAPIC,Emb. 0.33 KG,"2,99€","9,06€ / KG",
Gelatina Light Ananás,ROYAL,Emb. 0.031 KG,"2,09€","67,42€ / KG",
Refrigerante C/ Gás Zero Açúcar Pack 4,COCA COLA,Emb. 4 LT,"4,55€","1,14€ / LT",
Bolachas Mini Dinosauros Cereais Saquetas,ARTIACH,Emb. 0.12 KG,"1,89€","15,75€ / KG",
Creme Alpro Soja Culinária 250ml,ALPRO,,"1,59€",/ Unid.,
Pantene Grisalho Radiante & Suave Condicionador 160 ml,PANTENE PV,Emb. 0.16 LT,"4,99€","31,19€ / LT",
BEBIDA ARROZ ORIGINAL,ALPRO,Emb. 1 LT,"2,09€","2,09€ / LT",
Alimento Húmido P/ Gato Party Mix Picnic,FELIX,Emb. 0.06 KG,"1,89€","31,50€ / KG",
Café Cápsulas Pack Intensidade,DELTA Q,Emb. 40 CAPS.,"12,99€","0,32€ / CAPS.",
Ice Tea de Manga Lata 6x25cl,LIPTON,Emb. 1.5 LT,"3,38€","2,25€ / LT",
Vodka Smirnoff Red,SMIRNOFF,Garrafa 0.7 LT,"14,49€","20,70€ / LT",
Queijo Fatiado -50% Gordura,LIMIANO,Emb. 0.2 KG,"2,79€","13,95€ / KG",
Café Solúvel em Saquetas,NESCAFÉ,Emb. 6 UNID.,"3,49€","0,58€ / UNID.",
Azeite Virgem Extra Dop,ROSMANINHO,Garrafão 5 LT,"24,79€","4,96€ / LT",
Chocolate Choco Waffel Leite,MILKA,Emb. 0.18 KG,"2,69€","14,94€ / KG",
Néctar Compal Vital de Ananás e Coco,COMPAL,Emb. 1 LT,"2,16€","2,16€ / LT",
Glade Observadores Frescos de Primavera,BRISE,Emb. 0.3 KG,"2,99€","9,97€ / KG",
Johnson's Baby Gel de Banho Suave,JOHNSON'S BABY,Emb. 0.75 LT,"3,89€","5,19€ / LT",
Detergente para a Roupa 3 em 1 Active Fresh,SKIP,Emb. 1.134 KG,"12,49€","11,01€ / KG",
Champô Cabelo Ultra Suave Óleo de Abacate e Manteiga de Carité,GARNIER,Emb. 0.4 LT,"5,59€","13,98€ / LT",
Ambientador gel cherry e peony,GLADE,Emb. 0.18 LT,"2,99€","16,61€ / LT",
Tampões com Aplicador Compak Regular,TAMPAX,Emb. 22 UNID.,"3,99€","0,18€ / UNID.",
Massa Cotovelinho Clássica,NACIONAL,Emb. 0.5 KG,"1,19€","2,38€ / KG",
Snack P/ Cão Sabor Bacon e Queijo,FRISKIES,Emb. 0.175 KG,"2,99€","17,09€ / KG",
Nata UHT Carbonara,PARMALAT,Emb. 0.2 LT,"1,27€","6,35€ / LT",
Amaciador Roupa Concentrado Supreme Pleasure,VERNEL,Emb. 52 DOSES,"3,99€","0,08€ / DOSES",
Gel de Banho Peony & Rose,DOVE,Emb. 0.75 LT,"4,19€","5,59€ / LT",
Vinho Rosé Frutado,FAISÃO,Garrafa 0.75 LT,"2,39€","3,19€ / LT",
Tablete de Chocolate C/ Amendoim,NESTLÉ,Emb. 0.09 KG,"1,09€","12,11€ / KG",
Água Tónica,SCHWEPPES,Lata 0.25 LT,"0,85€","3,40€ / LT",
Café Cápsulas Qharater Intensidade 9,DELTA,Emb. 10 CAPS.,"3,39€","0,34€ / CAPS.",
Vinho de Mesa Tinto,CASAL DA EIRA,Emb. 0.25 LT,"0,69€","2,76€ / LT",
Desodorizante Roll On,DOVE,Emb. 0.05 LT,"2,39€","47,80€ / LT",
Azeite Subtil,GALLO,Emb. 0.75 LT,"3,99€","5,32€ / LT",
Preservativo Non Stop,CONTROL,Emb. 12 UNID.,"6,99€","0,58€ / UNID.",
Água com Gás Limão 4x25 cl,FRIZE,Emb. 1 LT,"2,69€","2,69€ / LT",
Johnson's Baby Spray para Cabelo Penteia,JOHNSON'S BABY,Emb. 0.2 LT,"4,39€","21,95€ / LT",
MOUSSE DE MANGA CONDI 80G,CONDI,Emb. 0.8 KG,"1,34€","1,68€ / KG",
Snack P/ Cão Pequeno,FRISKIES,Emb. 0.35 KG,"2,69€","7,69€ / KG",
DANACOL LÍQUIDO COLESTEROL NOZ,DANACOL,Emb. 6 UNID.,"2,99€","0,50€ / UNID.",
Salsichão Original,ELPOZO,0.2 KG,"2,69€","13,45€ / KG",
Douradinhos Salmão Selvagem 10 Unid. Ultracongelado,IGLO,Emb. 0.28 KG,"5,69€","20,32€ / KG",
Bolachas Soft Bakes Frutos Vermelhos,BELVITA,Emb. 0.25 KG,"2,99€","11,96€ / KG",
Pantene Aqua Light Champô,PANTENE PV,Emb. 0.25 LT,"3,99€","15,96€ / LT",
AGUARDENTE FIM DE SÉCULO Vínica Velha Cx. de Cartão 70CL,,0.07 CL,"18,99€","271,29€ / CL",
Gel de Banho Active Clean,NIVEA MEN,Emb. 0.5 LT,"6,99€","13,98€ / LT",
Néctar Clássico Pêssego,COMPAL,Emb. 1 LT,"0,99€","0,99€ / LT",
Batido de Cacau S/ Lactose,CACAOLAT,Emb. 1 LT,"1,54€","1,54€ / LT",
Ambientador Difusor Essential Mist Citrus,AIR WICK,Emb. 1 UNID.,"13,19€","13,19€ / UNID.",
WC Gel Glitter Brisa do Mar,NEO BLANC,Emb. 0.7 LT,"2,09€","2,99€ / LT",
Vinho Regional Douro Tinto,ADEGA DE VILA REAL,Garrafa 0.75 LT,"2,69€","3,59€ / LT",
Iogurte Líquido Morango 4x155g,DANONE,Emb. 0.62 KG,"1,39€","2,24€ / KG",
Cerveja C/ Álcool 24x25cl,CARLSBERG,Emb. 6 LT,"12,94€","2,16€ / LT",
Máquinas de Barbear Descartáves Sensor 3 Comfort,GILLETTE,Emb. 5,"7,99€","1,60€ /",
Recarga para Difusor Automático Delicias de Verão,AIRWICK,Emb. 0.019 LT,"3,59€","188,95€ / LT",
Difusor e Recarga Elétrica Lavanda e Camomila,AIR WICK,Emb. 0.019 LT,"5,39€","283,68€ / LT",
VILEDA SINTETICO C/ABRASIVO PLAST. 10\'S,VILEDA,,"2,39€",/ Unid.,
Sardinha em Tomate,BOM PETISCO,Emb. 0.12 KG,"0,99€","8,25€ / KG",
WC Gel Flores de Primavera,NEOBLANC,Emb. 0.7 LT,"2,09€","2,99€ / LT",
Caldo de Legumes sem Sal Pack 8,KNORR,Emb. 0.072 KG,"1,49€","20,69€ / KG",
Creme de Protecção Intensiva Camomila,ATRIX,Emb. 0.15 LT,"3,99€","26,60€ / LT",
Asia Pot Noodles de Frango,KNORR,Emb. 0.065 KG,"1,89€","29,08€ / KG",
Bolacha Maria sem Açúcar 12 Unid.,,Emb. 0.3 KG,"3,54€","11,80€ / KG",
Vinho Branco Frisante,MONTARRO,Garrafa 0.75 LT,"1,79€","2,39€ / LT",
Halls Sem Açúcar Eucalipto,HALLS,Emb. 0.032 KG,"0,89€","27,81€ / KG",
Néctar Clássico Maracujá,COMPAL,Emb. 1 LT,"1,69€","1,69€ / LT",
Detergente Roupa Proteção Cores,WOOLITE,Emb. 30 DOSES,"6,99€","0,23€ / DOSES",
Chocolate Milka e Oreo,MILKA,Emb. 0.1 KG,"1,69€","16,90€ / KG",
Vinho Regional Bairrada Tinto,MARQUES DE MARIALVA,Garrafa 0.75 LT,"4,99€","6,65€ / LT",
Amendoins no Forno,MATUTANO,Emb. 0.2 KG,"2,29€","11,45€ / KG",
Polvilho Doce Brasil,GLOBO,Emb. 0.5 KG,"1,88€","3,76€ / KG",
Pensos Diários Salva Slip Normal,EVAX,Emb. 50 UNID.,"3,49€","0,07€ / UNID.",
Vinho do Porto Offley Ruby,OFFLEY,Garrafa 0.75 LT,"4,69€","6,25€ / LT",
Conserva de Feijão Encarnado,COMPAL,Lata 0.845 KG,"1,59€","1,88€ / KG",
Alimento Húmido P/ Cão Adulto Pequeno Frango e Borrego,PURINA,Emb. 0.4 KG,"3,19€","7,98€ / KG",
GELATINA MORANGO LIGHT CONDI 2X15G,CONDI,Emb. 0.3 KG,"1,89€","6,30€ / KG",
Pensos Higiénicos Salvaslip Maxi,EVAX,Emb. 36 UNID.,"3,99€","0,11€ / UNID.",
FAIRY MAO ULTRA PODER LIMAO 600ML,,Emb. 0.6 LT,"2,04€","3,40€ / LT",
Posta Maruca,,1 Unid. = 0.15 KG (aprox.),"6,49€/kg","0,97€ / Unid.",
Polpa de Tomate 100% Português,COMPAL,Frasco 0.5 KG,"1,09€","2,18€ / KG",
Chá de Ervas Digestão Fácil,LIPTON,Emb. 20 SAQ.,"1,94€","0,10€ / SAQ.",
Bolachas Digestivas Aveia,TRIUNFO,Emb. 0.171 KG,"1,69€","9,88€ / KG",
Amaciador concentrado rubi,QUANTO,Emb. 76 DOSES,"4,89€","0,06€ / DOSES",
Barras de Cereais Trigo Integral C/ Leite 6 Unid.,GOLDEN GRAHAMS,Emb. 0.15 KG,"3,29€","21,93€ / KG",
Body Lotion Hidratante Express Minerais Marinhos,NIVEA,Emb. 0.25 LT,"5,49€","21,96€ / LT",
Desodorizante Roll- On Dry Fresh,NIVEA,Emb. 0.05 LT,"3,99€","79,80€ / LT",
Leite Meio Gordo S/ Lactose 4x200ML,MIMOSA,Emb. 0.8 LT,"1,99€","2,49€ / LT",
Creme de Mãos Reparador Repair & Care,BIOTEN,Emb. 0.1 LT,"2,13€","21,30€ / LT",
Leite UHT Meio Gordo,AGROS,Emb. 1 LT,"0,79€","0,79€ / LT",
Pantene Repara & Protege Champô,PANTENE PV,Emb. 0.25 LT,"3,99€","15,96€ / LT",
Leite com Chocolate 6x25 cl,UCAL,Emb. 1.5 LT,"5,76€","3,84€ / LT",
Conserva de Salsichas Frankfurt 6 Unid.,NOBRE,Lata 0.12 KG,"0,89€","7,42€ / KG",
Alimento P/ Cão Adulto Pequeno Carne de Vaca C/ Arroz,PURINA,Emb. 0.8 KG,"5,69€","7,11€ / KG",
Pasta de dentes,SENSODYNE,Emb. 0.075 LT,"4,99€","66,53€ / LT",
Desentupidor em Gel Forza Canos,MR MUSCLE,Emb. 0.1 LT,"4,09€","40,90€ / LT",
Fruta 100% 7 Frutos 4 Unid.,NESTLÉ,Emb. 0.4 KG,"2,19€","5,48€ / KG",
Pantene Micelar Purifica & Revitaliza Champô,,Emb. 0.25 LT,"3,99€","15,96€ / LT",
Massa Carbonara,KNORR,Emb. 0.062 KG,"1,89€","30,48€ / KG",
Coloração Preto Azulado 210 sem Amoníaco,CASTING,Emb. 1 UNID.,"9,99€","9,99€ / UNID.",
Café Cápsulas Qalidus Intensidade 10,DELTA,Emb. 10 CAPS.,"3,39€","0,34€ / CAPS.",
Limpa Máquinas Roupa,SKIP,Emb. 0.36 KG,"6,49€","18,03€ / KG",
Cerveja com Álcool 24x33cl,SUPER BOCK,Emb. 7.92 LT,"15,79€","1,99€ / LT",
Sobremesa Gelado Mini Chocolate e Caramelo 6x60ml,MAGNUM,Emb. 0.36 LT,"5,99€","16,64€ / LT",
Papel Higiénico Cuidado Completo Original 3 em 1,SCOTTEX,Emb. 16 UNID.,"4,99€","0,31€ / UNID.",
Queijo Prato Amanteigado Pequeno,PAIVA,Emb. 0.55 KG,"5,69€","10,35€ / KG",
Lava Tudo Vinagre,CIF,Emb. 1.4 LT,"1,99€","1,42€ / LT",
Escova Colgate 360º Advanced Média,COLGATE,Emb. 1 UNID.,"4,99€","4,99€ / UNID.",
Chá Preto Yellow,LIPTON,Emb. 20 SAQ.,"1,09€","0,05€ / SAQ.",
Cereais Special K Classic,KELLOGG'S,Emb. 0.375 KG,"2,37€","6,32€ / KG",
Pensos,HANSAPLAST,Emb. 10 UNID.,"2,99€","0,30€ / UNID.",
Amaciador Surf Concentrado Jasmim E Maçã Verde 90 Doses,SURF,Emb. 1.8 LT,"3,49€","1,94€ / LT",
Toalhitas Peles Sensiveis,CHICCO,Emb. 72 UNID.,"1,49€","0,02€ / UNID.",
Gelatina Light Tropical,ROYAL,Emb. 0.031 KG,"2,09€","67,42€ / KG",
Rum Spice Gold,CAPTAIN MORGAN,Garrafa 0.7 LT,"15,99€","22,84€ / LT",
"Requeijão de Vaca, Cabra e Ovelha",SALOIO,Emb. 0.17 KG,"1,79€","10,53€ / KG",
Arroz Carolino,CAÇAROLA,Emb. 1 KG,"1,05€","1,05€ / KG",
Whisky J&B 15 Anos,J&B,Emb. 0.7 LT,"28,49€","40,70€ / LT",
Brownies de Chocolate de Leite,MILKA,Emb. 0.15 KG,"2,49€","16,60€ / KG",
Bolacha Waffer Rollitos,CUÉTARA,Emb. 0.225 KG,"3,69€","16,40€ / KG",
Croissant Recheado de Ovo,,1 UNID.,"0,80€","0,80€ / UNID.",
Gelado Feast Pack 4,OLÁ,Emb. 0.36 LT,"2,99€","8,31€ / LT",
Champô Cabelo Criança Alperce e Flor de Algodão,ULTRA SUAVE,Emb. 0.25 LT,"3,59€","14,36€ / LT",
Ração P/ Gato Esterlizado C/ Salmão,ULTIMA,Emb. 0.8 KG,"7,49€","9,36€ / KG",
Snack de Chocolate Mini,KIT KAT,Emb. 12 UNID.,"2,09€","0,17€ / UNID.",
Pantene Espuma Caracóis 200ml,PANTENE PV,Emb. 0.2 LT,"3,74€","18,70€ / LT",
Sobremesa Gelado Mini Raspberry 6x60ml,MAGNUM,Emb. 0.36 LT,"5,99€","16,64€ / LT",
Sapateira Cozida,,1 Unid. = 0.63 KG (aprox.),"16,78€/kg","10,57€ / Unid.",
Pastilha Elástica Senses Tropical Mix,TRIDENT,Emb. 0.023 KG,"0,95€","41,30€ / KG",
Spray Anti-calcário Perfect,CIF,Emb. 0.435 LT,"2,49€","5,72€ / LT",
Vinho Rosé Frisante,MONTARRO,Garrafa 0.75 LT,"1,79€","2,39€ / LT",
Salteado da Horta,BONDUELLE,Emb. 0.4 KG,"2,94€","7,35€ / KG",
Iogurtes Liquido Yoco Alperce Maçã,YOCO,Emb. 0.36 LT,"1,89€","5,25€ / LT",
Bolachas Crackers Integral,DU BOIS DE LA ROCHE,Emb. 0.5 KG,"3,09€","6,18€ / KG",
Massa Cotovelos Fino,MILANEZA,Emb. 0.5 KG,"1,19€","2,38€ / KG",
Maçã Royal Gala Cal. 70/75,,1 Unid. = 0.18 KG (aprox.),"1,69€/kg","0,30€ / Unid.",
Café Delta Em Grão Torrado Chávena,DELTA,Emb. 0.25 KG,"2,29€","9,16€ / KG",
Cápsulas Café Colombia P/ Dolce Gusto Intensidade 7,DOLCE GUSTO,Emb. 12 CAPS.,"5,39€","0,45€ / CAPS.",
"Gelados Bombons de Chocolate Classic, de Amêndoas e de Branco Pack 12",MAGNUM,Emb. 0.14 LT,"4,99€","35,64€ / LT",
Gelado com Amêndoas,MAGNUM,Emb. 0.44 LT,"3,89€","8,84€ / LT",
Crackers sem Sal na Superfície,GRAN PAVESI,Emb. 0.56 KG,"3,99€","7,13€ / KG",
Desodorizante Deo Invisible,DOVE,Emb. 0.05 LT,"2,69€","53,80€ / LT",
Dove Go Fresh Gel de Banho Chá Verde,DOVE,Emb. 0.75 LT,"4,19€","5,59€ / LT",
Tomate Chucha,,1 Unid. = 0.2 KG (aprox.),"1,99€/kg","0,40€ / Unid.",
Melância Preta,,1 Unid. = 2.85 KG (aprox.),"0,79€/kg","2,25€ / Unid.",
"GEL HIGIENE ÍNTIMA FRESH, 250ML",CORINE DE FARME,Emb. 0.25 LT,"2,99€","11,96€ / LT",
Palmier,,1 Unid. = 1 UN,"0,70€","0,70€ / UN",
Alimento Seco P/ Cão Frango C/ Arroz,PURINA,Emb. 1.5 KG,"8,65€","5,77€ / KG",
Pêra Packam´s Cal. 65/75,,1 Unid. = 0.23 KG (aprox.),"1,49€/kg","0,34€ / Unid.",
Desodorizante Men Spray Active Fresh 0% Alumínio,REXONA,Emb. 0.15 LT,"2,84€","18,93€ / LT",
Cebola Roxa,,1 Unid. = 0.5 KG  (aprox.),"1,39€/kg","0,70€ / Unid.",
Lenços de Bolso Menta Sensitive 4 Folhas,RENOVA,Emb. 6 UNID.,"0,99€","0,17€ / UNID.",
Caldo Natura de Galinha Pack 4,KNORR,Emb. 0.112 KG,"1,49€","13,30€ / KG",
Néctar Clássico Pera Rocha,COMPAL,Emb. 1 LT,"0,99€","0,99€ / LT",
Bolachas Cookies Pepitas de Chocolate,CHIPS AHOY,Emb. 0.128 KG,"1,89€","14,77€ / KG",
Amaciador Condicionador,TRESEMMÉ,Emb. 0.5 LT,"4,19€","8,38€ / LT",
Massa Linguine,MILANEZA,Emb. 0.5 KG,"1,38€","2,76€ / KG",
Aerossol Lavanda,BRISE,Emb. 0.3 LT,"1,54€","5,13€ / LT",
Johnson's Baby Óleo Regular,JOHNSON'S BABY,Emb. 0.5 LT,"5,59€","11,18€ / LT",
Chá Verde Pure,LIPTON,Emb. 20 SAQS,"1,39€","0,07€ / SAQS",
Refrigerante C/ Gás Pack 6,SPRITE,,"4,14€",/ Unid.,
Whisky,JAMESON,Garrafa 0.7 LT,"20,99€","29,99€ / LT",
Pão Rio Maior,,1 Unid. = 0.45 KG,"1,99€","4,42€ / KG",
Ambientador Carro Brisa Marinha,AMBIPUR,Emb. 1 UNID.,"3,49€","3,49€ / UNID.",
Massa Pontinha Clássica,NACIONAL,Emb. 0.25 KG,"0,85€","3,40€ / KG",
Fatias Finas Peito de Frango,NOBRE,Emb. 0.11 KG,"2,14€","19,45€ / KG",
DESODORIZANTE AERO DARK TEMPTATION,AXE,Emb. 0.15 LT,"3,29€","21,93€ / LT",
Creme Fixativo para Próteses Dentárias,POLIDENT,Emb. 0.04 KG,"6,99€","174,75€ / KG",
TABLETE CHOCOLATE NEGRO FLOR SAL 100G,CEMOI,Emb. 0.1 KG,"0,99€","9,90€ / KG",
Chá Verde e Limão Light,TISANA,Garrafa 1.5 LT,"1,49€","0,99€ / LT",
Whisky The Famous Grouse,FAMOUS GROUSE,Garrafa 0.7 LT,"17,49€","24,99€ / LT",
