Nome,Marca,Quantidade,Preço Primário,Preço Por Unidade,Promo
Caramelos de Manteiga e Nata,WERTHER'S,Emb. 0.135 KG,"2,98€","22,07€ / KG",
Salsichão C/ Avelãs,ST AZAY,Emb. 0.25 KG,"2,99€","11,96€ / KG",
Arroz Carolino,COMPTOÍR DU GRAIN,Emb. 1 KG,"0,93€","0,93€ / KG",
Bebida Energética Regular,X-TENSE,Emb. 0.25 LT,"0,49€","1,96€ / LT",
DESODORIZANTE ROLL-ON BIO 50ML,BIONAÏA,Emb. 0.05 LT,"0,99€","19,80€ / LT",
"Bolachas gérmen de Trigo, Soja e Laranja",NAT&VIE,Emb. 0.2 KG,"1,53€","7,65€ / KG",
MOUSSE LIEGEOISE CARAMELO,DÉLISSE,Emb. 0.64 KG,"2,67€","4,17€ / KG",
Infusão Chá Branco Maracujá,FRESH TEA,Emb. 1 LT,"1,19€","1,19€ / LT",
GELEIA MORANGO 345G,CASA MATEUS,Emb. 0.345 KG,"2,47€","7,16€ / KG",
CANETA ROLLER GEL CORES SORTIDAS 3UN,ESQUISSE,Emb. 3 UNID.,"1,50€","0,50€ / UNID.",
Bifidus Actifidus Muesli 4x124g,DÉLISSE,Emb. 0.5 KG,"1,20€","2,40€ / KG",
Chá Marrocos Mint & Spices,LIPTON,Emb. 20 SAQ.,"1,94€","0,10€ / SAQ.",
Desodorizante Roll-On Biorythm 48H,REXONA,Emb. 0.05 LT,"2,39€","47,80€ / LT",
Chispe de Porco,,1 Unid. = 0.5 KG (aprox.),"1,99€/kg","1,00€ / Unid.",
Pensos Diários Slip Normal,AUSONIA,Emb. 40 UNID.,"1,49€","0,04€ / UNID.",
AMACIADOR ECOLOGICO,UNÍ VERT,Emb. 0.75 LT,"2,09€","2,79€ / LT",
AROMA DE BAUNILHA,TABLIER BLANC,Emb. 0.2 LT,"2,50€","12,50€ / LT",
Pão de Forma Especial Torradas sem Côdea,BIMBO,Emb. 0.75 KG,"1,74€","2,32€ / KG",
Pantene Aqua Light Champô,PANTENE PV,Emb. 0.25 LT,"3,98€","15,92€ / LT",
Amêndoa em Pó,TABLIER BLANC,Emb. 0.125 KG,"2,29€","18,32€ / KG",
SOBREMESA STRACCIATTELLA,DÉLISSE,Emb. 0.48 KG,"1,75€","3,65€ / KG",
DETERGENTE LIQUIDO PRIMAVERA 40D,EPSIL,,"7,13€",/ Unid.,
Vinho Rosé,COMP DO VINHO,Garrafa 0.75 LT,"1,99€","2,65€ / LT",
Recarga Sabonete Líquido Flores Laranjeira,MANAVA,Emb. 0.25 LT,"0,65€","2,60€ / LT",
Aquafresh Protecção e Caries Branqueadora 2X 75ml,AQUAFRESH,,"5,82€",/ Unid.,
FOLHADOS COM QUEIJO DE CABRA 4UN,CÔTÉ TABLE,Emb. 0.4 KG,"3,83€","9,58€ / KG",
Chá Limão e Gengibre,LIPTON,Emb. 20 SAQ.,"1,94€","0,10€ / SAQ.",
ALIMENT BEBE: FRUTA DO POMAR BIO 4M,BIO VILLAGE BEBE,Emb. 0.4 KG,"2,27€","5,68€ / KG",
GALETES DE MILHO C/ SEMENTES DE LINHACA BIO,,Emb. 0.15 KG,"1,29€","8,60€ / KG",
Lombinhos de Porco Embalados,,Emb. 0.5 KG (aprox.),"6,99€/kg","3,50€ / Unid.",
Gaufres com Ovos Frescos,P'TIT DÉLI,Emb. 0.26 KG,"1,13€","4,35€ / KG",
Desodorizante Active Fresh Spray,VASELINE,Emb. 0.25 LT,"2,19€","8,76€ / LT",
Miolo de Amendoim C/ Sal,MARQUE REPERE,Emb. 0.5 KG,"2,99€","5,98€ / KG",
Café Solúvel Seleção Premium Intensidade 6,NESCAFÉ,Frasco 0.1 KG,"5,68€","56,80€ / KG",
"SALAMI DANOIS ""PUR PORC"" FATIAS",ST AZAY,Emb. 0.16 KG,"2,44€","15,25€ / KG",
Ketchup,CALVÉ,Emb. 0.84 KG,"4,78€","5,69€ / KG",
Água sem Gás 4x1.5 L,FASTIO,Garrafa 6 LT,"2,39€","0,40€ / LT",
Destop Turbo Gel,DESTOP,Emb. 1   UNID.,"6,74€","6,74€ /   UNID.",
FILETES DE PESCADA,PÊCHE OCÉAN,Emb. 0.4 KG,"3,49€","8,73€ / KG",
BOLACHAS TOSTADAS GULLON 4X200GR,GULLÓN,Emb. 0.2 KG,"2,78€","13,90€ / KG",
Amaciador Roupa Concentrado Intense Care Sensitive,COMFORT,Emb. 60 DOSES,"3,99€","0,07€ / DOSES",
BEBIDA SOJA BAUNILHA 3x250ML,ALPRO,Emb. 0.75 LT,"1,79€","2,39€ / LT",
IOGURTE BATIDO ACUCARADO BAUNILHA,DÉLISSE,Emb. 1 KG,"2,25€","2,25€ / KG",
Café Delta Em Grão Torrado Chávena,DELTA,Emb. 0.25 KG,"2,29€","9,16€ / KG",
Detergente para a Máquina da Loiça de Limão,SUN,Emb. 90 DOSES,"12,34€","0,14€ / DOSES",
Limpa Vidros Cristal Recarga,AJAX,Emb. 0.5 LT,"3,04€","6,08€ / LT",
Floculante Líquido,BEAUX JOURS,Emb. 5 LT,"13,99€","2,80€ / LT",
ENVELOPE SILICONE KRAFT 162X229MM,ESQUISSE,Emb. 25 UNID.,"0,99€","0,04€ / UNID.",
APARADOR MULTIFUNCOES,ELSAY,Emb. 1 UNID.,"16,90€","16,90€ / UNID.",
Brandy,CONSTANTINO,Garrafa 0.7 LT,"9,48€","13,54€ / LT",
Tablete de Chocolate C/ Amendoim,NESTLÉ,Emb. 0.09 KG,"1,09€","12,11€ / KG",
Queijo Bola Flamengo,PAIVA,Emb. 1.4 KG (aprox.),"10,99€/kg","15,39€ / Unid.",
Bolachas Petit Beurre C/ Chocolate Preto Pocket,P'TIT DÉLI,Emb. 0.25 KG,"2,40€","9,60€ / KG",
Cerveja sem Álcool 6x33CL,SUPER BOCK,Emb. 1.98 LT,"4,49€","2,27€ / LT",
MIGAS PALOCO PACIFICO DESFIADO SALGADO SEMI SECO,ECO+,Emb. 0.4 KG,"3,99€","9,98€ / KG",
Champô Anti-Caspa Eficácia Ativa 2 em 1 para Todos os Tipos de Cabelo,LINIC,Emb. 0.36 LT,"4,94€","13,72€ / LT",
"LASANHA A BOLONHESA COM AZEITE VIRGEM EXTRA (1,7%)",CÔTÉ TABLE,Emb. 0.35 KG,"2,19€","6,26€ / KG",
Detergente Manual Roupa,OMO,Emb. 0.54 KG,"1,99€","3,69€ / KG",
Azeite Virgem Extra Reserva,GALLO,Garrafa 0.75 LT,"4,79€","6,39€ / LT",
Leite Fresco Gordo,VIGOR,Emb. 1 LT,"1,15€","1,15€ / LT",
Tablete Chocolate Preto para Culinária,TABLETTE D'OR,Emb. 0.2 KG,"1,01€","5,05€ / KG",
TIRA NÓDOAS COLOUR PÓ,A+,Emb. 0.99 KG,"5,99€","6,05€ / KG",
Iogurte Bifidus Líquido Lima Limão 0% 4 Unid.,DANONE,Emb. 0.62 KG,"1,99€","3,21€ / KG",
Rolo de Cozinha Jumbo,SCOTTEX,Rolo 1 P,"4,48€","4,48€ / P",
Cereais Special K Frutos Vermelhos,KELLOGG'S,Emb. 0.3 KG,"2,59€","8,63€ / KG",
Orelha de Porco,,1 Unid. = 1 KG (aprox.),"3,99€/kg","3,99€ / Unid.",
Bebida Energética,BURN,Emb. 0.5 LT,"1,09€","2,18€ / LT",
Queijo Raclette,,1 Unid. = 0.25 KG (aprox.),"9,98€/kg","2,50€ / Unid.",
Café Cápsulas Qonvictus Intensidade 5,DELTA,Emb. 10 CAPS.,"2,99€","0,30€ / CAPS.",
Tablete de Chocolate Bolacha,MILKA,Emb. 0.3 KG,"3,98€","13,27€ / KG",
Nuggets Peito de Frango Ultracongelado,CAPITÃO IGLO,Emb. 0.208 KG,"5,98€","28,75€ / KG",
Massa Pevide,MILANEZA,Emb. 0.25 KG,"0,84€","3,36€ / KG",
Tiras P/ Periquitos Sabor Fruta,TOUS MES AMIS,Emb. 0.06 KG,"1,29€","21,50€ / KG",
Moscatel,FAVAIOS,Garrafa 0.75 LT,"5,59€","7,45€ / LT",
Barras Cereais Crunchy Caramel 6 Unid.,,Emb. 0.141 KG,"2,33€","16,52€ / KG",
SALSA E ALHO PICADO,RUSTICA,Emb. 0.25 KG,"2,45€","9,80€ / KG",
Rigatoni,TRADIZIONI D'ITALIA,Emb. 0.5 KG,"1,74€","3,48€ / KG",
Sobremesa de Soja Chocolate 4 Unid.,NAT&VIE,Emb. 0.4 KG,"1,49€","3,73€ / KG",
CHAMPO CABELOS GRISALHOS OU BRANCOS,NATEIS,Emb. 0.25 LT,"1,87€","7,48€ / LT",
Papel Vegetal 8 metros,VILEDA,Emb. 1 UNID.,"2,98€","2,98€ / UNID.",
TESOURA 16CM,ESQUISSE,Emb. 1 UNID.,"1,84€","1,84€ / UNID.",
"BL1 LED FILA ESFERA R 2,1W-25W E27",FOXTER,Emb. 1 UNID.,"2,99€","2,99€ / UNID.",
Ovos Solo XL,SNR,Emb. 12 KG,"2,29€","0,19€ / KG",
Alimento Seco P/ Cão Adulto + de 10 Kg Frango C/ Arroz,PURINA,Emb. 2.5 KG,"13,98€","5,59€ / KG",
Bola de Berlim,,1 Unid. = 0.1 KG,"0,75€","7,50€ / KG",
COTONETES ALGODAO C/ CAIXA DE TAMPA,INELL,Emb. 16 UNID.,"1,24€","0,08€ / UNID.",
Coco Ralado,FERBAR,Emb. 0.2 KG,"2,18€","10,90€ / KG",
Tomate em Pedaços Manjerição e Orégãos,GULOSO,Emb. 0.392 KG,"2,28€","5,82€ / KG",
MAÇÃ AMÊNDOA E CÔCO FRUUT 30G,,Emb. 0.03 KG,"0,99€","33,00€ / KG",
Vinho Verde Branco,AVELEDA,Garrafa 0.75 LT,"4,49€","5,99€ / LT",
Infusão de Frutos Vermelhos,LIPTON,Emb. 0.032 KG,"0,90€","28,13€ / KG",
Néctar Light Manga e Laranja,COMPAL,Emb. 1 LT,"1,68€","1,68€ / LT",
Vinagre Balsâmico de Modena,GALLO,Emb. 0.5 LT,"2,99€","5,98€ / LT",
PALMIERS C/ COBERTURA CHOCOLATE,P'TIT DÉLI,Emb. 0.23 KG,"1,88€","8,17€ / KG",
MINI AGRAFADOR Nº10 + 400AGRAFOS,ESQUISSE,Emb. 1 UNID.,"2,19€","2,19€ / UNID.",
CADEADO C/CHAVE VIAGEM 2UN,RIVERSIDE,Emb. 2 UNID.,"7,79€","3,90€ / UNID.",
Bolacha Gullon Vitalday Crocant Fruta 300g,GULLÓN,Emb. 0.3 KG,"2,28€","7,60€ / KG",
Esparguete Fino Clássica,NACIONAL,Emb. 0.5 KG,"1,98€","3,96€ / KG",
FRESHMATIC COM RECARGA PURE FLOR DE CEREJEIRA,AIRWICK,Emb. 1 UNID.,"7,19€","7,19€ / UNID.",
Massa Margaridas com Vegetais,MILANEZA,Emb. 0.5 KG,"1,98€","3,96€ / KG",
Café Solúvel Puro Colombia Suave,NESCAFÉ,Emb. 0.1 KG,"6,38€","63,80€ / KG",
Cola Cyano,FOXTER,Emb. 0.01 KG,"2,07€","207,00€ / KG",
Preparado em Pó P/ Gelatina de Ananás,ROYAL,Emb. 0.114 KG,"1,98€","17,37€ / KG",
Queijo Emental Francês,PRÉSIDENT,Emb. 0.25 KG,"4,28€","17,12€ / KG",
Noz Moscada C/ Moinho,MARGÃO,Emb. 0.03 KG,"3,98€","132,67€ / KG",
Massa Entrefina,,Emb. 0.5 KG,"0,69€","1,38€ / KG",
Feijocas 3X200G,NOTRE JARDIN,Emb. 0.6 KG,"1,69€","2,82€ / KG",
Tenaz Barbecue,BEAUX JOURS,Emb. 1 UNID.,"5,99€","5,99€ / UNID.",
4 LAPIS GRAFITE HB,ESQUISSE,Emb. 4 UNID.,"1,19€","0,30€ / UNID.",
SNACK BATATA SALGADA S/ GLUTEN,CHAQUE JOUR SANS GLUTEN,Emb. 0.17 KG,"2,03€","11,94€ / KG",
PUDIM +PROTEINA CARAMELO,EHRMANN,Emb. 0.2 KG,"1,79€","8,95€ / KG",
BOLACHAS PETIT BEURRE C/ TABLETE CHOCOLATE LEITE POCKET,P'TIT DÉLI,Emb. 0.268 KG,"3,01€","11,23€ / KG",
Ketchup 473G,CALVÉ,Emb. 0.473 KG,"3,58€","7,57€ / KG",
PIZZA BOLOGNA TURINI,TURINI,Emb. 0.4 KG,"2,05€","5,13€ / KG",
PENSOS INCONTINENCIA ANATOMICOS X 20 + 2 CUECAS DE MALHA,CHORYS,Emb. 20 UNID.,"8,49€","0,42€ / UNID.",
SNACK RECOMPENSA QUEIJO E BOVINO,TOUS MES AMIS,Emb. 0.14 KG,"1,37€","9,79€ / KG",
Champô Seco Fresh&Clean,TRESEMMÉ,Emb. 0.25 LT,"5,39€","21,56€ / LT",
ARROZ A CANTONESA,TABLES DU MONDE,Emb. 0.9 KG,"3,89€","4,32€ / KG",
CRACKERS- BOLACHAS SALGADAS CROCANTES,TOKAPI,Emb. 0.1 KG,"0,48€","4,80€ / KG",
Café Solúvel Clássico Creme,NESCAFÉ,Frasco 0.1 KG,"3,98€","39,80€ / KG",
Vinho Tinto,COMP DO VINHO,Emb. 1 LT,"0,89€","0,89€ / LT",
DOCE CASTANHA C/ BAUNILHA,MAMIE DOUCEUR,,"2,23€",/ Unid.,
Vinagre Vinho Branco,GALLO,Garrafa 0.25 LT,"1,09€","4,36€ / LT",
Batatas Pré-Fritas Cubos Ultracongelado,ECO+,Emb. 1 KG,"1,75€","1,75€ / KG",
Dossier A4 Plástico Lombada 4Cm Argolas,ESQUISSE,Emb. 1 UNID.,"2,49€","2,49€ / UNID.",
Batom Corretivo 002,RIMMEL,Emb. 1 UNID.,"8,48€","8,48€ / UNID.",
Café Torrado Moagem Grossa,,Emb. 0.25 KG,"1,91€","7,64€ / KG",
Pensos Incontinência Discreet Maxi Night,AUSONIA,Emb. 12 LT,"7,98€","0,67€ / LT",
A+ARIEL OPTIMAL LIQ 4X2.8L/56SC/PT,A+,,"8,99€",/ Unid.,
Bolachas Digestivas Chocolate,TRIUNFO,Emb. 0.195 KG,"1,98€","10,15€ / KG",
Bigburger de Peito de Frango 2 Unid.,IGLO,Emb. 0.227 KG,"3,98€","17,53€ / KG",
Panaché,FALSBOURG,Lata 2.5 LT,"2,99€","1,20€ / LT",
Madalenas em Concha,P'TIT DÉLI,Emb. 0.5 KG,"1,99€","3,98€ / KG",
Torta de Morango,P'TIT DÉLI,Emb. 0.3 KG,"1,39€","4,63€ / KG",
Doseador Delicious Sweet Taste,CANDEREL,Emb. 1 P,"1,49€","1,49€ / P",
MASCARA CABELOS ARGAO/JASMIM ING.NATURAIS 300ML,NATEIS,Emb. 0.3 LT,"1,34€","4,47€ / LT",
Fraldas Bebé T4+ ACTIV+ 9/20 Kg,MOTS D'ENFANTS,Emb. 37 UNID.,"10,00€","0,27€ / UNID.",
"Refrigerante com Gás Laranja Lata 6x0,33L",SUMOL,Emb. 1.98 LT,"4,38€","2,21€ / LT",
SABONETE VEGETAL C/LEITE DE BURRA BIO,BIONAÏA,Emb. 0.1 KG,"1,55€","15,50€ / KG",
Batatas Fritas no Forno Receita Camponesa,LAY'S,Emb. 0.13 KG,"2,18€","16,77€ / KG",
Broa de Avintes,,1 Unid. = 0.9 KG (aprox.),"2,79€/kg","2,51€ / Unid.",
Café Pastilhas Lote Chávena,DELTA,Emb. 16 PAST.,"3,48€","0,22€ / PAST.",
"CARREGADOR ISQUEIRO 2,4A + CABO USB/USB C 1M BRANCO",LINKSTER,Emb. 1 UNID.,"9,99€","9,99€ / UNID.",
Máscara Ultra Suave Azeitona Mítica,GARNIER,Emb. 0.3 LT,"6,78€","22,60€ / LT",
Azeite Virgem Extra Dop,ROSMANINHO,Garrafão 5 LT,"24,79€","4,96€ / LT",
Alimento Húmido Gato Paté Salmão,TOUS MES AMIS,Emb. 0.1 KG,"0,79€","7,90€ / KG",
Bolachas Cobertas de Chocolate de Leite,P'TIT DÉLI,Emb. 0.2 KG,"1,15€","5,75€ / KG",
KIT FAJITAS 505G TABLE DU MON,TABLES DU MONDE,Emb. 0.505 KG,"3,17€","6,28€ / KG",
Sangria,FESTALIE,Emb. 3 LT,"4,99€","1,66€ / LT",
Caldo de Legumes,KNORR,Emb. 0.088 KG,"1,39€","15,80€ / KG",
PERCABONATO SÓDIO,CLAIR,Emb. 0.5 KG,"2,44€","4,88€ / KG",
Água com Gás 6x25cl,VIMEIRO,Emb. 1.5 LT,"2,69€","1,79€ / LT",
PURE MACA/ALPERCE SEM ADICAO ACUCAR BIO +4M,,Emb. 0.4 KG,"2,09€","5,23€ / KG",
CANETA FELTRO PONTA FINA VARIAS CORES 18UN,ESQUISSE,Emb. 18 UNID.,"5,49€","0,31€ / UNID.",
VINAGRE BALSAMICO BRANCO,RUSTICA,Emb. 0.025 LT,"2,08€","83,20€ / LT",
Sumo Maçã,JAFADEN,Emb. 1.2 LT,"1,39€","1,16€ / LT",
Polpa de Tomate da Horta 3x210ml,COMPAL,Emb. 0.63 LT,"1,68€","2,67€ / LT",
FEIJAO PRETO SACO MGUIA,NOTRE JARDIN,Emb. 0.5 KG,"1,08€","2,16€ / KG",
Vinho do Porto Velhotes White,CALEM,Garrafa 0.75 LT,"4,99€","6,65€ / LT",
Amendoim C/ Casca Torrado,MARQUE REPERE,Emb. 0.5 KG,"2,09€","4,18€ / KG",
BATATA NOVA SALTEADA C/ AZEITE E SAL MARINHO,POM'LISSE,Emb. 0.45 KG,"2,65€","5,89€ / KG",
IOGURTE LIQUIDO 3 SABORES 8H FORA FRIGORIFICO,DÉLISSE,Emb. 1.08 KG,"2,35€","2,18€ / KG",
Pantene Liso & Sedoso Champô,,Emb. 0.1 LT,"9,98€","99,80€ / LT",
Pão de Forma Rústico,EPI D'OR,Emb. 0.6 KG,"1,19€","1,98€ / KG",
GELADO MENTA C/ PEDACOS CHOCOLATE,ESKISS,Emb. 1 LT,"1,99€","1,99€ / LT",
Nata UHT Carbonara,PARMALAT,Emb. 0.2 LT,"1,26€","6,30€ / LT",
CREME P/ BARRAR CACAU C/ AVELAS 1KG NUSTIKAO,NUSTIKAO,Emb. 1 KG,"3,80€","3,80€ / KG",
Verniz de Unhas 60 Segundos 740,RIMMEL,Emb. 1 UNID.,"5,58€","5,58€ / UNID.",
SORTIDO APERITIVOS TUFADOS,TOKAPI,Emb. 0.1 KG,"1,18€","11,80€ / KG",
Espumante Reserva Tinto Bruto,ALIANÇA,Garrafa 0.75 LT,"5,99€","7,99€ / LT",
Snacks Futebolas,CHEETOS,Emb. 0.13 KG,"1,64€","12,62€ / KG",
Queijo Ralado,VALFORMOSO,Emb. 0.15 KG,"1,49€","9,93€ / KG",
Desinfectante de Roupa,SKIP,Emb. 1.2 LT,"4,99€","4,16€ / LT",
YOFU SOJA PESSEGO/EXOTI 4x125G,ALPRO,Emb. 0.5 KG,"2,88€","5,76€ / KG",
LUVAS JARDINAGEM S ROSA,BEAUX JOURS,Emb. 1 UNID.,"1,89€","1,89€ / UNID.",
Vinho Regional Península de Setúbal Tinto,SERRAS DE AZEITÃO,Garrafa 0.75 LT,"2,64€","3,52€ / LT",
Whisky Blended,SHIP CHANDLER,Emb. 0.07 L,"7,99€","114,14€ / L",
Salsichão de Cervelas de Porco,TRADILÈGE,Emb. 0.3 KG,"2,49€","8,30€ / KG",
Bife do Lombo de Novilho,,1 Unid. = 0.25 KG (aprox.),"21,99€/kg","5,50€ / Unid.",
Arroz Vaporizado,COMPTOÍR DU GRAIN,Emb. 1 KG,"1,38€","1,38€ / KG",
Infusão Chá Menta Bio,,Emb. 1 LT,"1,39€","1,39€ / LT",
Antitranspirante Maximum Protection Confidence,REXONA,Emb. 0.045 LT,"4,79€","106,44€ / LT",
Manteiga com Sal,NOVA AÇORES,Emb. 0.25 KG,"2,28€","9,12€ / KG",
Sementes de Quinoa,MARQUE REPERE,Emb. 0.2 KG,"1,84€","9,20€ / KG",
GOMAS TIJOLOS BRANCOS,COPAÍNS COPINES,Emb. 0.2,"0,99€","4,95€ /",
Desodorizante Deo Invisible,DOVE,Emb. 0.05 LT,"2,69€","53,80€ / LT",
Máquinas de Depilar Descartáveis Venus 3,GILLETTE,Emb. 6 UNID.,"5,98€","1,00€ / UNID.",
Aftershave Loção Sensitive Pro Ultra-Calming,NIVEA,Emb. 0.1 LT,"8,49€","84,90€ / LT",
Limonada,SPRINK'S,Emb. 1.5 LT,"0,89€","0,59€ / LT",
PETALAS DE CAMARAO,TABLES DU MONDE,Emb. 0.05 KG,"1,11€","22,20€ / KG",
Bolachas com Creme Nocilla e Cereais,CUÉTARA,Emb. 0.175 KG,"2,14€","12,23€ / KG",
"MAQUINA CAFE FILTRO 1,25L 1000W",ELSAY,Emb. 1 UNID.,"14,90€","14,90€ / UNID.",
Vinho Tinto,M.J.FREITAS,Bag in Box 5 LT,"7,99€","1,60€ / LT",
Torta com Cobertura Cacau e Recheio de Leite,DAN CAKE,Emb. 0.3 KG,"1,89€","6,30€ / KG",
Refrigerante C/ Gás Laranja S/ Adição Açúcar,FANTA,Garrafa 1.5 LT,"1,00€","0,67€ / LT",
Iogurte Sólido Magro Natural 6 Unid.,LONGA VIDA,Emb. 0.12 KG,"2,09€","17,42€ / KG",
Conjunto Lápis de Cor,ESQUISSE,,"3,99€",/ Unid.,
Refrigerante Mini C/ Gás Zero Cafeína Zero Açúcar Pack 12,COCA COLA ZERO,Emb. 1.8 LT,"5,63€","3,13€ / LT",
Nuggets de Frango 10 Unid.,CAPITÃO IGLO,Emb. 0.208 KG,"3,49€","16,78€ / KG",
Limpa Móveis Spray Lavanda,PRONTO,Emb. 0.3 LT,"4,78€","15,93€ / LT",
Abóbora Cortada,,Emb. 0.45 KG,"0,79€","1,76€ / KG",
IOGURTE CREMOSO COCO C/ BASE MANGA MARACUJA,NAT&VIE,,"2,30€",/ Unid.,
Néctar de Tutti Frutti Clássico 3 Unid.,JAFADEN,Emb. 0.6 LT,"0,79€","1,32€ / LT",
PRATO BIODEGRADAVEL 23CM,HOMESIDE,Emb. 10 UNID.,"1,99€","0,20€ / UNID.",
VELA NUMERO FUN 1,ARDENCE,Emb. 1 UNID.,"0,69€","0,69€ / UNID.",
Desodorizante Dove Roll-On Fresh Touch,DOVE,Emb. 0.05 LT,"2,69€","53,80€ / LT",
Bolachas Mini Cookies Tradicionais,NACIONAL,Emb. 0.12 KG,"1,44€","12,00€ / KG",
Mirtilo,,Emb. 0.125 KG,"1,99€","15,92€ / KG",
Peixe Espada Preto Posta,,1 Unid. = 0.27 KG (aprox.),"8,59€/kg","2,32€ / Unid.",
"BOLACHAS ""GENOISES"" PERA",P'TIT DÉLI,Emb. 0.15 KG,"1,19€","7,93€ / KG",
Iogurte Mix-in Kit Kat 2x115g,NESTLÉ,Emb. 0.23 KG,"2,09€","9,09€ / KG",
Vinho Regional Tejo Meio Seco Rosé,LEZÍRIA,Garrafa 0.75 LT,"1,58€","2,11€ / LT",
Chourição Gran Doblon,CAMPOFRIO,1 Unid. = 0.1 KG (aprox.),"17,99€/kg","1,80€ / Unid.",
Mão de Borrego,,1 Unid. = 1 KG (aprox.),"10,99€/kg","10,99€ / Unid.",
BATATAS FRITAS NO FORNO C/ OLEO GIRASSOL BIO,,Emb. 0.6 KG,"1,99€","3,32€ / KG",
Cereais Bolacha Maria,NESTUM,Emb. 0.25 KG,"2,18€","8,72€ / KG",
PALMIERS COM RASPA LIMAO,P'TIT DÉLI,Emb. 0.1 KG,"0,89€","8,90€ / KG",
Batatas Fritas Biológicas 6x30g,,Emb. 0.18 KG,"2,89€","16,06€ / KG",
CADERNO CAPA DURA A4 DISC AZL 120P PAUTADO + QUADRIC.,ESQUISSE,Emb. 1 UNID.,"3,19€","3,19€ / UNID.",
Chá de Hortelã Pimenta e Poejo,,Emb. 25 SAQ.,"0,79€","0,03€ / SAQ.",
Queijo Fundido Light 16 Porções,PRÉSIDENT,Emb. 0.25 KG,"1,99€","7,96€ / KG",
FIAMBRE CORRENTE FATIADO,ECO+,Emb. 0.2 KG,"1,28€","6,40€ / KG",
Pantene Frizz Control & Luminosidade Champô 250 ml,PANTENE PV,Emb. 0.25 LT,"4,98€","19,92€ / LT",
COLORACAO CASTANHO ESCURO 3.0 S/AMONIACO,VITANOVE,Emb. 1 UNID.,"3,69€","3,69€ / UNID.",
AMACIADOR ROUPA SUAVE,HYPERDOU,Emb. 4 LT,"1,99€","0,50€ / LT",
MISTURA DE FRUTOS TROPICAL EM CALDA 4/4,DOUCEUR DU VERGER,Emb. 0.825 KG,"2,99€","3,62€ / KG",
Brioche Fatiado Clássico,,Emb. 0.5 KG,"1,66€","3,32€ / KG",
Alimento Húmido P/ Gato Frango e Cenoura,GOURMET GOLD,Emb. 0.085 KG,"0,74€","8,71€ / KG",
Toalhitas Viagem,MOTS D'ENFANTS,Emb. 24 UNID.,"0,43€","0,02€ / UNID.",
Queijo Ralado 4 Queijos,PRÉSIDENT,Emb. 0.15 KG,"2,54€","16,93€ / KG",
"Café Solúvel Cevada, Chicória e Centeio",BRASA,Frasco 0.2 KG,"2,78€","13,90€ / KG",
Néctar Clássico Ameixa,COMPAL,Emb. 1 LT,"1,68€","1,68€ / LT",
GEL ALOE VERA BIO 200ML,BIONAÏA,Emb. 0.2 LT,"2,99€","14,95€ / LT",
Lava Tudo Brilhante Universal,SONASOL,Emb. 1.1 LT,"2,79€","2,54€ / LT",
Aperitivo Krit Krititas,CUÉTARA,Emb. 0.35 KG,"2,68€","7,66€ / KG",
"MINAS P/LAPISEIRA HB 0,5MM 2UN",ESQUISSE,Emb. 2 UNID.,"0,99€","0,50€ / UNID.",
Champô Cabelo Criança Alperce e Flor de Algodão,ULTRA SUAVE,Emb. 0.25 LT,"3,58€","14,32€ / LT",
COLORACAO PRETO 1.0 1UN VITANOVE,VITANOVE,Emb. 1,"3,89€","3,89€ /",
"MASSA FRESCA ""RAVIOLI"" BOLONHESA",TURINI,Emb. 0.3 KG,"1,59€","5,30€ / KG",
Gelatina Light Limão,ROYAL,Emb. 0.031 KG,"2,08€","67,10€ / KG",
Tostas Crocantes de Trigo,EPI D'OR,Emb. 0.25 KG,"1,05€","4,20€ / KG",
Creme Repara & Cuida Intensivo para Pele Extra Seca,NIVEA BODY,Emb. 0.3 LT,"6,89€","22,97€ / LT",
Gelado Coco Choco Parfait Les Dessertss,CARTE D'OR,Emb. 0.9 LT,"3,29€","3,66€ / LT",
Toalhitas Dermo 40,LINDOR,Emb. 40 UNID.,"4,48€","0,11€ / UNID.",
Néctar Vital Equilíbrio Frutos Vermelhos,COMPAL,Emb. 0.33 LT,"0,83€","2,52€ / LT",
Snack P/ Gato Crispies C/ Sabor a Frango e Carne de Vaca,FELIX,Emb. 0.45 KG,"1,88€","4,18€ / KG",
PENSOS DIARIOS LONGOS,CHORYS,Emb. 24 UNID.,"1,59€","0,07€ / UNID.",
SUN Tabs Classic Limão,,Emb. 32 DOSES,"3,49€","0,11€ / DOSES",
Conserva de Polvo com Alho,PITEU,Emb. 0.12 KG,"1,89€","15,75€ / KG",
Massa Farfalle Biológica,,Emb. 0.5 KG,"1,29€","2,58€ / KG",
Papel Higiénico 2 Folhas,RENOVA,Emb. 48 ROLOS,"13,48€","0,28€ / ROLOS",
Meloa Cantalupe,,1 Unid. = 1.34 KG (aprox.),"2,99€/kg","4,01€ / Unid.",
Bolachas Choco Minis,MILKA,Emb. 0.185 KG,"2,48€","13,41€ / KG",
SACOS LIXO FECHO FACIL 30L,ELEMBAL,Emb. 20 UNID.,"1,35€","0,07€ / UNID.",
Refrigerante sem Gás Maçã,JOI,Garrafa 1.5 LT,"1,04€","0,69€ / LT",
CORTINA DUCHE 180X200 CINZENTO,SILLAGE,Emb. 1 UNID.,"4,49€","4,49€ / UNID.",
