Nome,Marca,Quantidade,Preço Primário,Preço Por Unidade,Promo
Desentupidor em Gel Forza Canos,MR MUSCLE,Emb. 0.1 LT,"4,09€","40,90€ / LT",
Esparguete,CAÇAROLA,Emb. 0.5 KG,"0,98€","1,96€ / KG",
Bolachas Cookies Original Chocolate,CHIPS AHOY,Emb. 0.3 KG,"3,16€","10,53€ / KG",
Gel de Banho Black XL,AXE,Emb. 0.4 LT,"3,29€","8,23€ / LT",
Cogumelo Branco Inteiro,,1 Unid. = 0.3 KG  (aprox.),"4,99€/kg","1,50€ / Unid.",
Sementes de Abóbora,MARQUE REPERE,Emb. 0.2 KG,"1,89€","9,45€ / KG",
Lip Therapy Original,VASELINE,Emb. 0.017 KG,"2,98€","175,29€ / KG",
Mousse de Chocolate,TABLIER BLANC,Emb. 0.15 KG,"0,79€","5,27€ / KG",
Espuma de Barbear,,,"1,29€",/ Unid.,
Conserva de Cogumelos Laminados Da Horta,COMPAL,Emb. 0.29 KG,"0,99€","3,41€ / KG",
BANDAS DEPILATORIAS CERA FRIA PELE SENSIVEL ROSTO 32UN,SLISS,Emb. 32 UNID.,"1,84€","0,06€ / UNID.",
SALSICHA CHURRASCO ERVAS AROMATICAS,CAMPO FINO,Emb. 0.2 KG,"1,49€","7,45€ / KG",
Conserva de Grão da Horta,COMPAL,Lata 0.42 KG,"0,99€","2,36€ / KG",
TOALHITAS DESMAQUILHANTES PELES SENSIVEIS COM AGUA MICELAR 25UN,INELL,Emb. 25 UNID.,"0,99€","0,04€ / UNID.",
DETERGENTE MANUAL LOICA CONCENTRADO HIPOALERG.ECOLOGICO 500ML,UNÍ VERT,Emb. 0.5 LT,"1,49€","2,98€ / LT",
Sobremesa Creme Baunilha com Caramelo 4x125g,DÉLISSE,Emb. 0.5 KG,"1,79€","3,58€ / KG",
Laca Elnett Latin Fixação Forte,L'ORÉAL PARIS,Spray 0.3 LT,"5,95€","19,83€ / LT",
Spray de Limpeza Vidros e Superfícies Brilhantes Power&Shine,CIF,Emb. 0.75 LT,"2,49€","3,32€ / LT",
Bebida de Soja Original 3x200ML,SHOYCE,Emb. 0.6 LT,"1,59€","2,65€ / LT",
FILETE AFIAMBRADO MINI,CAMPO FINO,Emb. 0.35 KG,"1,79€","5,11€ / KG",
"AGUA FASTIO,,2.5L",FASTIO,,"0,99€",/ Unid.,
CROQUETES P/ GATOS SALMAO E ARROZ PREMIUM,PLENIMA,,"1,69€",/ Unid.,
Mini Gelados Double Caramelo Pack 6,MAGNUM,Emb. 0.36 LT,"4,69€","13,03€ / LT",
Café Torrado Moído Lote Masaka Uganda Intensidade 11,SICAL,Emb. 0.22 KG,"3,79€","17,23€ / KG",
MINI SNACKS HIGIENE DENTARIA P/ GATO,TOUS MES AMIS,,"0,85€",/ Unid.,
LENCOS DE BOLSO 4F ECO,UNÍ VERT,Emb. 15 UNID.,"1,99€","0,13€ / UNID.",
Areias,,Emb. 0.3 KG,"1,69€","5,63€ / KG",
KIT DESENHO 4 PECAS INQUEBRAVEL,ESQUISSE,Emb. 1 UNID.,"2,89€","2,89€ / UNID.",
Bolachas Recheadas Bocaditos Limão,CUÉTARA,Emb. 0.15 KG,"1,81€","12,07€ / KG",
"Gelado ""Tyrolia"" Caramelo",ESKISS,Emb. 0.65 LT,"2,25€","3,46€ / LT",
Salsichas Cocktail,TOKAPI,Lata 0.42 KG,"1,89€","4,50€ / KG",
RECARGA P/ ESCOVA DENTES MACIA CABECA RECARRREGAVEL,DENTAMYL,,"1,25€",/ Unid.,
Sangria Branca,D. SIMON,Garrafa 1.5 LT,"2,15€","1,43€ / LT",
Champô Bebé Bons Sonhos,JOHNSON'S BABY,Emb. 0.5 LT,"5,18€","10,36€ / LT",
Conserva de Azeitonas Cocktail,RUSTICA,Emb. 0.54 KG,"2,19€","4,06€ / KG",
Desodorizante Deo Spray Bio-Eficácia 48H Narta,GARNIER,Emb. 0.2 LT,"3,65€","18,25€ / LT",
Alimento Seco P/ Cão Adulto Borrego,PURINA,Emb. 14 KG,"54,90€","3,92€ / KG",
Maionese Top Down Verdadeira,HELLMANN'S,Emb. 0.412 KG,"4,21€","10,22€ / KG",
Seleção de Frutos Secos,MARQUE REPERE,Emb. 0.33 KG,"5,39€","16,33€ / KG",
Couve Flor,,1 Unid. = 1.1 KG (aprox.),"1,99€/kg","2,19€ / Unid.",
Vinho Branco do Alentejo Sauvignon Blanc,MONTE DA RAVASQUEIRA,Emb. 0.75 LT,"4,79€","6,39€ / LT",
Detergente Roupa Proteção Cores,WOOLITE,Emb. 30 DOSES,"6,99€","0,23€ / DOSES",
Queijo Pointe de Brie,LES CROISÉS,Emb. 0.2 KG,"1,69€","8,45€ / KG",
Mistura Solúvel Café,PLANTATION,Frasco 0.2 KG,"2,39€","11,95€ / KG",
Leite Condensado Magro,DÉLISSE,Emb. 0.37 KG,"1,09€","2,95€ / KG",
Molho César para Salada,HELLMANN'S,Emb. 0.21 LT,"2,49€","11,86€ / LT",
Desodorizante Roll- On Dry Fresh,NIVEA,Emb. 0.05 LT,"3,98€","79,60€ / LT",
CONE NATA MORANGO 6UN,SMICY,Emb. 0.12 LT,"1,69€","14,08€ / LT",
Fralda Cueca T6 +16Kg Eco,MOTS D'ENFANTS,Emb. 18 UNID.,"6,99€","0,39€ / UNID.",
Gelatina Light Melancia 4 Unid.,ROYAL,Emb. 0.4 KG,"1,89€","4,73€ / KG",
Caldo de Galinha,KNORR,Emb. 0.16 KG,"2,39€","14,94€ / KG",
Manhãzitos Planetus 3x35g,PANRICO,Emb. 0.21 KG,"2,68€","12,76€ / KG",
Atum em Óleo Vegetal,BOM PETISCO,Emb. 0.12 KG,"1,26€","10,50€ / KG",
Sua Vinha Tetra Pak Branco,SUA VINHA,Emb. 1 LT,"1,79€","1,79€ / LT",
Salsicha Frankfurt,CAMPOFRIO,Emb. 0.14 KG,"0,98€","7,00€ / KG",
Refrigerante sem Gás Ananás,FRUTIS,Emb. 1.5 LT,"1,15€","0,77€ / LT",
Vinho Regional Alentejo Branco,PORTA DA RAVESSA,Garrafa 0.75 LT,"1,99€","2,65€ / LT",
Iced Tea Limão,NESTEA,Garrafa 1.5 LT,"1,00€","0,67€ / LT",
Arroz Agulha,PATO REAL,Emb. 1 KG,"1,18€","1,18€ / KG",
Barras de Cereais Trigo Integral C/ Leite 6 Unid.,GOLDEN GRAHAMS,Emb. 0.15 KG,"3,19€","21,27€ / KG",
Arroz Doce com Aroma de Baunilha 4x115g,DÉLISSE,Emb. 0.46 KG,"1,79€","3,89€ / KG",
Azeite Virgem Extra Clássico,GALLO,Garrafa 2 LT,"11,49€","5,75€ / LT",
Caldo Galinha 16 Cubos,MAGGI,Emb. 0.16 KG,"2,09€","13,06€ / KG",
Cotonetes Stoppers Bebé,MOTS D'ENFANTS,Emb. 50 UNID.,"0,48€","0,01€ / UNID.",
Azeite virgem,GALLO,Emb. 3 LT,"15,89€","5,30€ / LT",
Café Latte Caramel 8 Unid.,NESCAFÉ,Emb. 0.136 KG,"3,06€","22,50€ / KG",
Cápsulas Café Espresso Intensidade 5,DOLCE GUSTO,Emb. 16 CAPS.,"5,75€","0,36€ / CAPS.",
Iogurte Soja Frutos Vermelhos 4 Unid.,NAT&VIE,Emb. 0.4 KG,"1,49€","3,73€ / KG",
Iogurte Líquido Cálcio 8x100 g,DÉLISSE,Emb. 0.8 KG,"1,99€","2,49€ / KG",
Ameixa Seca C/ Caroço,MARQUE REPERE,Emb. 0.25 KG,"1,99€","7,96€ / KG",
Batatas Fritas Lisas Camponesas,POM'LISSE,Emb. 0.2 KG,"1,19€","5,95€ / KG",
Café Solúvel Cappuccino Descafeinado 10 Saquetas,NESCAFÉ,Emb. 0.125 KG,"3,14€","25,12€ / KG",
Esfregão Fibra Verde Classic XXL,SCOTCH BRITE,Emb. 1 UNID.,"0,99€","0,99€ / UNID.",
Vinagre Balsâmico de Modena Gourmet,GALLO,Emb. 0.25 LT,"2,16€","8,64€ / LT",
DOCE EXTRA MIRTILO LIGHT,DOUCEUR DU VERGER,Emb. 0.34 KG,"1,99€","5,85€ / KG",
Óleo para Todos Tipos de Cabelo,ULTRA SUAVE,Emb. 0.15 LT,"8,69€","57,93€ / LT",
Desodorizante Roll-On Pepino 0%Alumínio,DOVE,Emb. 0.05 LT,"2,84€","56,80€ / LT",
DETERGENTE LIQUIDO F. LARANJEIRA /ALOE VERA ATIVOS VEGETAIS 50D,XÉOR,,"4,99€",/ Unid.,
Biscoitos de Canela,P'TIT DÉLI,Emb. 0.5 KG,"1,98€","3,96€ / KG",
Bloco sanitário power 5 duo pack ocean,DOMESTOS,Emb. 0.11 KG,"2,74€","24,91€ / KG",
Amaciador Roupa Origem Natural Cítrico,BOTANICAL ORIGIN,Emb. 45 DOSES,"3,99€","0,09€ / DOSES",
Croissant de Manteiga 8Unid.,EPI D'OR,Emb. 0.32 KG,"2,29€","7,16€ / KG",
Cereais Pétalas Trigo Chocolate,P'TIT DÉLI,Emb. 0.4 KG,"1,34€","3,35€ / KG",
Vinagre de Vinho Branco,RUSTICA,Garrafa 0.75 LT,"0,65€","0,87€ / LT",
Recarga para Difusor Automático Delicias de Verão,AIRWICK,Emb. 0.019 LT,"3,59€","188,95€ / LT",
Tablete Chocolate 70% Cacau,LA CASA,Emb. 0.1 KG,"1,64€","16,40€ / KG",
VINAGRE BALSAMICO BRANCO,RUSTICA,Emb. 0.025 LT,"1,69€","67,60€ / LT",
CRISTAIS SODA 500G CLAIR,CLAIR,Emb. 0.5 KG,"1,99€","3,98€ / KG",
Conserva Cogumelos de Paris Laminados Biológicos,,Frasco 0.28 KG,"1,99€","7,11€ / KG",
BALANCA DIGITAL BAGAGEM,RIVERSIDE,Emb. 1 UNID.,"9,99€","9,99€ / UNID.",
Gel Studio Line Indestructible Extremo 9,L'ORÉAL PARIS,Emb. 0.15 LT,"5,98€","39,87€ / LT",
Detergente Manual Loiça Concentrado Original,FAIRY,Emb. 0.78 LT,"2,69€","3,45€ / LT",
Massa Estrelinhas,TURINI,Emb. 0.25 KG,"0,55€","2,20€ / KG",
Hamburgers de Peito de Frango sem Glúten Ultracongelado,IGLO,Emb. 0.24 KG,"4,29€","17,88€ / KG",
Barrinhas P/ Porquinhos-da-Índia sabor a Frutas,TOUS MES AMIS,Emb. 0.11 KG,"1,85€","16,82€ / KG",
PAPEL VEGETAL EM FOLHAS 30UN,ELEMBAL,Emb. 30 UNID.,"1,39€","0,05€ / UNID.",
Leite Bem Essencial C/ Sabor a Cereais,MIMOSA,Emb. 0.8 LT,"1,69€","2,11€ / LT",
Polpa de Tomate com Cebola e Alho,COMPAL,Frasco 0.5 LT,"1,39€","2,78€ / LT",
Tempero de Alho & Coentros 8 Cubos,KNORR,Emb. 0.072 KG,"1,49€","20,69€ / KG",
AE COCKPIT 600 ML 600ML TECH9,TECH9,Emb. 0.6 LT,"3,79€","6,32€ / LT",
COTONETES ALGODAO C/ CAIXA DE TAMPA,INELL,Emb. 16 UNID.,"1,15€","0,07€ / UNID.",
Puré Maçã Ameixa S/ Adição Açúcar 4 Unid.,DOUCEUR DU VERGER,Emb. 0.4 KG,"1,59€","3,98€ / KG",
Bebida Energética Zero,X-TENSE,Garrafa 1 LT,"1,49€","1,49€ / LT",
VELA NUMERO - 4,ARDENCE,Emb. 1 UNID.,"0,89€","0,89€ / UNID.",
Patê Fiambre Sólo Natural,LA PIARA,Emb. 0.077 KG,"1,29€","16,75€ / KG",
PATE RICO CARNE/PEIXE/LEGUMES P/GATO 8X100G,LYCAT,Emb. 8 UNID.,"3,55€","0,44€ / UNID.",
Conserva de Feijão Manteigado Cozido Da Horta,COMPAL,Emb. 0.42 KG,"1,09€","2,60€ / KG",
Mousse Liégeoise de Chocolate 8X80g,DÉLISSE,Emb. 0.64 KG,"2,79€","4,36€ / KG",
Sumo Maçã e Pêssego C/ Gás S/ Álcool,GIBUS,Emb. 0.75 LT,"2,49€","3,32€ / LT",
MOLHO PARA BATATAS FRITAS,RUSTICA,Emb. 0.255 KG,"1,39€","5,45€ / KG",
Mistura Gourmet,TOKAPI,Emb. 0.12 KG,"1,79€","14,92€ / KG",
"GEL DUCHE ""ROMA/PAEONIA"" CONCENTRADO",NATEIS,,"1,85€",/ Unid.,
PATE PEIXE/CENOURA P/ GATO 410G,ECO+,Emb. 0.41 KG,"0,65€","1,59€ / KG",
COUVE DE BRUXELAS CONGELADAS,NOTRE JARDIN,Emb. 1 KG,"1,59€","1,59€ / KG",
Espuma Barbear Extra Hidratante,NIVEA MEN,Emb. 0.2 LT,"3,59€","17,95€ / LT",
Alimento Seco P/ Gatos Esterilizados Peru e Legumes,PURINA FRISKIES,Emb. 3 KG,"7,79€","2,60€ / KG",
"GELADO ""TYROLIA"" CREME BRULEE",ESKISS,Emb. 0.65 LT,"2,25€","3,46€ / LT",
Água Tónica,SCHWEPPES,Lata 0.25 LT,"0,79€","3,16€ / LT",
Pano Microfibra,VILEDA,Emb. 2 UNID.,"3,65€","1,83€ / UNID.",
Café Solúvel em Saquetas,NESCAFÉ,Emb. 6 UNID.,"3,44€","0,57€ / UNID.",
Alimento Seco para Cães Pequenos Croquetes,LYDOG,Emb. 2 KG,"4,99€","2,50€ / KG",
Queijo da Ilha Fatiado,NOVA AÇORES,Emb. 0.15 KG,"1,69€","11,27€ / KG",
Desodorizante Creme,DOVE,Emb. 0.05 LT,"2,84€","56,80€ / LT",
Rebuçados de Morango,COPAÍNS COPINES,Emb. 0.25 KG,"1,19€","4,76€ / KG",
Pantene Anticaspa Champô,PANTENE PV,Emb. 0.25 LT,"3,79€","15,16€ / LT",
MIOLO DE CAMARAO SKIN PACK 100/200,PÊCHE OCÉAN,Emb. 0.16 KG,"2,99€","18,69€ / KG",
Fraldas Activity T4 Extra 9-15 Kg,DODOT,Emb. 52 UNID.,"13,29€","0,26€ / UNID.",
Bolachas Maçã,NAT&VIE,Emb. 0.2 KG,"1,69€","8,45€ / KG",
PRATO + NAPERON 32CM,,Emb. 1 UNID.,"0,69€","0,69€ / UNID.",
Sidra Normand Brut,LES GOELLERIES,Garrafa 0.75 LT,"2,19€","2,92€ / LT",
Arroz Semi Integral,,Emb. 0.5 KG,"1,19€","2,38€ / KG",
Salsichão Seco,ST AZAY,Emb. 0.3 KG,"3,99€","13,30€ / KG",
Garrafão de Moscatel em Palha,DORRÃO,Emb. 2 L,"12,99€","6,50€ / L",
Whisky William Lawson\'s,WILLIAM LAWSON'S,Garrafa 1 LT,"19,98€","19,98€ / LT",
Limpa Churrasqueiras e Recuperadores de Calor,MISTOLIN,Emb. 0.5 LT,"4,84€","9,68€ / LT",
TOALHITAS HIGIENE INTIMA,DOULYS,Emb. 20 UNID.,"0,79€","0,04€ / UNID.",
Coloração Longa Duração Belle Color 5.3 Castanho Claro Dourado,GARNIER,Emb. 1 UNID.,"5,75€","5,75€ / UNID.",
DOVE Sabonete Líquido para as Mãos Recarga,DOVE,Emb. 0.5 LT,"2,99€","5,98€ / LT",
Carvão Vegetal Artesanal,,Emb. 10 KG,"12,90€","1,29€ / KG",
Cerveja com Álcool Mini Saca Fácil 10x20cl,SUPER BOCK,Emb. 2 LT,"4,95€","2,48€ / LT",
Alimento Húmido P/ Cão Paté Borrego,TOUS MES AMIS,Emb. 0.3 KG,"0,79€","2,63€ / KG",
Dobrada de Feijão Branco,NOBRE,Lata 0.42 KG,"1,76€","4,19€ / KG",
Vinho Verde Branco,AVELEDA,Emb. 0.075 LT,"3,39€","45,20€ / LT",
Alimento Húmido P/ Gato Mixed Grill,FELIX,Emb. 0.06 KG,"1,75€","29,17€ / KG",
Alimento Húmido Gato Paté Salmão,TOUS MES AMIS,Emb. 0.1 KG,"0,55€","5,50€ / KG",
Menu Saquetas Carne em Gelatina 12X100G,LYCAT,Emb. 12 UNID.,"3,99€","0,33€ / UNID.",
SORVETE MULTIFRUTOS TWIST 5UN,SMICY,Emb. 5 UNID.,"2,05€","0,41€ / UNID.",
Pasta Pot Cogumelos,KNORR,Emb. 0.07 KG,"1,59€","22,71€ / KG",
Queijo Roquefort com Leite de Ovelha,,Emb. 0.1 KG,"2,69€","26,90€ / KG",
Sumo 100% Toranja,JAFADEN,Emb. 1 LT,"1,99€","1,99€ / LT",
BOLSA CATALOGO 100UN,ECO+,Emb. 100 UNID.,"3,99€","0,04€ / UNID.",
MAQ.BARBEAR 3 LAMINAS DESCARTAVEL,CARRÉ HOMME,,"3,09€",/ Unid.,
Biscoitos P/ Roedores Ovo e Fruta,TOUS MES AMIS,Emb. 6 UNID.,"1,49€","0,25€ / UNID.",
Iogurte Líquido Morango Framboesa 4x155g,CORPOS DANONE,Emb. 0.62 KG,"1,69€","2,73€ / KG",
Água S/ Gás 6 Unid.,ECO+,Garrafa 9 LT,"1,50€","0,17€ / LT",
Refrigerante C/ Gás Laranja,ECO+,Garrafa 2 LT,"0,79€","0,40€ / LT",
Douradinhos Ultracongelados de Frango Pré-Fritos,IGLO,Emb. 0.25 KG,"4,99€","19,96€ / KG",
Uva Red Globe,,1 Unid. = 0.25 KG (aprox.),"3,29€/kg","0,82€ / Unid.",
Iogurte Bifidus de Pessego S/ Lactose 0% 4 Unid.,DANONE,Emb. 0.48,"2,19€","4,56€ /",
MÁQUINA BARBEAR DESCARTAVEIS 2 LAMINAS,CARRÉ HOMME,Emb. 10 UNID.,"1,59€","0,16€ / UNID.",
Chá de Tília,LIPTON,Emb. 20 SAQ.,"1,20€","0,06€ / SAQ.",
MOLHO DE COGUMELOS DESIDRATADO,RUSTICA,Emb. 0.027 KG,"0,45€","16,67€ / KG",
Champô Karité Óleo Côco Cabelos Muito Secos,NATEIS,Emb. 0.25 LT,"1,69€","6,76€ / LT",
Bolachas de Água e Sal,VIEIRA,Emb. 0.125 KG,"0,69€","5,52€ / KG",
Vinho Regional Alentejo Branco,GALITOS,Garrafa 0.75 LT,"1,99€","2,65€ / LT",
Café Cápsulas Qalidus Intensidade 10,DELTA,Emb. 10 CAPS.,"3,39€","0,34€ / CAPS.",
Conserva de Salsichas 8 Unid.,IZIDORO,Frasco 0.65 KG,"3,14€","4,83€ / KG",
Néctar Vital Equilíbrio Frutos Vermelhos,COMPAL,Emb. 0.33 LT,"0,74€","2,24€ / LT",
GELEIA MARMELO 345G,CASA MATEUS,Emb. 0.345 KG,"2,47€","7,16€ / KG",
"Refrigerante com Gás Ananás Lata 6x0,33L",SUMOL,Emb. 1.98 LT,"4,29€","2,17€ / LT",
Pensos Higiénicos Noite Alas,EVAX,Emb. 9,"2,89€","0,32€ /",
Escova de Dentes 3-5 anos,ORAL B,Emb. 1 UNID.,"2,24€","2,24€ / UNID.",
FUSILLI COM QUEIJOS,COTE SNACK,Emb. 0.3 KG,"2,29€","7,63€ / KG",
Snack de Chocolate,KIT KAT,Emb. 0.041 KG,"0,74€","18,05€ / KG",
Alimento Seco para Gatinhos Completo,LYCAT,Emb. 0.4 KG,"0,99€","2,48€ / KG",
SKYR MIRTILO,DÉLISSE,Emb. 0.45 KG,"2,10€","4,67€ / KG",
Café Solúvel Clássico,NESCAFÉ,Emb. 10 SAQ.,"1,49€","0,15€ / SAQ.",
Bombons de Chocolate Leite Recheio de Marshmallow,COPAÍNS COPINES,Emb. 0.2 KG,"1,49€","7,45€ / KG",
Chocolate Milka e Oreo,MILKA,Emb. 0.1 KG,"1,62€","16,20€ / KG",
Iogurte Natural 12x125g,DÉLISSE,Emb. 1.5 KG,"1,99€","1,33€ / KG",
Conjunto Borracha Mista,ESQUISSE,,"0,99€",/ Unid.,
Paté para Cão de Vaca e Coração,TOUS MES AMIS,Emb. 0.3 KG,"0,79€","2,63€ / KG",
DETERGENTE CAPSULAS 3 EM 1 ORIENTE P/ROUPA,EPSIL,,"4,99€",/ Unid.,
Nabo sem Rama,,1 Unid. = 0.29 KG (aprox.),"1,89€/kg","0,55€ / Unid.",
GEL ANTI-CALCARIO 750ML,TEXIL,Emb. 0.75 KG,"2,28€","3,04€ / KG",
MIOLO MEXILHAO SKIN PACK,PÊCHE OCÉAN,Emb. 0.23 KG,"1,65€","7,17€ / KG",
CEREAIS BOLAS DE MEL BIO,,,"1,99€",/ Unid.,
BOLACHA MARIA,P'TIT DÉLI,,"1,49€",/ Unid.,
ESPUMA CABELO ESPECIAL CARACOIS 200ML,VITANOVE,Emb. 0.2 LT,"1,09€","5,45€ / LT",
Manteiga da Bretanha Meio-sal,LES CROISÉS,Emb. 0.25 KG,"2,25€","9,00€ / KG",
Lentilhas Coral,,Emb. 0.45 KG,"1,99€","4,42€ / KG",
PORTFOLIO A4 40 BOLSAS,ESQUISSE,Emb. 1 UNID.,"2,59€","2,59€ / UNID.",
Fraldas Activity Tamanho 5 11-16Kg,DODOT,Emb. 42 UNID.,"11,89€","0,28€ / UNID.",
Snacks Tex-Mex,DORITOS,Emb. 0.12 KG,"1,58€","13,17€ / KG",
"SOBREM. SOJA BAUNILHA,,4x125G",ALPRO,Emb. 0.5 LT,"2,83€","5,66€ / LT",
SUMO MACA -30% ACUCAR,JAFADEN,,"1,29€",/ Unid.,
Tablete Chocolate Preto para Culinária,TABLETTE D'OR,Emb. 0.2 KG,"1,09€","5,45€ / KG",
Recarga para Difusor Automático Lavanda e Jasmim,BRISE,Emb. 1 UNID.,"3,59€","3,59€ / UNID.",
Alimento Húmido P/ Gato Gold Salmão e Frango,GOURMET,Emb. 0.085 KG,"0,69€","8,12€ / KG",
Migas Bacalhau da Noruega,,Emb. 0.4 KG,"5,19€","12,98€ / KG",
TORRADEIRA 2 FENDAS,ECO+,Emb. 1 UNID.,"12,90€","12,90€ / UNID.",
Bolacha B-ready 6Unid.,NUTELLA,Emb. 0.132 KG,"2,54€","19,24€ / KG",
Ananás em Calda,FRUÍSTAR,Emb. 0.825 KG,"2,49€","3,02€ / KG",
Gel de Banho Hidratante Baby Rich Moisture,BABY DOVE,Emb. 0.4 LT,"3,29€","8,23€ / LT",
Sabão Marselha Cubo,EPSIL,,"1,59€",/ Unid.,
Nata UHT Carbonara,PARMALAT,Emb. 0.2 LT,"1,19€","5,95€ / LT",
Bolo de Marmore Chocolate,P'TIT DÉLI,Emb. 0.3 KG,"2,19€","7,30€ / KG",
Água com Gás Levíssima 6x33cl,PEDRAS SALGADAS,Emb. 1.98 LT,"2,77€","1,40€ / LT",
Cerveja C/ Álcool,CARLSBERG,Lata 0.033 LT,"0,74€","22,42€ / LT",
Cereais de Milho S/ Glúten Corn Flakes,NESTLÉ,Emb. 0.375 KG,"2,24€","5,97€ / KG",
Patê Bocadelia de Caranguejo,LA PIARA,Frasco 0.17 KG,"2,24€","13,18€ / KG",
Champô Extra Suave,MANAVA,Emb. 0.5 LT,"2,29€","4,58€ / LT",
Café Cápsulas Selezionato Intensidade 7,PLANTATION,Emb. 10 CAPS.,"2,09€","0,21€ / CAPS.",
Feijão Verde Muito Fino Ultracongelados,,Emb. 1 KG,"1,29€","1,29€ / KG",
Iogurte Déli Light 4 Sabores 12x125g,DÉLISSE,Emb. 1.5 KG,"2,69€","1,79€ / KG",
Água com Gás 6x25 cl,PEDRAS SALGADAS,Emb. 1.5 LT,"2,59€","1,73€ / LT",
Compota de Fruta de Maçã sem Adição de Açúcares 4x100g,DOUCEUR DU VERGER,Emb. 0.4 KG,"1,39€","3,48€ / KG",
Queijo Mascarpone,GALBANI,Emb. 0.5,"6,19€","12,38€ /",
DOCE TEMPORADA ABÓBORA 350G,CASA MATEUS,Emb. 0.35 KG,"2,69€","7,69€ / KG",
Alimento P/ Bebé Natural +6 meses 4 Unid.,NESTLÉ BEBÉ,Emb. 0.4 KG,"2,39€","5,98€ / KG",
ACUCAR BAUNILHA X10 SAQUETAS,TABLIER BLANC,Emb. 0.075 KG,"1,59€","21,20€ / KG",
BATOM NUTRE E PROTEGE BIO,BIONAÏA,Emb. 1 UNID.,"2,25€","2,25€ / UNID.",
Néctar Vital Frutos Vermelhos,COMPAL,Emb. 1 LT,"1,59€","1,59€ / LT",
Tablete de Chocolate Culinária 70% Cacau,NESTLÉ,Emb. 0.17 KG,"1,94€","11,41€ / KG",
Guardanapos 2F 40x40,MARQUE REPERE,Emb. 90 UNID.,"2,39€","0,03€ / UNID.",
Champô Cabelo Ultra Suave Delicadeza de Aveia,GARNIER,Emb. 0.25 LT,"3,55€","14,20€ / LT",
ROLO COZINHA 2F COMPACTO 2=4 ECOLOGICO,UNÍ VERT,,"2,99€",/ Unid.,
Sidra com Álcool de Maça 50cl,SOMERSBY,Emb. 0.5 LT,"1,24€","2,48€ / LT",
PEITO DE PERU FATIAS FINAS,CAMPO FINO,Emb. 0.15 KG,"1,49€","9,93€ / KG",
Bolachas Recheadas Baunilha,ECO+,Emb. 0.5 KG,"1,39€","2,78€ / KG",
Wafers Enroladas Cobertas Chocolate de Leite,P'TIT DÉLI,Emb. 0.125 KG,"1,49€","11,92€ / KG",
Escova de Dentes 3D White,ORAL B,Emb. 1 UNID.,"2,03€","2,03€ / UNID.",
Vinho Rosé Emotions,MATEUS,Garrafa 0.75 LT,"3,99€","5,32€ / LT",
Chá de Camomila,,Emb. 25 SAQ.,"0,79€","0,03€ / SAQ.",
"Alimento Húmido P/ Cão Adulto em Molho de Vaca, Borrego",FRISKIES,Emb. 0.4 KG,"2,49€","6,23€ / KG",
Rissóis de Camarão 8 Unid.,SNR,Emb. 0.325 KG,"1,99€","6,12€ / KG",
Preparado de Arroz de Marisco,PESCANOVA,Emb. 0.5 KG,"4,99€","9,98€ / KG",
Chouriço Mouro Terras de Xisto,SNR,Emb. 0.25 KG,"2,79€","11,16€ / KG",
Néctar Vital Equilíbrio Manga Maracujá,COMPAL,Emb. 1 LT,"1,59€","1,59€ / LT",
Bolachas Tostada com Leite 4x200gr,P'TIT DÉLI,Emb. 0.8 KG,"1,59€","1,99€ / KG",
Edulcorante de Mesa,CANDEREL,Emb. 0.09 KG,"2,99€","33,22€ / KG",
Sumo Maçã,JAFADEN,Emb. 1 LT,"0,69€","0,69€ / LT",
Elixir Triple Action,COLGATE,Emb. 0.5 LT,"4,74€","9,48€ / LT",
Gelatina em Pó Ananás 2x85g,TABLIER BLANC,Emb. 0.17 KG,"0,85€","5,00€ / KG",
Alimento Seco Cão Croquetes Ricos em Carnes,ECO+,Emb. 10 KG,"11,99€","1,20€ / KG",
Macarrão,ECO+,Emb. 1 KG,"1,29€","1,29€ / KG",
Anis Estrelado,MARGÃO,Emb. 0.025 KG,"3,19€","127,60€ / KG",
Alimento Seco P/ Gato C/ Frango Peru,PURINA FRISKIES,Emb. 2 KG,"7,89€","3,95€ / KG",
Dossier A4 Plástico Lombada 4Cm Argolas,ESQUISSE,Emb. 1 UNID.,"2,59€","2,59€ / UNID.",
Atum em Posta,BOM PETISCO,Emb. 0.385 KG,"4,26€","11,06€ / KG",
Desodorizante Roll-On Tropical 48H,REXONA,Emb. 0.05 LT,"2,69€","53,80€ / LT",
Bolachinhas de Manteiga sem Glúten,CHAQUE JOUR SANS GLUTEN,Emb. 0.13 KG,"1,89€","14,54€ / KG",
Ketchup Familiar XXL,CALVÉ,Emb. 0.55 KG,"2,52€","4,58€ / KG",
"ATUM EM AZEITE, 120G",TENÓRIO,Emb. 0.12 KG,"2,14€","17,83€ / KG",
Vinho Regional Alentejo Branco,REGUENGOS,Garrafa 0.75 LT,"2,39€","3,19€ / LT",
Millet Painço Ramo,TOUS MES AMIS,Emb. 0.2 KG,"1,69€","8,45€ / KG",
"SYOSS KERATIN MOUSSE,,250ML",SYOSS,Emb. 0.25 LT,"3,24€","12,96€ / LT",
ELIXIR BOCAL EXPERT SENSITIVE,DENTAMYL,Emb. 0.5 LT,"1,29€","2,58€ / LT",
Pastilhas Café Descafeinado,DELTA,Emb. 16 PAST.,"2,69€","0,17€ / PAST.",
