Nome,Marca,Quantidade,Preço Primário,Preço Por Unidade,Promo
Bebida de Aveia,,Emb. 1 LT,"1,39€","1,39€ / LT",
Café Solúvel,DELTA,Emb. 0.02 KG,"1,14€","57,00€ / KG",
GELATINA FRUTOS TROPICAIS LIGHT CONDI 2X15,CONDI,Emb. 0.3 KG,"1,89€","6,30€ / KG",
Chá Preto Yellow,LIPTON,Emb. 20 SAQ.,"1,09€","0,05€ / SAQ.",
Vinho Regional Dão Tinto,CASA DE SANTAR,Garrafa 0.75 LT,"5,99€","7,99€ / LT",
Alimento Húmido P/ Gato Gold Mousse Peixe,GOURMET GOLD,,"1,04€",/ Unid.,
PANO SUAVE DUPLO,VILEDA,,"1,99€",/ Unid.,
Galetes de Milho com Cobertura de Chocolate Preto Biológicas,,Emb. 0.1 KG,"1,79€","17,90€ / KG",
Creme de Soja P/ Culinária,NAT&VIE,Emb. 0.6 KG,"2,65€","4,42€ / KG",
BOLACHAS C/TABLETE CHOCO PRETO,ECO+,Emb. 0.15 KG,"1,05€","7,00€ / KG",
Bolo Cake e Choc,MILKA,Emb. 0.175 KG,"2,49€","14,23€ / KG",
Desodorizante Spray Peles Sensíveis,MANAVA,Emb. 0.2 LT,"1,17€","5,85€ / LT",
Ovos Solo XL,SNR,Emb. 12 KG,"2,95€","0,25€ / KG",
VELA NUMERO - 5,ARDENCE,Emb. 1 UNID.,"0,89€","0,89€ / UNID.",
BEBIDA LACTEA PARA GATOS ESTERILIZADOS,LYCAT,Emb. 3 UNID.,"2,38€","0,79€ / UNID.",
Água sem Gás,VITALIS,Garrafa 0.75 LT,"0,53€","0,71€ / LT",
BOLACHAS PARA GELADOS,P'TIT DÉLI,Emb. 0.1 KG,"1,35€","13,50€ / KG",
PIZZA MARGARITA BIO,,Emb. 0.35 KG,"3,75€","10,71€ / KG",
Cereais Special K Classic,KELLOGG'S,Emb. 0.75 KG,"3,74€","4,99€ / KG",
PALMIERS COM RASPA LIMAO,P'TIT DÉLI,Emb. 0.1 KG,"0,99€","9,90€ / KG",
Gelatina em Pó Tutti-Frutti 2x80 g,TABLIER BLANC,Emb. 0.17 KG,"0,85€","5,00€ / KG",
Vinho Tinto,LEZÍRIA,Garrafa 0.75 LT,"1,59€","2,12€ / LT",
Creme de Banho Pele Suave,NIVEA,Emb. 0.75 LT,"3,49€","4,65€ / LT",
COOKIES CHOCOLATE C/PEPITAS CHOCOLATE X12,P'TIT DÉLI,Emb. 0.2 KG,"1,39€","6,95€ / KG",
Pensos Incontinência Anatómicos Plus,LINDOR,Emb. 20 UNID.,"10,99€","0,55€ / UNID.",
AMACIADOR CONCENTRADO TALCO 72 DOSES,HYPERDOU,Emb. 2 LT,"1,75€","0,88€ / LT",
Ravioli de Vaca com cebola,TURINI,Emb. 0.3 KG,"1,79€","5,97€ / KG",
REFEICAO NOODLES SABOR CAMARAO,TABLES DU MONDE,Emb. 0.085 KG,"0,59€","6,94€ / KG",
Bebida de Arroz 0% 3x200ML,SHOYCE,Emb. 0.6 LT,"1,79€","2,98€ / LT",
Nata UHT Carbonara,PARMALAT,Emb. 0.2 LT,"1,27€","6,35€ / LT",
Cone Leite Creme,TRIUM,Emb. 6 UNID.,"2,49€","0,42€ / UNID.",
Spray Multiusos,NEOBLANC,Spray 0.65 LT,"2,39€","3,68€ / LT",
Sopa de Tomate,KNORR,Emb. 0.085 KG,"1,49€","17,53€ / KG",
MORANGOS INTEIROS 650G,DOUCEUR DU VERGER,Emb. 0.65 KG,"2,59€","3,98€ / KG",
QUEIJO VACA CURADO,LES CROISÉS,Emb. 0.19 KG,"1,99€","10,47€ / KG",
Pão Embalado Burguer 4 Unid.,PANRICO,Emb. 0.3 KG,"1,54€","5,13€ / KG",
Massa Areada,TABLIER BLANC,Emb. 0.23 KG,"1,29€","5,61€ / KG",
Tagliatelles Fresco,TURINI,Emb. 0.35 KG,"1,19€","3,40€ / KG",
SPRAY TIRA NODOAS PRE-LAVAGEM 500ML,TEXIL,Emb. 0.5 LT,"1,49€","2,98€ / LT",
Massa Margaridas com Vegetais,MILANEZA,Emb. 0.5 KG,"1,99€","3,98€ / KG",
Ketchup Picante,RUSTICA,Emb. 0.25 KG,"0,99€","3,96€ / KG",
Detergente Omo Máquina Roupa Líquido 40+15 Doses,OMO,Emb. 2.75 LT,"5,99€","2,18€ / LT",
RAVIOLI BOLONHESA 1/2,CÔTÉ TABLE,Emb. 0.4 KG,"1,79€","4,48€ / KG",
Ovos Moles,,Emb. 0.25 KG,"11,99€/kg","3,00€ / Unid.",
LUVAS ULTRA-RESISTENTES- TAMANHO M - 1 PAR,MAMISON,Emb. 1 UNID.,"2,19€","2,19€ / UNID.",
Almôndegas de Carne de Bovino Picada Ultracongelado,ECO+,Emb. 0.9 KG,"7,49€","8,32€ / KG",
Madalenas longas,P'TIT DÉLI,Emb. 0.44 KG,"2,59€","5,89€ / KG",
Chipicao Multipack 4x57 g,CHIPICAO,Emb. 0.228 KG,"2,85€","12,50€ / KG",
PURE MACA/ANANAS/ACEROLA SEM ADICAO ACUCAR BISNAGA,DOUCEUR DU VERGER,Emb. 0.48 KG,"2,79€","5,81€ / KG",
Noz-Moscada Moída,RUSTICA,Frasco 0.042 KG,"1,99€","47,38€ / KG",
Conserva de Feijão Manteigado Cozido Da Horta,COMPAL,Emb. 0.42 KG,"1,29€","3,07€ / KG",
DETERGENTE MANUAL LOICA FLORAL 500ML,VISIOR,Emb. 0.5,"0,76€","1,52€ /",
Pantene Liso & Sedoso Champô,PANTENE PV,Emb. 0.25 LT,"3,99€","15,96€ / LT",
VINHO FRIZANTE CACHO FRESCO BRANCO.75L,CACHO FRESCO,Emb. 0.075 LT,"1,69€","22,53€ / LT",
Presunto Fumado,ECO+,Emb. 0.2 KG,"2,79€","13,95€ / KG",
Ovas de Peixe Lapa Preto,RONDE DES MERS,Emb. 0.1 KG,"3,99€","39,90€ / KG",
Gel de Banho Amêndoas Doces,VASELINE,Emb. 0.7 LT,"2,99€","4,27€ / LT",
Queijo Brique Vaca,LES CROISÉS,Emb. 0.2 KG,"1,99€","9,95€ / KG",
Alga Sushi,MIYATA,Emb. 0.014 KG,"2,09€","149,29€ / KG",
Farinha de Trigo Biológica,,Emb. 1 KG,"0,99€","0,99€ / KG",
Molho de Tomate à Provençale,TURINI,Frasco 0.42 KG,"1,49€","3,55€ / KG",
DETERGENTE LIQUIDO ANTI-TRANSFERENCIA CORES 40D,EPSIL,,"3,69€",/ Unid.,
Éclair de Chocolate,,1 Unid. = 0.08 KG,"1,98€","24,75€ / KG",
Néctar Clássico Laranja do Algarve 3x20cl,COMPAL,Emb. 0.6 LT,"1,69€","2,82€ / LT",
QUEIJO EDAM FATIADO,ECO+,Emb. 0.2 KG,"1,49€","7,45€ / KG",
Bebida de Arroz Biológica,,Emb. 1 LT,"1,19€","1,19€ / LT",
Iogurte Grego Stracciatella,YAOS,Emb. 0.44 KG,"2,29€","5,20€ / KG",
Puré de Batata Nature,POM'LISSE,Emb. 1 KG,"3,19€","3,19€ / KG",
LINGUICA PICANTE,CAMPO FINO,Emb. 0.15 KG,"1,29€","8,60€ / KG",
Ice Tea Limão Zero Açúcar,LIPTON,Emb. 1 LT,"1,16€","1,16€ / LT",
Bigburger de Peito de Frango 2 Unid.,IGLO,Emb. 0.227 KG,"3,99€","17,58€ / KG",
CEBOLINHO PICADO BIO,,Emb. 0.05 KG,"1,39€","27,80€ / KG",
Mix Frutos do Bosque,,Emb. 0.135 KG,"2,37€","17,56€ / KG",
Leite Fresco Gordo,VIGOR,Emb. 1 LT,"1,19€","1,19€ / LT",
Aperitivo Krit Krititas,CUÉTARA,Emb. 0.35 KG,"2,69€","7,69€ / KG",
LAPIS DE COR 18UN,ESQUISSE,Emb. 18 UNID.,"2,59€","0,14€ / UNID.",
Iogurte Aroma Tutti-Frutti 4 Unid.,LONGA VIDA,Emb. 0.125 KG,"0,89€","7,12€ / KG",
Vinho Regional Alentejano Tinto,SOVIBOR,Garrafa 0.75 LT,"2,29€","3,05€ / LT",
Champô Purify & Hidrate,TRESEMMÉ,Emb. 0.4 LT,"4,19€","10,48€ / LT",
Recarga Mopa 20 Panos,SWIFFER,Emb. 1 P,"4,19€","4,19€ / P",
COOKIES C/ PEPITAS CHOCOLATE E PEDACOS AVELA,P'TIT DÉLI,Emb. 0.2 KG,"1,45€","7,25€ / KG",
GELADO 3 CHOCOLATES,YSCO,Emb. 0.9 LT,"2,59€","2,88€ / LT",
Água Micelar Peles Sensíveis,BIOTEN,Emb. 0.1 LT,"3,19€","31,90€ / LT",
Desodorizante Spray Colonia,MANAVA,Emb. 0.1 LT,"1,22€","12,20€ / LT",
SABONETE LIQUIDO PESSEGO 500ML,ECO+,Emb. 0.5 LT,"0,79€","1,58€ / LT",
Pastilha Elástica Canela sem Açúcar,CHICLETS,Emb. 0.017 KG,"0,90€","52,94€ / KG",
Atum em Óleo,ECO+,Emb. 0.12 KG,"0,64€","5,33€ / KG",
Grão de Bico Seco,NOTRE JARDIN,Emb. 0.5 KG,"0,99€","1,98€ / KG",
DENTAMYL PLANTAS,DENTAMYL,Emb. 0.075 LT,"0,85€","11,33€ / LT",
Leite Bem Especial 0% de Lactose Meio Gordo,MIMOSA,Emb. 1 LT,"1,29€","1,29€ / LT",
CREME SABOR CHOCOLATE,DÉLISSE,Emb. 0.4 KG,"2,39€","5,98€ / KG",
FARINHA BRANCA NEVE SUPER FINA,BRANCA DE NEVE,Emb. 1 KG,"1,69€","1,69€ / KG",
Limpa Máquinas Limão 5x Power Actions,FINISH,Emb. 1 UNID.,"3,89€","3,89€ / UNID.",
Leite Bem Especial Cálcio Magro,MIMOSA,Emb. 1 LT,"0,98€","0,98€ / LT",
PILHAS ALCALINAS LR6,FOXTER,Emb. 8 UNID.,"1,79€","0,22€ / UNID.",
ESPUMA BARBEAR DERMO P.SENSIVEIS 250ML,CARRÉ HOMME,Emb. 0.25 LT,"1,49€","5,96€ / LT",
CABIDE FIO ACO PLASTIFICADO 8UN,SILLAGE,Emb. 8 UNID.,"3,99€","0,50€ / UNID.",
Vinho Frutado Branco,SALVE,Garrafa 0.75 LT,"1,29€","1,72€ / LT",
Seleção de Frutos Secos,MARQUE REPERE,Emb. 0.2 KG,"5,39€","26,95€ / KG",
PENSOS DIARIOS 30UN,ECO+,Emb. 30 UNID.,"0,79€","0,03€ / UNID.",
Spray Limpeza Ecrãs,LINKSTER,Emb. 0.2 LT,"3,99€","19,95€ / LT",
Neoblanc Densa+,NEOBLANC,Emb. 2 LT,"2,58€","1,29€ / LT",
Desodorizante Roll On Men Cool Kick,NIVEA MEN,Emb. 0.05 LT,"2,39€","47,80€ / LT",
Papel Anti-Traças,RAID,Emb. 4 UNID.,"1,99€","0,50€ / UNID.",
Broa de Avintes,,1 Unid. = 0.9 KG (aprox.),"2,50€/kg","2,25€ / Unid.",
IOGURTE BAUNILHA FRASCO,DÉLISSE,Emb. 0.5 KG,"1,39€","2,78€ / KG",
Refrigerante S/ Gás Laranja,AQUARIUS,Emb. 0.5 LT,"1,00€","2,00€ / LT",
Vinho Regional Dão Seleção Branco,CABRIZ,Garrafa 0.75 LT,"3,69€","4,92€ / LT",
Pasta Arquivo com Elástico com 12 Divisórias,ESQUISSE,Emb. 1 UNID.,"2,65€","2,65€ / UNID.",
Cápsulas de Chá Marrakesh Style Tea,DOLCE GUSTO,Emb. 16 DOSES,"5,99€","0,37€ / DOSES",
Mousse de Figado Superior,TRADILÈGE,Emb. 0.18 Kg,"1,75€","9,72€ / Kg",
Amaciador Condicionador,TRESEMMÉ,Emb. 0.5 LT,"4,19€","8,38€ / LT",
Salmão Posta,,1 Unid. = 0.25 KG (aprox.),"12,99€/kg","3,25€ / Unid.",
Conserva de Salsichas Aves 8 Unid.,NOBRE,Lata 0.2 KG,"1,09€","5,45€ / KG",
"SMICY TUB - SORTIDO GELADOS DE AGUA SABOR LIMAO, LARANJA, MORANGO E COLA",SMICY,Emb. 8 UNID.,"2,99€","0,37€ / UNID.",
Nata UHT Ideal para Bater,AGROS,Emb. 0.2 LT,"0,94€","4,70€ / LT",
Fósforos de Segurança Longos 3x40 unid.,SILEX,Emb. 3 UNID.,"2,36€","0,79€ / UNID.",
Molho Tomate Cozinhado com Legumes,TURINI,Emb. 0.18 KG,"0,99€","5,50€ / KG",
BLOCO SANITARIO ACTIV EFFECT LAVANDA 3UN,SYPHON,Emb. 3 UNID.,"1,29€","0,43€ / UNID.",
Carte D'Or Gelado Limão,CARTE D'OR,Emb. 0.9 LT,"3,29€","3,66€ / LT",
QUEIJO MIMOLETTE 12MESES CURA,NOS RÉGIONS ONT DU TALENT,Emb. 0.2 KG,"2,99€","14,95€ / KG",
Leite Fresco Magro,VIGOR,Emb. 1 LT,"0,99€","0,99€ / LT",
Pantene Cuidado Clássico Champô 3 Em 1,PANTENE PV,Emb. 0.3 LT,"4,99€","16,63€ / LT",
CADERNO CAPA DURA A4 DISC AZL 120P PAUTADO + QUADRIC.,ESQUISSE,Emb. 1 UNID.,"3,59€","3,59€ / UNID.",
Vinagre Vinho Tinto,CRISTAL,Garrafa 0.5 LT,"0,99€","1,98€ / LT",
"ALIMENT BEBE: IOGURTE CREMOSO COCO, MACA, ANANAS E BANANA BIO 8M",BIO VILLAGE BEBE,,"3,99€",/ Unid.,
AFTER SHAVE ORIGINAL,BRUT,Emb. 1 LT,"12,90€","12,90€ / LT",
"Água sem Gás 6x1,5L",VITALIS,Emb. 9 LT,"2,59€","0,29€ / LT",
Linguas de Gato Sabor a Canela,P'TIT DÉLI,Emb. 0.2 KG,"0,69€","3,45€ / KG",
Champô Protecção da Cor,TRESEMMÉ,Emb. 0.5 LT,"4,19€","8,38€ / LT",
Sardinha Grande,,1 Unid. = 0.15 KG (aprox.),"3,99€/kg","0,60€ / Unid.",
Batatas Fritas Onduladas,RUFFLES,Emb. 0.18 KG,"2,29€","12,72€ / KG",
PENSOS HIGIENICOS MAXI NOITE 10UN,ECO+,Emb. 10 UNID.,"0,95€","0,10€ / UNID.",
Bôla de Fiambre,,1 Unid. = 1.6 KG (aprox.),"6,99€/kg","11,18€ / Unid.",
Vinho Regional Lisboa Branco,PROVA RÉGIA,Garrafa 0.75 LT,"3,99€","5,32€ / LT",
Caldo de Carne,KNORR,Emb. 16 CUBOS,"2,39€","0,15€ / CUBOS",
Costeletas Mistas de Porco,,1 Unid. = 0.435 KG (aprox.),"4,89€/kg","2,13€ / Unid.",
Camarão Aquicultura Cal. 60/80 Congelado,,1 Unid. = 0.25 KG (aprox.),"6,99€/kg","1,75€ / Unid.",
Alimento Seco P/ Gato Premium Frango,PLENIMA,Emb. 0.45 KG,"1,69€","3,76€ / KG",
Arroz Carolino,,Emb. 1 KG,"0,95€","0,95€ / KG",
Refrigerante S/ Gás Laranja,JAFADEN,Garrafa 1.5 LT,"0,99€","0,66€ / LT",
AirWick  Comp Pure Flor Cerejeira,AIRWICK,Emb. 1 UNID.,"5,39€","5,39€ / UNID.",
BATATAS FRITAS ONDULADAS SABOR A KETCHUP,POM'LISSE,Emb. 0.135 KG,"1,19€","8,81€ / KG",
"Menu Saquetas em Molho Peru, Frango, Ave e Pato",LYCAT,Emb. 12 UNID.,"3,99€","0,33€ / UNID.",
Caldo de Carne Menos 30% Sal,KNORR,Emb. 0.08 KG,"1,49€","18,63€ / KG",
Molho de Alho com Ervas,HEINZ,Emb. 0.22 LT,"2,39€","10,86€ / LT",
BORRACHA + AFIA C/DEPOSITO,ESQUISSE,Emb. 1 UNID.,"0,99€","0,99€ / UNID.",
Bebida à Base de Avelã,NAT&VIE,Emb. 1 LT,"1,79€","1,79€ / LT",
CHAMPO PARA ANIMAIS PERFUMADO,P'TIT AMI,Emb. 0.5 LT,"2,49€","4,98€ / LT",
Lava Tudo Gel Ativo com Lixívia,CIF,Emb. 0.75 LT,"1,39€","1,85€ / LT",
Bolachas Duplo Creme,OREO,Emb. 0.185 KG,"1,69€","9,14€ / KG",
Pipocas Doces,TOKAPI,Emb. 0.1 KG,"0,80€","8,00€ / KG",
MACARONS 12UN,AUTOUR DU DESSERT,Emb. 0.154 KG,"5,79€","37,60€ / KG",
Drageia de Morango Mix,MENTOS,Emb. 0.037 KG,"0,69€","18,65€ / KG",
SALMAO C/ MOLHO DE AZEDAS,CÔTÉ TABLE,Emb. 0.3 KG,"3,29€","10,97€ / KG",
Vinho Verde Branco,VIA LATINA,Garrafa 0.75 LT,"2,99€","3,99€ / LT",
Pensos Higiénicos Maxi Normal Pocket,DOULYS,Emb. 18 UNID.,"1,15€","0,06€ / UNID.",
Sultana Dourada,MARQUE REPERE,Emb. 0.2 KG,"1,49€","7,45€ / KG",
Vinho Regional Alentejo Branco,PORTA DA RAVESSA,Garrafa 0.75 LT,"2,19€","2,92€ / LT",
CEREAIS MUESLI 5 FRUTAS,GRAINEA,Emb. 0.5 KG,"2,39€","4,78€ / KG",
Óleo Intense 12-0 Aclarante Extremo,SYOSS,,"6,24€",/ Unid.,
Fettuccini Fresco,TURINI,Emb. 0.35 KG,"1,19€","3,40€ / KG",
Alimento Completo Cereais P/ Porquinhos-da-Índia,TOUS MES AMIS,Emb. 2.5 KG,"5,99€","2,40€ / KG",
Conserva de Verde Extra Fino,NOTRE JARDIN,Lata 0.44 KG,"2,19€","4,98€ / KG",
MUESLI C/ AVEIA E FRUTOS SECOS BIO E S/GLUTEN,CHAQUE JOUR SANS GLUTEN,Emb. 0.375 KG,"3,39€","9,04€ / KG",
Johnson's Baby Champô Gotas de Brilho,JOHNSON'S BABY,Emb. 0.5,"5,59€","11,18€ /",
Pastilhas Elásticas Senses Rainforest Mint 3x23g,TRIDENT,Emb. 0.069 KG,"2,59€","37,54€ / KG",
CRACKERS- BOLACHAS SALGADAS CROCANTES,TOKAPI,Emb. 0.1 KG,"0,69€","6,90€ / KG",
Iogurte Líquido Danonino Bebedino Tutti-Frutti 4x100g,DANONE,Emb. 0.4 KG,"1,79€","4,48€ / KG",
Favas Fritas C/ Sal,MARQUE REPERE,Emb. 0.2 KG,"1,25€","6,25€ / KG",
Cápsulas Café Cappuccino,DOLCE GUSTO,Emb. 16 CAPS.,"5,99€","0,37€ / CAPS.",
Legumes Grelhados Salteados Congelados,NOTRE JARDIN,Emb. 0.75 KG,"2,99€","3,99€ / KG",
Mini Tostas Redondas,BIMBO,Emb. 0.1 KG,"1,24€","12,40€ / KG",
Pacotinho Fruta Hero Baby 3 Frutos 100 G,HERO BABY,Emb. 0.1 KG,"0,98€","9,80€ / KG",
Vinagre Balsâmico Branco,GALLO,Emb. 0.25 LT,"1,69€","6,76€ / LT",
Refrigerante S/ Gás Laranja Maracujá,JAFADEN,Garrafa 1.5 LT,"0,99€","0,66€ / LT",
Cebola,,1 Unid. = 1 KG  (aprox.),"0,79€/kg","0,79€ / Unid.",
CONDICIONADOR CABELOS FRAGEIS E QUEBRADICOS 250ML,NATEIS,Emb. 0.25 LT,"1,69€","6,76€ / LT",
ELASTICOS COR/TAMANHOS SORTIDOS 50G,ESQUISSE,Emb. 1 UNID.,"0,99€","0,99€ / UNID.",
Champô Liso Asiático para Cabelo Frisado e Rebelde,GLISS,Emb. 0.25 LT,"2,24€","8,96€ / LT",
Marshmallow com Sabor Baunilha,COPAÍNS COPINES,Emb. 0.3 KG,"1,59€","5,30€ / KG",
Caldos Molho Cervejeira 8 Cubos,KNORR,Emb. 0.072 KG,"1,49€","20,69€ / KG",
Cebola Doce,,1 Unid. = 1 P   (aprox.),"1,49€/kg","1,49€ / Unid.",
Pensos Higiénicos Respirare Normal,CAREFREE,Emb. 44 UNID.,"2,79€","0,06€ / UNID.",
Whisky Classic Black 5,LABEL 5,Garrafa 0.7 LT,"9,99€","14,27€ / LT",
Néctar Essencial Manga 3x110ml,COMPAL,Emb. 0.33 LT,"1,79€","5,42€ / LT",
Água Micelar Revitalift Preenchedora,L'OREAL,Emb. 0.2 LT,"7,49€","37,45€ / LT",
Café em Grão,LAVAZZA,Emb. 0.5 KG,"6,22€","12,44€ / KG",
B&J Netflix & Chill'D 465ml,,Emb. 0.465 LT,"6,79€","14,60€ / LT",
Pensos Diários Salva Slip Normal,EVAX,Emb. 50 UNID.,"3,31€","0,07€ / UNID.",
ARROZ A CANTONESA,TABLES DU MONDE,Emb. 0.9 KG,"3,29€","3,66€ / KG",
FOLHADOS FEUILLETINE 135G,DU BOIS DE LA ROCHE,Emb. 0.135 KG,"1,69€","12,52€ / KG",
Vinagre Balsâmico de Modène,RUSTICA,Garrafa 0.5 LT,"1,99€","3,98€ / LT",
Champô Anti-Caspa Men Controlo De Oleosidade,LINIC,Emb. 0.225 LT,"3,34€","14,84€ / LT",
Desodorizante Pear e Aloe Vera Spray,DOVE,Emb. 0.15 LT,"2,69€","17,93€ / LT",
CREME P/ BARRAR CACAU C/ AVELAS 1KG NUSTIKAO,NUSTIKAO,Emb. 1 KG,"3,99€","3,99€ / KG",
SPRAY ANTICALCARIO WC ECOLOGICO 750ML,UNÍ VERT,Emb. 0.75 LT,"1,89€","2,52€ / LT",
"MASSA FRESCA ""RAVIOLI"" BOLONHESA",TURINI,Emb. 0.3 KG,"1,89€","6,30€ / KG",
Canela em Pó,RUSTICA,Frasco 0.035 KG,"0,89€","25,43€ / KG",
CUECA INCONTINENCIA TAM M,CHORYS,Emb. 14 UNID.,"6,74€","0,48€ / UNID.",
Caldo de Carne,KNORR,Emb. 8 CUBOS,"1,39€","0,17€ / CUBOS",
Doce de Abóbora,CASA MATEUS,Frasco 0.345 KG,"2,47€","7,16€ / KG",
Fraldas Bebé T4 Ultra Confort 7/18 Kg,MOTS D'ENFANTS,Emb. 44 UNID.,"7,45€","0,17€ / UNID.",
Sabonete Líquido para as Mãos,DOVE,Emb. 0.25 LT,"2,39€","9,56€ / LT",
MOLHO TIKKA MASSALA,TABLES DU MONDE,Emb. 0.35 KG,"1,99€","5,69€ / KG",
Bolachas Maria Doces,VIEIRA,Emb. 0.3 KG,"2,54€","8,47€ / KG",
Cerveja Aromatizada Rum,DESQUILES,Emb. 0.5 LT,"0,99€","1,98€ / LT",
Hambúrguer de Carne de Vaca 8 Unid. Ultracongelado,IGLO,Emb. 0.64 KG,"8,49€","13,27€ / KG",
Cereais Flakes,CUÉTARA,Emb. 0.5 KG,"2,99€","5,98€ / KG",
Cereais Muesli Chocolate e Quinoa Biológico,,Emb. 0.375 KG,"2,99€","7,97€ / KG",
Detergente Roupa Máquina Pó Skip Lavanda 66d,SKIP,,"12,49€",/ Unid.,
Lenços de Bolso Menta Sensitive 4 Folhas,RENOVA,Emb. 6 UNID.,"0,99€","0,17€ / UNID.",
Alimento Completo Cereais P/ Coelhos Anões,TOUS MES AMIS,Emb. 0.8 KG,"1,99€","2,49€ / KG",
Conserva de Feijão Encarnado Da Horta,COMPAL,Lata 0.42 KG,"0,99€","2,36€ / KG",
SALVA UNHAS VITROCERÂMICA 2 UN (2ª UN 50% ON PACK),VILEDA,Emb. 2 UNID.,"3,39€","1,70€ / UNID.",
BOLACHAS AREADAS C/ RECH MACA E FRAMBOESA,P'TIT DÉLI,Emb. 0.1 KG,"1,49€","14,90€ / KG",
Desodorizante Cucumber & Green Tea S/ áçcool e Alumínio,DOVE,Emb. 0.15 LT,"2,84€","18,93€ / LT",
Manteiga de Amendoim com Pedaços,CALVÉ,Emb. 0.35 KG,"3,49€","9,97€ / KG",
Canela Moída,RUSTICA,Emb. 0.04 KG,"0,50€","12,50€ / KG",
Gel Duche S/ Sabão,MANAVA,Emb. 0.5 ML,"1,99€","3,98€ / ML",
Fígado de Porco,,1 Unid. = 0.2 KG (aprox.),"1,99€/kg","0,40€ / Unid.",
SACO TERMICO 31L,WOODSUN,Emb. 1 UNID.,"15,90€","15,90€ / UNID.",
TORRADEIRA 2 FENDAS,ECO+,Emb. 1 UNID.,"14,90€","14,90€ / UNID.",
SARDINHA OLEO DE GIRASSOL,PÊCHE OCÉAN,Emb. 0.12 KG,"0,99€","8,25€ / KG",
PANOS DE COZINHA ABSORVENTES 5UN,MAMISON,Emb. 5 UNID.,"1,59€","0,32€ / UNID.",
Preparado Sopa Lombardo,,Emb. 0.6 KG,"1,74€","2,90€ / KG",
Borracha com Proteção,ESQUISSE,Emb. 2 UNID.,"1,89€","0,95€ / UNID.",
5 Cereais C/ Cereais Integrais,NESTUM,Emb. 0.25 KG,"2,19€","8,76€ / KG",
CASTANHAS CONGELADAS,,Emb. 1 KG,"9,99€","9,99€ / KG",
Torta de Noz,,1 Unid. = 0.6 KG  (aprox.),"9,99€/kg","9,99€ / Unid.",
Rissóis de Leitão 6 Unid.,SNR,Emb. 0.275 KG,"3,45€","12,55€ / KG",
Sardinhas em Tomate Biológico,BOM PETISCO,Emb. 0.12 KG,"1,39€","11,58€ / KG",
CUECA INCONTINENCIA XL,CHORYS,Emb. 10 UNID.,"8,39€","0,84€ / UNID.",
Cápsulas Café Espresso Intenso Descafeinado,DOLCE GUSTO,Emb. 16 CAPS.,"4,79€","0,30€ / CAPS.",
TOSTAS FINAS NATURA,EPI D'OR,Emb. 0.1 KG,"1,19€","11,90€ / KG",
BOLACHAS PETIT BEURRE C/ TABLETE CHOCOLATE LEITE POCKET,P'TIT DÉLI,Emb. 0.268 KG,"2,69€","10,04€ / KG",
Balde para Esfregona,,Emb. 1 UNID.,"2,99€","2,99€ / UNID.",
Rebuçados de Frutas,MENTOS,Emb. 10 UNID.,"0,69€","0,07€ / UNID.",
Esparguete à Carbonara,KNORR,Emb. 0.036 KG,"1,54€","42,78€ / KG",
Recarga Máquina de Barbear Sensor Excel,GILLETTE,Emb. 5 UNID.,"9,96€","1,99€ / UNID.",
Polpa de Tomate,ECO+,Emb. 0.5 KG,"0,75€","1,50€ / KG",
Pimenta P/ Bifes C/ Moinho,MARGÃO,Emb. 0.035 KG,"3,99€","114,00€ / KG",
Loção para Corpo Hidatrante Express 48h Pele Normal a Seca,NIVEA BODY,Emb. 0.4 LT,"5,99€","14,98€ / LT",
IOGURTE GREGO STRACCIATELLA,DÉLISSE,Emb. 0.6 KG,"1,99€","3,32€ / KG",
CUECA INCONTINENCIA TAM L,CHORYS,Emb. 14 UNID.,"6,74€","0,48€ / UNID.",
Batatas Fritas Light,POM'LISSE,Emb. 0.15 KG,"0,95€","6,33€ / KG",
Iogurte Líquido Morango 6x100g,DANACOL,Emb. 0.6 KG,"2,99€","4,98€ / KG",
Raia Posta,,1 Unid. = 0.53 KG (aprox.),"6,99€/kg","3,70€ / Unid.",
GEL BARBEAR REVITALIZANTE 200ML,CARRÉ HOMME,Emb. 0.2 LT,"1,75€","8,75€ / LT",
Gelatina Light de Melancia,ROYAL,Emb. 0.031 KG,"2,09€","67,42€ / KG",
Massa Estrelinhas,MILANEZA,Emb. 0.25 KG,"0,85€","3,40€ / KG",
Johnson's Baby Spray para Cabelo Penteia,JOHNSON'S BABY,Emb. 0.2 LT,"4,39€","21,95€ / LT",
Cápsulas Café Colombia Lungo Intensidade 5 Bio,DOLCE GUSTO,Emb. 12 CAPS.,"5,59€","0,47€ / CAPS.",
Alimento Seco P/ Cachorro + de 10 Kg Frango C/ Arroz,PURINA,Emb. 2.5 KG,"13,99€","5,60€ / KG",
Salada Gourmet,,Emb. 0.15 KG,"1,02€","6,80€ / KG",
Café Solúvel Clássico Intenso,NESCAFÉ,Emb. 0.1 KG,"3,99€","39,90€ / KG",
Maionese Top Down,CALVÉ,Emb. 0.24 KG,"1,39€","5,79€ / KG",
Barras Hero De Cereais Muesli Chocolate Leite 6x25g,HERO,Emb. 0.15,"1,79€","11,93€ /",
Bebida Solúvel de Cereais C/ Café,MOKAMBO,Emb. 0.2 KG,"4,49€","22,45€ / KG",
Fermento em Pó,ROYAL,Emb. 0.113 KG,"1,89€","16,73€ / KG",
