Nome,Preço,Preço Antigo,PpU,PpU Antigo
DIA MARIA MARMELO Marmelada Sem Corantes e Sem Conservantes 500 g,"3,08 €",,"6,16 €/Kg",
CADBURY Chocolate Crunchie 40 g,"0,99 €",,"24,75 €/Kg",
SABOROSA Bolachas Mini Bites Original 150 g,"1,99 €",,"13,27 €/Kg",
FROOT LOOPS Cereais Kellogg's 375 g,"3,89 €",,"10,37 €/Kg",
DELTA Q Cápsulas de Café Timor 10 un,"4,39 €",,"0,44 €/ud",
DELTA Q Cápsulas de Café Etiopia 10 un,"4,39 €",,"0,44 €/ud",
DELTA Cápsulas de Café Grand Qalidus 80 un,"21,99 €",,"0,27 €/ud",
BELLISSIMO Cápsulas de Café Aroma Intenso 10 un,"3,59 €",,"0,36 €/ud",
BELLISSIMO Cápsulas de Café Aroma Original 10 un,"3,59 €",,"0,36 €/ud",
BELLISSIMO Café Moído Torrado Aroma Intenso 200 g,"3,39 €",,"16,95 €/Kg",
NUTELLA Biscuits 304 g,"4,19 €",,"13,78 €/Kg",
KINDER Barrinhas de Chocolate de Leite 8 un,"1,79 €",,"17,90 €/Kg",
MILKA Tablete de Chocolate Branco Oreo 100 g,"1,34 €","1,59 €","13,40 €/Kg","15,90 €/Kg"
PRISCA Nature Doce de Pêssego 0% 250 g,"3,05 €","3,59 €","12,20 €/Kg","14,36 €/Kg"
PRISCA Nature Doce de Morango 0% 250 g,"3,22 €","3,79 €","12,88 €/Kg","15,16 €/Kg"
PRISCA Nature Doce de Frutos Vermelhos 0% 250 g,"3,22 €","3,79 €","12,88 €/Kg","15,16 €/Kg"
PRISCA Nature Doce de Abóbora 0% 250 g,"3,05 €","3,59 €","12,20 €/Kg","14,36 €/Kg"
M&M'S Tablete de Chocolate Peanut 165 g,"2,89 €",,"17,52 €/Kg",
M&M'S Tablete de Chocolate Crispy 150 g,"2,89 €",,"19,27 €/Kg",
M&M'S Tablete de Chocolate Peanut 34 g,"1,09 €",,"32,06 €/Kg",
M&M'S Tablete de Chocolate Crispy 31 g,"1,09 €",,"35,16 €/Kg",
M&M'S Tablete Chocolate 165 g,"2,89 €",,"17,52 €/Kg",
CÔTE D'OR Chocolate Leite Mignonnette 240 g,"5,99 €",,"24,96 €/Kg",
CÔTE D'OR Chocolate Negro Mignonnette 240 g,"5,99 €",,"24,96 €/Kg",
Pai Natal Chocolate Leite 60 g,"0,89 €",,"14,83 €/Kg",
Pai Natal Chocolate 150 g,"1,59 €",,"10,60 €/Kg",
Saqueta com Sinos 100 g,"1,79 €",,"17,90 €/Kg",
DIA DOCE NATAL Bolachas de Gengibre 300 g,"3,49 €",,"11,63 €/Kg",
DIA ESPECIALÍSSIMO Fruta Cristalizada Picada 250 g,"2,59 €",,"10,36 €/Kg",
ORAL-B Pastilhas Elásticas Bottle Spearmint 68 g,"3,49 €",,"51,32 €/Kg",
ORAL-B Pastilhas Elásticas Bottle Peppermint 68 g,"3,49 €",,"51,32 €/Kg",
DIA HORA + DOCE Gelatina Vegetal Morango 2x65 g,"1,45 €",,"11,15 €/Kg",
DIA HORA + DOCE Gelatina sem Açúcar Morango 31 g,"1,19 €",,"38,39 €/Kg",
DIA HORA + DOCE Gelatina sem Açúcar Melancia 31 g,"1,05 €",,"33,87 €/Kg",
DIA HORA + DOCE Gelatina Melancia 2x55 g,"0,89 €",,"8,09 €/Kg",
DIA CAFETARIA Cápsulas de Café Fortíssimo (Intensidade 14) 10 un,"2,15 €",,"0,22 €/ud",
MILKA Bolachas Mini Waffers 110 g,"1,59 €",,"14,45 €/Kg",
DIA NATURDOCE Doce de Pêssego sem Açúcar 250 g,"2,72 €",,"10,88 €/Kg",
DIA NATURDOCE Doce de Morango sem Açúcar 250 g,"2,72 €",,"10,88 €/Kg",
DIA TEMPTATION Manteiga de Amendoim Cremosa 340 g,"1,95 €",,"5,74 €/Kg",
CASA DE MATEUS Doce 0% Açúcar 4 Frutos 280 g,"3,69 €",,"13,18 €/Kg",
CASA DE MATEUS Doce Abóbora com Noz 345 g,"3,29 €",,"9,54 €/Kg",
DIA HORA + DOCE Gelatina de Ananás 2x55 g,"0,89 €",,"8,09 €/Kg",
DIA HORA + DOCE Gelatina de Morango 2x55 g,"0,89 €",,"8,09 €/Kg",
DIA HORA + DOCE Gelatina de Pêssego 2x55 g,"0,89 €",,"8,09 €/Kg",
DIA HORA + DOCE Gelatina Tutti Frutti 2x55 g,"0,89 €",,"8,09 €/Kg",
DELTA Q Cápsulas Café Qalidus XXL (Intensidade 10) 60 un,"17,99 €",,"0,30 €/ud",
FERRERO ROCHER Dark Origins 15 un,"7,29 €",,"39,41 €/Kg",
NACIONAL Bolachas Morning Break Aveia e Chia 300 g,"2,19 €",,"7,30 €/Kg",
NACIONAL Bolachas Alfa 180 g,"1,45 €",,"8,06 €/Kg",
BUONDI BY NESPRESSO Cápsulas de Café Extreme (Intensidade 12) 10 un,"4,09 €",,"0,41 €/ud",
DIA SONHOS Ananás em Sumo 822 g,"2,55 €",,"3,10 €/Kg",
DOLCE GUSTO Cápsulas de Café Doppio Espresso (Intensidade 10) 16 un,"5,99 €",,"0,37 €/ud",
CORNY Barra Cereais 0% Açúcar com Chocolate Leite 6x20 g,"2,99 €",,"24,92 €/Kg",
NICOLA Cápsulas Café Rossio (Intensidade 10) 16 un,"4,64 €",,"0,29 €/ud",
CORNY Barras Cereais 0% Açúcar Chocolate Branco 6x20 g,"2,99 €",,"24,92 €/Kg",
CHOCAPIC Barras Cereais Nestlé 300 g,"4,39 €",,"14,63 €/Kg",
CEM PORCENTO Chá Infusão Sem Gordura 13 g,"0,89 €",,"68,46 €/Kg",
CEM PORCENTO Chá Infusão Cavalinha 13 g,"0,89 €",,"68,46 €/Kg",
CEM PORCENTO Chá Infusão Alcachofra e Dente de Leão 13 g,"0,89 €",,"68,46 €/Kg",
DIA TEMPTATION Chocolate Culinária 44% 200 g,"1,05 €",,"5,25 €/Kg",
DIA MARCELO CARAMELO Marshmallows Coloridos 200 g,"1,19 €",,"5,95 €/Kg",
CASA DE MATEUS Doce 0% Açúcar Abóbora 280 g,"3,29 €",,"11,75 €/Kg",
VAHINÉ Açúcar Baunilhado Frasco 190 g,"2,99 €",,"15,74 €/Kg",
VAHINÉ Pepitas Multicores 80 g,"1,59 €",,"19,88 €/Kg",
FILIPINOS Frutos Vermelhos 128 g,"1,79 €",,"13,98 €/Kg",
DEL MONTE Ananás Rodelas em Sumo Natural 825 g,"3,39 €",,"4,11 €/Kg",
DIA Ovos Chocolate Leite com Surpresa 3x20 g,"1,69 €",,"28,17 €/Kg",
NESQUIK Barras Cereais Nestlé 300 g,"4,39 €",,"14,63 €/Kg",
GOLDEN GRAHAMS Barras Cereais Nestlé 300 g,"4,39 €",,"14,63 €/Kg",
NESQUIK Cereais Nestlé 300 g,"1,71 €",,"5,70 €/Kg",
DIA HORA + DOCE Gelatina de Ananás Sem Açúcar 31 g,"1,19 €",,"38,39 €/Kg",
NESTLÉ Tablete Chocolate Extrafino Negro 70% 120 g,"2,69 €",,"22,42 €/Kg",
LINDT Tablete de Chocolate de Leite 125 g,"2,49 €",,"19,92 €/Kg",
SIDUL Açúcar Mascavado Saquetas 5g 120 un,"3,59 €",,"3,59 €/ud",
DIA HORA + DOCE Gelatina Sem Açúcar Mirtilos 31 g,"1,05 €",,"33,87 €/Kg",
SUPR NATURAL Bola Energética de Cacau com Recheio de Avelã 35 g,"1,49 €",,"42,57 €/Kg",
SUPR NATURAL Bola Energética de Baunilha com Recheio de Amendoim 35 g,"1,49 €",,"42,57 €/Kg",
SUPR NATURAL Bola Energética de Morango com Recheio de Amêndoa 35 g,"1,49 €",,"42,57 €/Kg",
L'OR Cápsulas de Café Onyx (Intensidade 12) 20 un,"8,19 €",,"0,41 €/ud",
RAFFAELLO Tablete de Chocolate 90 g,"2,59 €",,"28,78 €/Kg",
FERRERO ROCHER Tablete de Chocolate 90 g,"2,59 €",,"28,78 €/Kg",
CEM PORCENTO Bolachas Marinheiras com Linhaça 200 g,"2,89 €",,"14,45 €/Kg",
SALUTEM Açúcar de Coco Bio 250 g,"2,79 €",,"11,16 €/Kg",
ALSA Gelatina Vegetal Frutos do Bosque 180 g,"2,99 €",,"16,61 €/Kg",
ALSA Pudim de Ovos 220 g,"2,89 €",,"13,14 €/Kg",
ALSA Arroz Doce 125 g,"1,69 €",,"13,52 €/Kg",
GULLON Mini Chips Chocolate sem Glúten 200 g,"2,69 €",,"13,45 €/Kg",
GULLON Bolachas Aveia e Laranja sem Glúten 180 g,"2,69 €",,"14,94 €/Kg",
CEM PORCENTO Agave Biológico 370 g,"4,49 €",,"12,14 €/Kg",
ALPEN Cereais sem Adição de Açúcar 560 g,"4,19 €",,"7,48 €/Kg",
NOT GUILTY Snack de Chocolate Negro com Amendoim 50% Cacau 30 g,"0,79 €","0,99 €","26,33 €/Kg","33,00 €/Kg"
KRAVE Cereais com Sabor a Leite Kellogg's 410 g,"4,49 €",,"10,95 €/Kg",
BICENTURY Tortitas de Milho com Tomate e Azeite 130 g,"2,54 €",,"19,54 €/Kg",
DIA GALLETECA Bolachas Shortcake Chocolate 185 g,"1,24 €",,"6,70 €/Kg",
OREO Bolacha Recheada Framboesa e Baunilha Remix 157 g,"1,49 €",,"9,49 €/Kg",
OREO Bolacha Recheada Caramelo e Baunilha Remix 157 g,"1,49 €",,"9,49 €/Kg",
LA CELDA Mel 1 kg,"6,59 €",,"6,59 €/Kg",
CHIPS AHOY Bolachas Cookies Extra Choco Rings 176 g,"2,59 €",,"14,72 €/Kg",
LA CELDA Mel 500 g,"3,29 €",,"6,58 €/Kg",
BICENTURY Mini Tortita Mini de Milho Presunto Ibérico 70 g,"1,70 €",,"24,29 €/Kg",
VEGGIS Granola de Chocolate e Morangos 300 g,"2,99 €",,"9,97 €/Kg",
ROYAL Tarte de Oreo 215 g,"4,29 €",,"19,95 €/Kg",
BICENTURY Bolachas Devoragras Iogurte e Limão 160 g,"2,85 €",,"17,81 €/Kg",
CROFFEE Barra de Cereais Caramelo Salgado 110 g,"2,99 €",,"27,18 €/Kg",
CROFFEE Barra de Cereais Amendoa e Chocolate 110 g,"2,99 €",,"27,18 €/Kg",
LIPTON Cold Infuse Limão Camomila 15 un,"3,29 €",,"0,22 €/ud",
LIPTON Cold Infuse Menta Lima 15 un,"3,29 €",,"0,22 €/ud",
NAIRN'S Bolachas Biscuit Breaks de Frutos Vermelhos sem Glúten 160 g,"1,89 €","2,19 €","11,81 €/Kg","13,69 €/Kg"
NAIRN'S Bolachas Biscuit Breaks de Chocolate e Coco sem Glúten 160 g,"1,89 €","2,19 €","11,81 €/Kg","13,69 €/Kg"
NAIRN'S Bolachas de Aveia e Chocolate Negro 200 g,"2,19 €",,"10,95 €/Kg",
PROVIDA Granola de Amêndoa e Chia Bio 200 g,"2,45 €",,"12,25 €/Kg",
ROYAL Preparado para Chantilly 72 g,"1,99 €",,"27,64 €/Kg",
NAIRN'S Bolachas de Aveia e Frutos Vermelhos 200 g,"2,19 €",,"10,95 €/Kg",
MILKA Bolachas de Chocolate Finas 126 g,"1,59 €","1,99 €","12,62 €/Kg","15,79 €/Kg"
DIA TEMPTATION Chocolate de Culinária 70% Cacau 200 g,"1,74 €",,"8,70 €/Kg",
MILKA Tablete Chocolate Daim 100 g,"1,34 €","1,69 €","13,40 €/Kg","16,90 €/Kg"
DIA GRANJOY Cereais Integrais de Frutos Vermelhos Special Form 375 g,"2,05 €",,"5,47 €/Kg",
SEARA Flocos de Aveia Instantâneos Bio 400 g,"1,39 €",,"3,47 €/Kg",
SEARA Flocos de Aveia sem Glúten Bio 400 g,"1,79 €",,"4,48 €/Kg",
DIA GRANJOY Cereais Integrais de Chocolate Special Form 375 g,"2,17 €",,"5,79 €/Kg",
FITNESS Barras Morango Nestlé 141 g,"3,59 €",,"25,46 €/Kg",
NESTLÉ Cereais Ciniminis Churros 360 g,"3,89 €",,"10,81 €/Kg",
CEM PORCENTO Chá Infusão Hibisco Bio 13 g,"0,89 €",,"68,46 €/Kg",
CEM PORCENTO Chá Infusão Camomila Bio 13 g,"0,89 €",,"68,46 €/Kg",
CEM PORCENTO Chá Infusão Detox Bio 13 g,"0,99 €",,"76,15 €/Kg",
CEM PORCENTO Chá Infusão Gengibre Bio 13 g,"0,99 €",,"76,15 €/Kg",
CUÉTARA Bolachas Chocoflakes Callejeros 5x50 g,"2,89 €",,"11,56 €/Kg",
GULLÓN Bolachas de Cacau Dibus Sharkies Sem Glúten 250 g,"2,69 €",,"10,76 €/Kg",
GULLÓN Bolachas Recheadas Chocolate Sem Glúten 250 g,"2,69 €",,"11,96 €/Kg",
LINDOR Bombons Caramelo Salgado 200 g,"6,39 €",,"31,95 €/Kg",
