NAME,BRAND,QUANTITY,PRICE,PPU,OLDPRICE,OLDPPU,EAN
SCOTTEX Papel Higiénico Original 16 un,SCOTTEX,,"4,99 €","0,31 €/ud",,,
DIA BONTÉ Toalhitas Higiene Corporal Adulto 60 Un,DIA BONT,,"3,09 €","0,05 €/ud",,,
DIA BONTÉ Toalhitas Desmaquilhantes Peles Maduras 25 un,DIA BONT,,"1,19 €","1,19 €/ud",,,
ULTRA SUAVE Champô Camomila 400 ml,ULTRA SUAVE,,"5,59 €","13,98 €/l",,,
DIA BONTÉ Body Mist Cherry Chic Dream Je T'aime  200 ml,DIA BONT,,"4,75 €","23,75 €/l",,,
COLGATE Pasta de Dentes Max White Optic 75 ml,COLGATE,,"4,49 €","59,87 €/l",,,
LACTOVIT Gel de Banho Lactourea 650 ml,LACTOVIT,,"5,19 €","7,98 €/l",,,
L'ORÉAL PARIS Creme de Dia Active Antirrugas 35+ 50 ml,OR AL PARIS,,"10,99 €","219,80 €/l",,,
ULTRA SUAVE Máscara Tesouros de Mel 300 ml,ULTRA SUAVE,,"4,75 €","15,83 €/l",,,
SYOSS Coloração Óleo Intense 3-10 Castanho Escuro 1 Un,SYOSS,,"6,77 €","6,77 €/ud","11,63 €","11,63 €/ud",
SYOSS Coloração Óleo Intense 4-23 Cereja Profundo 1 Un,SYOSS,,"6,77 €","6,77 €/ud","11,63 €","11,63 €/ud",
AXE Body Spray Black 150 ml,AXE,,"5,99 €","39,93 €/l",,,
REXONA Desodorizante Roll-On Invisible B+W 50 ml,REXONA,,"2,69 €","53,80 €/l",,,
DIADERMINE Creme Rosto Dia Lift Super Preenchedor 50 ml,DIADERMINE,,"11,99 €","239,80 €/l",,,
AXE Gel Banho Black 400 ml,AXE,,"5,99 €","14,98 €/l",,,
TAMPAX Tampão Pearl Regular 16 un,TAMPAX,,"3,99 €","0,25 €/ud",,,
EVAX Penso Higiénico Cotton Like Noite Alas 18 Un,EVAX,,"4,99 €","0,28 €/ud",,,
TAMPAX Tampão Pearl Super 16 un,TAMPAX,,"3,99 €","0,25 €/ud",,,
AXE Body Spray Gold Temptation 150 ml,AXE,,"5,99 €","39,93 €/l",,,
SYOSS Coloração Óleo Intense 6-80 Louro Avelã  1 un,SYOSS,,"6,77 €","6,77 €/ud","11,63 €","11,63 €/ud",
DOVE Gel de Banho Coconut Milk & Jasmine 750 ml,DOVE,,"7,99 €","10,65 €/l",,,
DOVE Desodorizante Roll-On Talco 50 ml,DOVE,,"4,69 €","93,80 €/l",,,
REXONA Desodorizante Roll-On Invisible B+W Homem 50 ml,REXONA,,"2,69 €","53,80 €/l",,,
TENA Bed Resguardo Cama 80 x 180 cm (com abas) 20 un,TENA,,"15,99 €","0,80 €/ud",,,
