NAME,BRAND,QUANTITY,PRICE,PPU,OLDPRICE,OLDPPU,EAN
KINDER BUENO Snack Chocolate Mini 108 g,KINDER BUENO,,"2,49 €","23,06 €/Kg",,,
SPECIAL K Cereais de Chocolate 375 g,SPECIAL,,"4,39 €","11,71 €/Kg",,,
CARRS Bolachas Table Water 125 g,CARRS,,"1,59 €","12,72 €/Kg",,,
BELVITA Bolacha Frutos Silvestres 300 g,BELVITA,,"2,49 €","8,30 €/Kg",,,
HALLS Rebuçados Morango Sem Açúcar 32 g,HALLS,,"0,89 €","27,81 €/Kg",,,
PINTAROLAS Tubo Drageias Chocolate 22 g,PINTAROLAS,,"0,64 €","29,09 €/Kg",,,
NOCILLA Palitos em Creme de Cacau 30 g,NOCILLA,,"0,99 €","33,00 €/Kg",,,
NESTLÉ Chocolate Culinária 44% Cacau 200 g,NESTL,,"1,89 €","9,45 €/Kg",,,
DIA Cápsulas de Café Descafeinado Intensidade 3 16 Un,DIA,,"3,79 €","0,24 €/ud",,,
MILKA Chocolate com Oreo 300 g,MILKA,,"3,99 €","13,30 €/Kg",,,
"TRIDENT Pastilhas Elásticas Melão Melancia 14,5 g",TRIDENT,,"0,89 €","63,57 €/Kg",,,
DELTA Cevada Solúvel Seara 200 g,DELTA,,"2,49 €","12,45 €/Kg",,,
DELTA Mistura Solúvel Cereais + Café 200 g,DELTA,,"4,09 €","20,45 €/Kg",,,
GULLÓN Bolacha Recheada De Avelã Vitalday  220 g,GULL,,"2,59 €","11,77 €/Kg",,,
NICOLA Cápsulas de Café Rossio N 12 un,NICOLA,,"3,14 €","0,26 €/ud",,,
GULLÓN Bolachas de Frutos Vermelhos Vitalday 240 g,GULL,,"2,59 €","10,79 €/Kg",,,
GULLÓN Bolachas Aveia e Pepitas de Chocolate Vitalday 240 g,GULL,,"2,59 €","10,79 €/Kg",,,
GULLÓN Bolachas Crocantes Originais Vitalday 265 g,GULL,,"2,29 €","8,64 €/Kg",,,
ARTIACH Bolacha Dinosaurus Dinoovos 140 g,ARTIACH,,"2,19 €","15,64 €/Kg",,,
