Nome,Marca,Unidade,Preço Primário,Preço Secundário
Luvas Multi Latex S/M,Vileda,10 unidade,"2,19 €","2,19 €/Unidade"
Pasta de Moldar Branca,DAS,Embalagem com 1 kg,"2,19 €","109,50 €/L"
Comida húmida para gato júnior,PorSi,Embalagem de 4 x 100 g,"3,49 €","10,26 €/Kg"
"Cera cabelo, Paste Urban",Axe,Embalagem de 130 ml,"3,99 €","53,20 €/L"
Senses Tropical,Trident,1 un.,"0,68 €","45,33 €/Kg"
"Palmilha de cortiça com latex, tamanho 42/43",Sonaf,1 unidade,"5,59 €","37,27 €/L"
Queijinho yoco suissi maxi de morango e banana,Nestle,Embalagem de 4 x 90 g,"1,05 €","1,86 €/L"
Easy Stick,Tesa,Embalagem 3x25g,"2,79 €","132,86 €/Kg"
Bolacha Maria Integral,PorSi,Embalagem de 600g,"0,84 €","2,80 €/Kg"
Elixir junior,Aquafresh,Embalagem de 300 ml,"2,89 €","57,80 €/L"
Tampões Compak Pearl Super Com Aplicador,Tampax,16 unidades,"3,99 €","3,99 €/Unidade"
Chá flor de laranjeira,Cemporcent,Embalagem de 50g,"0,99 €","76,15 €/Kg"
Oatibix aveia,Weetabix,Embalagem de 500g,"1,99 €","9,95 €/Kg"
Chispalhada com feijão,Nobre,Embalagem de 420g,"2,35 €","5,60 €/Kg"
Sumo concentrado de laranja,GUD,Garrafa de 740 ml,"3,54 €","3,54 €/L"
Leite uht gordo,Mimosa,Embalagem de 1 litro,"1,04 €","1,04 €/L"
Manteiga amendoim crocant,PorSi,Embalagem de 340g,"8,54 €/Kg","8,54 €/Kg"
Chá urtiga verde,Cemporcent,Embalagem de 40g,"0,99 €","76,15 €/Kg"
Confetis 80 gr sortido,Mercagranel,Embalagem de 80 gr,"0,99 €","0,99 €/Unidade"
Snack de milho com queijo,Cheetos,Embalagem de 75 g,"0,79 €","7,90 €/Kg"
"Baton, soft rosa",Labello,Embalagem de 5 g,"0,58 €","0,58 €/Unidade"
Pão ralado clássico,PorSi,Embalagem de 240 g,"0,72 €","3,00 €/Kg"
10 croquetes de carne,PorSi,Embalagem de 300 g,"1,79 €","7,16 €/Kg"
Limpa injetores gasolina,PorSi,Embalagem de 250 ml,"14,99 €","14,99 €/L"
Bolachas brownie tubo,Oreo,Embalagem de 150g,"1,49 €","9,68 €/Kg"
"Máquina depilatória descartável, bikini",Labell,1 embalagem - 3 unidades,"3,29 €","3,29 €/Unidade"
"Engoma fácil, pistola",PorSi,Embalagem de 750 ml,"3,99 €","5,70 €/L"
