Nome,Marca,Unidade,Preço Primário,Preço Secundário
Dentifríco Flúor Gel,Colgate,Embalagem de 75 ml,"2,39 €","31,87 €/L"
Miolo de camarão 80/100,Pescanova,Embalagem de 350g,"8,99 €","25,69 €/Kg"
"Maionese, frasco",Hellmman's,Embalagem de 210g,"0,70 €","2,33 €/Kg"
Dourada Pequena,Peixe do Dia,"Vendido ao peso, de 200 a 600 g","6,49 €/Kg","6,49 €/Kg"
Bebida Energética Apple,Hell,250 ml,"1,60 €","3,20 €/L"
Saqueta de puré de fruta | maçã + banana + morango,PorSi,90 g,"0,74 €","8,22 €/Kg"
Leite de pastagem uht meio gordo,Milhafre,1 litro,"0,81 €","0,81 €/L"
Peito de frango,PorSi,Embalagem de 400 g,"1,05 €","2,99 €/Kg"
Cabo de metal com rosca,PorSi,1.20 m,"2,20 €","2,20 €/Unidade"
Queijo Barra Inteiro,Alavão,"Vendido Inteiro, un=1k(aprox)","2,42 €","9,69 €/Kg"
Spray tira gorduras,Cillitbang,Garrafa de 500 ml,"1,19 €","0,79 €/L"
Maxi folhado queijo/fiambre,Pastelaria do Dia,1 unidade = 125 g,"0,65 €","0,65 €/Unidade"
Tisana de chá verde/limão light,Pleno,"Garrafa de 1,5 l","1,14 €","0,76 €/L"
Vinho tinto,Adega grande,Garrafa de 75 cl,"2,99 €","3,99 €/L"
Ultra magnésio +b6,PLANTANATU,Embalagem de 1 unidades,"4,49 €","179,60 €/Kg"
Azeite,PorSi,Garrafa de 1 l,"3,19 €","4,25 €/L"
Porto white,Ferreira,Garrafa de 750 ml,"11,99 €","15,99 €/L"
Peito frango fatias finas,PorSi,Embalagem de 150g,"2,25 €","11,25 €/Kg"
Mistura solúvel brasa,Nestle,Embalagem de 200g,"0,99 €","3,96 €/Kg"
Biscoitos integrais sementes de agave,PorSi Viva Bem,Embalagem de 150g,"1,45 €","11,15 €/Kg"
Aguardente velha,Fim de Século,Garrafa de 700 ml,"11,49 €","16,41 €/L"
Vassoura cruzeta,PorSi,1 unidade,"2,20 €","2,20 €/Unidade"
