Nome,Preço,Preço Antigo,PpU,PpU Antigo
COLGATE Dentífrico Max White One 2x75 ml,"4,99 €",,"33,27 €/l",
RENOVA Papel Higiénico Super Compact (4=12 rolos) 4 un,"2,49 €",,"0,62 €/ud",
RENOVA Lenços de Bolso Kids Compacto 4 Folhas 6 un,"0,79 €","0,99 €","0,13 €/ud","0,17 €/ud"
EVAX Pensos Higiénicos Liberty Super Alas 10 Un,"2,54 €","2,99 €","0,25 €/ud","0,30 €/ud"
TENA Silhouette Cuecas de Incontinência Mulher Creme (Tamanho L) 8 un,"11,99 €",,"1,50 €/ud",
FRUCTIS Máscara Capilar Hair Food Banana 390 ml,"8,99 €",,"23,05 €/l",
FRUCTIS Máscara de Cabelo Hair Food Papaia 390 ml,"8,99 €",,"23,05 €/l",
ULTRA SUAVE Máscara Leite de Côco 300 ml,"4,75 €",,"15,83 €/l",
ULTRA SUAVE Champô Leite de Côco 250 ml,"2,15 €",,"8,60 €/l",
ULTRA SUAVE Champô Água de Côco e Aloe Vera 250 ml,"2,15 €",,"8,60 €/l",
DOVE Sabonete Shea Butter & Vanilla 4x90 g,"3,74 €","4,99 €","10,39 €/Kg","13,86 €/Kg"
OLIA Coloração Permanente Castanho Chocolate 4.15 1 un,"11,99 €",,"11,99 €/ud",
OLIA Coloração Permanente Louro Mel 8.31 1 un,"11,99 €",,"11,99 €/ud",
OLIA Coloração Permanente Castanho Dourado 5.3 1 un,"11,99 €",,"11,99 €/ud",
OLIA Coloração Permanente Louro Escuro Dourado 6.3 1 un,"11,99 €",,"11,99 €/ud",
AQUAFRESH Pasta de Dentes Branco Intenso 100 ml,"3,29 €",,"32,90 €/l",
GARNIER Água Micelar Óleo Olhos Sensíveis 400 ml,"5,19 €","7,99 €","12,98 €/l","19,98 €/l"
VEET Cera Fria Facial Peles Sensíveis 20 Un,"6,99 €",,"0,35 €/ud",
POLIDENT Creme Fixativo Para Próteses Sem Sabor 2x40 g,"9,79 €",,"122,37 €/Kg",
ELVIVE Champô Color Violeta 200 ml,"5,99 €",,"29,95 €/l",
GARNIER Máscara de Tecido Anti-olheiras Vitamina C Olhos 1 un,"2,99 €",,"2,99 €/ud",
TENA Discreet Pensos Incontinência Mulher Normal 24 un,"5,59 €",,"0,23 €/ud",
COLGATE Pasta de Dentes Total Original 2x75 ml,"4,98 €",,"33,20 €/l",
SYOSS Champô Micelar Pure Boost 440 ml,"7,20 €",,"18,00 €/l",
DENIM After Shave Original 100 ml,"7,99 €",,"79,90 €/l",
NIVEA Body Milk Refirmante Q10 Pele Seca 250 ml,"7,69 €",,"30,76 €/l",
LINIC Champô Sakura Fresh 225 ml,"3,36 €",,"14,93 €/l",
NIVEA Desodorizante Roll-On Dry Fresh 50 ml,"3,99 €",,"79,80 €/l",
NIVEA Creme Dia Hyaluron Cellelar Filler FP30 50 ml,"25,74 €",,"514,80 €/l",
SENSODYNE Dentífrico Sensibilidade & Gengivas 75 ml,"4,99 €",,"66,53 €/l",
L'ORÉAL Desodorizante Spray Men Expert Carbon Protect Intense Ice 150 ml,"3,99 €",,"26,60 €/l",
GILLETTE VENUS Lâminas Descartáveis Simply 3 Plus 4 un,"5,99 €",,"1,50 €/ud",
NIVEA MEN Creme Lata 150 ml,"5,99 €",,"39,93 €/l",
COLGATE Pasta de Dentes Total Advanced Gengivas Saudáveis 75 ml,"3,99 €",,"53,20 €/l",
EVAX Salva Slip Maxi 36 Un,"2,20 €","2,59 €","0,06 €/ud","0,07 €/ud"
EVAX Salva Slip Maxi Plus 24+2 un,"2,20 €","2,59 €","0,08 €/ud","0,10 €/ud"
LINIC Champô Cool Sport Mentol Homem 225 ml,"3,36 €",,"14,93 €/l",
NIVEA Creme de Rosto Dia Anti-rugas Q10 Power FP30 50 ml,"11,99 €",,"239,80 €/l",
BIC Lâminas Descartáveis 3 Action 6 Un,"5,12 €",,"0,85 €/ud",
COLGATE Pasta de Dentes Max White Carvão 75 ml,"3,74 €",,"49,87 €/l",
NIVEA MEN Deo Roll-On Protect & Care 48H 50 ml,"2,69 €",,"53,80 €/l",
VASELINE Gel de Banho Aloé Sensitive 700 ml,"3,59 €",,"5,13 €/l",
VASELINE Gel de Banho Derma Care 700 ml,"3,59 €",,"5,13 €/l",
GILLETTE After Shave Bálsamo Sensitive Protection Aloe Vera 100 ml,"6,99 €",,"69,90 €/l",
VASELINE Desodorizante Creme Hidra Essencial 50 ml,"4,99 €",,"99,80 €/l",
TENA Silhouette Cuecas de Incontinência Mulher Pretas (Tamanho M) 9 un,"11,99 €",,"1,33 €/ud",
SYOSS Champô Micelar Pure Fresh 440 ml,"7,20 €",,"16,36 €/l",
GLISS Condicionador Liso Asiático 200 ml,"5,14 €",,"25,70 €/l",
NIVEA Desodorizante Spray Protect & Care 150 ml,"4,69 €",,"31,27 €/l",
COLGATE Pasta de Dentes Total Anti-Cáries 2x75 ml,"3,51 €",,"23,40 €/l",
NIVEA Body Lotion Refirmante Q10 Bronze 200 ml,"7,92 €",,"39,60 €/l",
COLGATE Pasta de Dentes Anti-Tártaro E Branqueadora 75 ml,"2,24 €",,"29,87 €/l",
DIA BONTÉ Pensos Higiénicos Clássico Noite Sem Abas 10 Un,"1,25 €",,"0,13 €/ud",
COLGATE Pasta de Dentes Tripla Ação 75 ml,"2,24 €",,"29,87 €/l",
DIA Lenços de Papel de Bolso Extra Suave 3 Folhas 15 Un,"1,75 €",,"0,12 €/ud",
L'ORÉAL PARIS Creme de Dia Revitalift Clássico 50 ml,"14,99 €",,"299,80 €/l",
NIVEA MEN Espuma de Barbear Protect & Care 200 ml,"4,49 €",,"22,45 €/l",
DIA BONTÉ Fio Dentário Mentol 50 M,"1,19 €",,"1,19 €/m",
GILLETTE Gel Barbear Peles Sensíveis Series 200 ml,"4,49 €",,"22,45 €/l",
EVAX Pensos Higiénicos Cottonlike Normal 16 Un,"2,59 €",,"0,16 €/ud",
DIA BONTÉ Gel Barbear Peles Sensíveis 250 ml,"2,09 €",,"8,36 €/l",
DIA BONTÉ Espuma Cabelo Encaracolado 300 ml,"1,85 €",,"6,17 €/l",
NUTRISSE Coloração Permanente Creme Louro Dourado 7.3 1 Un,"6,16 €",,"6,16 €/ud",
NUTRISSE Coloração Permanente Creme Louro Muito Claro Natural  10.0 1 Un,"6,16 €",,"6,16 €/ud",
DIA BONTÉ After Shave Bálsamo Cream 100 ml,"2,55 €",,"25,50 €/l",
DIA BONTÉ Discos Desmaquilhantes Ovais 50 Un,"0,94 €",,"0,94 €/ud",
DIA BONTÉ Gel Frio Cool Relax 200 ml,"3,39 €",,"16,95 €/l",
NIVEA Desodorizante Spray Dry Comfort 200 ml,"2,99 €",,"14,95 €/l",
GILLETTE Máquinas de Barbear Descartáveis Blue Ii Fixa 5 Un,"2,99 €",,"0,60 €/ud",
NIVEA Creme Facial Anti Rugas Q10 50 ml,"9,74 €",,"194,80 €/l",
DIA Papel Higiénico Húmido Com Camomila E Aloe Vera 80 Un,"1,65 €",,"1,65 €/ud",
DIA BONTÉ Discos Desmaquilhantes 120 Un,"1,01 €",,"1,01 €/ud",
DIA BONTÉ Pensos Protege Slip Duoform 30 Un,"1,29 €",,"1,29 €/ud",
COLGATE Escova de Dentes Extra Clean 2 Un,"3,05 €",,"1,53 €/ud",
COLGATE Escova de Dentes 360º Média 1 Un,"4,39 €",,"4,39 €/ud",
VEET Creme Depilatório Para Duche Pele Normal 150 ml,"9,99 €",,"66,60 €/l",
SENSODYNE Dentífrico Branqueador 75 ml,"3,99 €",,"53,20 €/l",
DOVE Desodorizante Roll On Original 50 ml,"2,81 €",,"56,20 €/l",
PALETTE Coloração Para Cabelo Nº6 Louro Escuro 1 Un,"5,99 €",,"5,99 €/ud",
GARNIER BB Cream Clássico Tom Médio 50 ml,"9,99 €",,"199,80 €/l",
VEET Creme Depilatório Pele Normal 200 ml,"9,99 €",,"49,95 €/l",
PANTENE Máscara Repara & Protege 300 ml,"6,59 €",,"21,97 €/l",
PALETTE Coloração Para Cabelo Nº3.65 Castanho Chocolate 1 Un,"5,99 €",,"5,99 €/ud",
NIVEA MEN Desodorizante Roll-On Invisible Black&White Original Nivea Men 50 ml,"2,69 €",,"53,80 €/l",
NIVEA Tira Limpeza Pontos Negros 6 Un,"7,99 €",,"1,33 €/ud",
GLISS Óleo Elixir Para Cabelo 75 ml,"12,35 €",,"164,67 €/l",
PALMOLIVE Sab.Glicerina Hidrante 90 g,"0,99 €",,"11,00 €/Kg",
FRUCTIS Condicionador Hidra-Caracóis 200 ml,"3,99 €",,"19,95 €/l",
ELNETT Laca de Cabelo Satin Fixação Normal 300 ml,"5,99 €",,"19,97 €/l",
ELNETT Laca de Cabelo Satin Fixação Forte 300 ml,"5,99 €",,"19,97 €/l",
NIVEA Gel Exfoliante Diário Clean Deeper 150 ml,"7,99 €",,"53,27 €/l",
PALMOLIVE Sabonete Leite & Mel 4x90 g,"4,49 €",,"12,47 €/Kg",
NIVEA Creme Rosto Dia Essentials Hidratante Fp15 50 ml,"5,99 €",,"119,80 €/l",
NIVEA Creme Rosto Noite Q10 50 ml,"9,74 €",,"194,80 €/l",
NIVEA Leite de Limpeza Suave 200 ml,"5,99 €",,"29,95 €/l",
NIVEA Toalhitas de Limpeza Suaves 50 Un,"2,99 €",,"0,06 €/ud",
NIVEA Body Milk Nutritivo 400 ml,"5,01 €",,"12,53 €/l",
DIA BONTÉ Pasta de Dentes Herbal 100 ml,"1,09 €",,"10,90 €/l",
ELVIVE Condicionador Color-Vive 200 ml,"3,99 €",,"19,95 €/l",
ELVIVE Champô Color-Vive 250 ml,"3,99 €",,"15,96 €/l",
GLISS Condicionador Ultimate Repair 200 ml,"5,14 €",,"25,70 €/l",
DIA BONTÉ Creme Fixador Para Próteses Dentárias 40 ml,"3,65 €",,"91,25 €/l",
DOVE Gel de Banho Silk Glow 750 ml,"7,20 €",,"9,60 €/l",
NIVEA Gel Banho Creme Care 750 ml,"6,99 €",,"9,32 €/l",
ULTRA SUAVE Champô Tesouros de Mel 250 ml,"2,15 €",,"8,60 €/l",
DIA BONTÉ Óleo Corporal Argão 500 ml,"3,19 €",,"6,38 €/l",
COLGATE Escova de Dentes 360º Max White Expert 1 Un,"2,85 €",,"2,85 €/ud",
DIA BONTÉ Água de Rosas 250 ml,"0,64 €",,"2,56 €/l",
DIA BONTÉ Champo Anti Caspa 2 Em 1 500 ml,"2,49 €",,"4,98 €/l",
ULTRA SUAVE Condicionador Delicadeza de Aveia 200 ml,"2,15 €",,"10,75 €/l",
GILLETTE Espuma Barbear Peles Sensitive Series Mais 200 ml,"3,49 €",,"17,45 €/l",
DOVE Gel de Banho Cucumber 750 ml,"6,99 €",,"9,32 €/l",
DIA BONTÉ Bandas Depilatórias Faciais Bonté Professional 16 Un,"2,29 €",,"0,14 €/ud",
NARTA Desodorizante Roll-On Bio Eficácia 50 ml,"3,99 €",,"79,80 €/l",
AXE Gel Banho Dark Temptation 400 ml,"3,59 €",,"8,98 €/l",
AXE Body Spray Dark Temptation 150 ml,"3,59 €",,"23,93 €/l",
DIA BONTÉ Máquinas Descartáveis 2 Lâminas 10 Un,"2,98 €",,"0,30 €/ud",
DIA BONTÉ Máquinas Descartáveis Senhora 2 Laminas 10 Un,"2,98 €",,"0,30 €/ud",
GILLETTE Máquinas de Barbear Descartáveis Blue 3 4 Un,"5,29 €",,"1,32 €/ud",
REXONA Desodorizante Roll-On Tropical 50 ml,"4,49 €",,"89,80 €/l",
NIVEA Creme Miniatura Hidratante Soft 50 ml,"1,99 €",,"39,80 €/l",
ULTRA SUAVE Condicionador Abacate/Karité 200 ml,"2,15 €",,"10,75 €/l",
ULTRA SUAVE Máscara Abacate/Kartité 300 ml,"4,75 €",,"15,83 €/l",
NIVEA Creme Corpo Nivea Soft 200 ml,"5,69 €",,"28,45 €/l",
NIVEA Sabonete Cremoso 100 g,"1,19 €",,"11,90 €/Kg",
PALMOLIVE Gel de Banho So Relaxed 500 ml,"4,99 €",,"9,98 €/l",
AUSONIA Penso Higiénico Com Alas Normal 14 Un,"1,99 €",,"0,14 €/ud",
AUSONIA Penso Higiénico Com Alas Noite 9 Un,"1,99 €",,"0,22 €/ud",
NIVEA Desodorizante Roll-On Invisible Black&White Original 50 ml,"4,49 €",,"89,80 €/l",
NUTRISSE Coloração Permanente Creme Castanho 4.0 1 Un,"6,16 €",,"6,16 €/ud",
COLGATE Pasta de Dentes Herbal White 75 ml,"2,49 €",,"33,20 €/l",
REXONA Desodorizante Spray Black+White Homem 150 ml,"4,49 €",,"29,93 €/l",
DIA BONTÉ Pensos Higiéncos Ultra Normal Com Abas Everyday 28 Un,"2,35 €",,"0,08 €/ud",
DIA BONTÉ Pensos Higiénicos Super Com Abas Everyday 24 Un,"2,04 €",,"0,09 €/ud",
DIA Lenços Papel 4 Folhas Aloe Vera 10 Un,"1,29 €",,"0,13 €/ud",
DIA BONTÉ Protege Slip Maxi Everyday 52 Un,"2,15 €",,"2,15 €/ud",
VEET Cera Fria Facial Peles Normais 20 Un,"6,99 €",,"0,35 €/ud",
DOVE Desodorizante Spray Invisible Dry 150 ml,"2,81 €",,"18,73 €/l",
DIA BONTÉ Creme Capilar Mel Naturals 200 ml,"2,35 €",,"11,75 €/l",
COLGATE Escova Tripla Acção Económico 4 Un,"3,69 €",,"0,92 €/ud",
DOVE Desodorizante Spray Talco 150 ml,"2,81 €",,"18,73 €/l",
AXE Cera de Cabelo Natural Look 75 ml,"5,99 €",,"79,87 €/l",
TRESEMMÉ Champô Cuidado Clássico 500 ml,"6,99 €",,"13,98 €/l",
ORAL-B Dentífrico Gengivas & Esmalte Repair 75 ml,"3,36 €",,"44,80 €/l",
PANTENE Condicionador Repara E Protege 200 ml,"3,99 €",,"19,95 €/l",
PANTENE Champô Clássico 250 ml,"3,99 €",,"15,96 €/l",
PANTENE Condicionador Para Cabelo Suave&Sedoso 200 ml,"3,99 €",,"19,95 €/l",
TRESEMMÉ Condicionador Cuidado Clássico 500 ml,"6,99 €",,"13,98 €/l",
PALMOLIVE Gel de Banho Naturals Leite E Mel 500 ml,"4,49 €",,"8,98 €/l",
DIA BONTÉ Resguardo Cama 20 Un,"8,28 €",,"0,41 €/ud",
FRUCTIS Creme de Pentear Hidra-Caracóis 200 ml,"4,99 €",,"24,95 €/l",
NIVEA Desodorizante Spray Invisible Black & White Original 150 ml,"4,69 €",,"31,27 €/l",
RENOVA Lenços de Bolso Essential 10 Un,"1,11 €","1,39 €","0,11 €/ud","0,14 €/ud"
GLISS Champô Oil Nutritive 250 ml,"5,14 €",,"20,56 €/l",
L'ORÉAL PARIS Creme de Dia Revitalift Ginseng Energizante 50 ml,"16,99 €",,"339,80 €/l",
NIVEA MEN Espuma Barbear Sensitive 200 ml,"3,74 €",,"18,70 €/l",
BIC Lâminas Descartável Twin Lady 5 Un,"2,02 €",,"0,40 €/ud",
DOVE Gel de Banho Deeply Nourishing 750 ml,"6,99 €",,"9,32 €/l",
ORAL-B Escova de Dentes Complete 1 Un,"2,09 €",,"2,09 €/ud",
SANYTOL Sabão Líquido Desinfetante Hidratante 250 ml,"2,51 €",,"10,04 €/l",
SANYTOL Sabão Líquido Desinfetante Nutritivo 250 ml,"2,51 €",,"10,04 €/l",
NIVEA MEN Desodorizante Spray Protect & Care 150 ml,"2,81 €","4,69 €","18,73 €/l","31,27 €/l"
GLISS Máscara Capilar Nutritiva 4 em 1 Manteiga de Karité para Cabelo Seco 400 ml,"10,29 €",,"25,72 €/l",
LINIC Champô Anti-queda Homem 225 ml,"3,36 €",,"14,93 €/l",
SENSODYNE Pasta de Dentes Multicare 2x75 ml,"5,47 €",,"36,47 €/l",
COLGATE Pasta Dentes Total Esmalte Saudável 75 ml,"3,99 €",,"53,20 €/l",
COLGATE Pasta Dentes Total Detox 75 ml,"3,99 €",,"53,20 €/l",
COLGATE Pasta Dentes Total Advanced Ação Visível 75 ml,"3,99 €",,"53,20 €/l",
GARNIER Bandas Antipontos Negros Pure Active 4 un,"7,99 €",,"2,00 €/ud",
REXONA Desodorizante Spray Invisible Ice Homem 150 ml,"4,49 €",,"29,93 €/l",
DOVE Desodorizante Roll-on Invisible Care 50 ml,"2,81 €",,"56,20 €/l",
PANTENE Champô 3 Em 1 Anti-Caspa 300 ml,"4,99 €",,"16,63 €/l",
SYOSS Champô Men Power  440 ml,"7,20 €",,"16,36 €/l",
NIVEA Body Milk Cocoa  250 ml,"5,49 €",,"21,96 €/l",
GARNIER Máscara de Tecido Purificante 1 un,"2,99 €",,"2,99 €/ud",
GLISS Champô Long & Sublime  370 ml,"6,79 €",,"18,35 €/l",
DOVE Desodorizante Spray Invisible Care 150 ml,"2,81 €",,"18,73 €/l",
REXONA Desodorizante Roll-on Invisible Ice Homem 50 ml,"4,49 €",,"89,80 €/l",
TRESEMMÉ Condicionador Repara e Fortalece 400 ml,"6,99 €",,"17,48 €/l",
TENA Silhouette Cuecas de Incontinência Mulher Pretas (Tamanho L) 8 un,"11,99 €",,"1,50 €/ud",
VASELINE Creme Gordo Boião 250 ml,"9,99 €",,"39,96 €/l",
VASELINE Gel de Banho Hidra Essencial 700 ml,"3,59 €",,"5,13 €/l",
VASELINE Loção Corpo Recuperação Profunda 200 ml,"4,39 €",,"21,95 €/l",
COLGATE Escova De Dentes Bambu Carvão 1 un,"3,99 €",,"3,99 €/ud",
VASELINE Loção Corpo Cacau Radiante 400 ml,"6,99 €",,"17,48 €/l",
NIVEA Desodorizante Spray Invisible Black & White Silky Smooth  150 ml,"4,69 €",,"31,27 €/l",
NIVEA Gel Banho Creme Soft  650 ml,"3,29 €",,"5,06 €/l",
TENA Silhouette Pensos Incontinência Mulher Preto Mini Noir 18 un,"4,25 €",,"0,24 €/ud",
L'ORÉAL PARIS Creme de Noite Age Perfect Golden Age  50 ml,"17,99 €",,"359,80 €/l",
DOVE Gel Banho Nourishing Care&Oil  750 ml,"7,99 €",,"10,65 €/l",
DETTOL Sabonete Líquido Lavanda 250 ml,"3,99 €",,"15,96 €/l",
HERBAL ESSENCES Máscara Leite De Coco 250 ml,"4,99 €",,"19,96 €/l",
PANTENE Condicionador 3 Minutos Miracle Repara e Protege 200 ml,"5,99 €",,"29,95 €/l",
H&S Champô Supreme Repara 300 ml,"5,99 €",,"19,97 €/l",
H&S Champô Supreme Hidrata 300 ml,"5,99 €",,"19,97 €/l",
H&S Condicionador Supreme Repara 200 ml,"4,99 €",,"24,95 €/l",
H&S Condicionador Supreme Moisture 220 ml,"4,99 €",,"22,68 €/l",
HERBAL ESSENCES Champô Repara Óleo de Argão 250 ml,"3,59 €",,"14,36 €/l",
HERBAL ESSENCES Champô Hidrata Leite de Coco 250 ml,"3,59 €",,"14,36 €/l",
PANTENE Champô 3 em 1 Repara e Protege 300 ml,"4,99 €",,"16,63 €/l",
PANTENE Champô 3 em 1 Caracóis Definidos 300 ml,"4,99 €",,"16,63 €/l",
HERBAL ESSENCES Óleo de Argão 100 ml,"4,99 €",,"49,90 €/l",
HERBAL ESSENCES Condicionador Repara Óleo de Argão 200 ml,"3,59 €",,"17,95 €/l",
HERBAL ESSENCES Condicionador Hidrata Leite de Coco 200 ml,"3,59 €",,"17,95 €/l",
HERBAL ESSENCES Champô Canhamo 380 ml,"4,99 €",,"13,13 €/l",
HERBAL ESSENCES Champô Bambu 380 ml,"4,99 €",,"13,13 €/l",
HERBAL ESSENCES Champô Manga 380 ml,"4,99 €",,"13,13 €/l",
HERBAL ESSENCES Condicionador Manga 275 ml,"4,99 €",,"18,15 €/l",
HERBAL ESSENCES Condicionador Bambu 275 ml,"4,99 €",,"18,15 €/l",
NIVEA MEN Gel Elastic Styling 150 ml,"3,63 €","5,59 €","24,20 €/l","37,27 €/l"
NIVEA Gel de Banho Creme Aloe 750 ml,"6,99 €",,"9,32 €/l",
RENOVA Papel Higiénico 4 Folhas Grand Royal 6 un,"2,67 €","3,15 €","0,45 €/ud","0,53 €/ud"
PARODONTAX Dentífrico Cuidado Diário 75 ml,"5,59 €",,"74,53 €/l",
PANTENE Champô Liso E Sedoso 1 L,"9,99 €",,"9,99 €/l",
NIVEA Desodorizante Roll-On Invisible Black & White Silky Smooth  50 ml,"4,49 €",,"89,80 €/l",
HERBAL ESSENCES Condicionador Canhamo 275 ml,"4,99 €",,"18,15 €/l",
HERBAL ESSENCES Óleo Canhamo 100 ml,"4,99 €",,"49,90 €/l",
RENOVA Papel Higiénico Bueno 38+10 un,"5,68 €","6,69 €","0,15 €/ud","0,18 €/ud"
PANTENE Champô Repara E Protege 1 L,"9,99 €",,"9,99 €/l",
L'ORÉAL PARIS Retoca Raízes Magic Retouch Spray Castanho  100 ml,"11,99 €",,"119,90 €/l",
TENA Men Pensos de Incontiência Homem (Level 2) 20 un,"11,99 €",,"0,60 €/ud",
L'ORÉAL PARIS Retoca Raízes Magic Retouch Spray Louro  100 ml,"11,99 €",,"119,90 €/l",
GLISS Champô Total Repair  370 ml,"6,79 €",,"18,35 €/l",
TENA Active Fit Cuecas Incontinência Homem (tamanho L) 8 un,"11,99 €",,"1,50 €/ud",
NIVEA Creme Mãos Anti-Age Q10 75 ml,"3,99 €",,"53,20 €/l",
NIVEA Creme Mãos Nutritivo 75 ml,"3,99 €",,"53,20 €/l",
H&S Champô Mentol 230 ml,"4,99 €",,"21,70 €/l",
NIVEA MEN Gel Banho Deep 500 ml,"6,99 €",,"13,98 €/l",
H&S Champô Classic 230 ml,"4,99 €",,"21,70 €/l",
H&S Champô Classic 2 em 1 230 ml,"4,99 €",,"21,70 €/l",
H&S Champô Classic 340 ml,"5,99 €",,"17,62 €/l",
H&S Champô Citrus 340 ml,"5,99 €",,"17,62 €/l",
GILLETTE Carregador Proglide 3 un,"15,79 €",,"5,26 €/ud",
GILLETTE Mach3 Máquina De Barbear Para Homem 1 un,"8,99 €",,"8,99 €/ud",
GILLETTE Mach3 Máquina De Barbear Para Homem 1 un,"10,49 €",,"10,49 €/ud",
GARNIER Máscara Peel-Off Pontos Negros Pure Active 50 ml,"9,99 €",,"199,80 €/l",
H&S Champô Citrus 230 ml,"4,99 €",,"21,70 €/l",
GILLETTE VENUS ComfortGlide Breeze Máquina De Depilação 4 un,"15,49 €",,"3,87 €/ud",
GILLETTE VENUS ComfortGlide Breeze Máquina De Depilação 1 un,"6,36 €","8,49 €","6,36 €/ud","8,49 €/ud"
EVAX Pensos Higiénicos Liberty Noite Alas 9 un,"2,54 €","2,99 €","0,28 €/ud","0,33 €/ud"
GLISS Champô Split Hair Miracle 370 ml,"6,79 €",,"18,35 €/l",
GILLETTE VENUS Deluxe Smooth Swirl Máquina De Depilação 1 un,"8,99 €","11,99 €","8,99 €/ud","11,99 €/ud"
NIVEA MEN Desodorizante Spray Dry Fresh Men 150 ml,"2,69 €","4,49 €","17,93 €/l","29,93 €/l"
NIVEA Gel de Banho Orchid & Cashmere Extract 750 ml,"6,99 €",,"9,32 €/l",
COLGATE Pasta de Dentes Gengivas Alivia e Repara 75 ml,"4,49 €",,"59,87 €/l",
COLGATE Pasta de Dentes Sensite Pro Alívio 75 ml,"4,99 €",,"66,53 €/l",
NATURAL HONEY Gel de Banho Argão 650 ml,"5,49 €",,"8,45 €/l",
NIVEA MEN Desodorizante Spray Cool Kick 150 ml,"2,69 €","4,49 €","17,93 €/l","29,93 €/l"
DIADERMINE Creme Lift+ Nutritivo 50 ml,"18,12 €",,"362,40 €/l",
GILLETTE VENUS Pack Comfortglide Breeze SPA Cabo + 3 Recargas 1 un,"13,49 €",,"13,49 €/ud",
PANTENE Champô 3 em 1 Cuidado Clássico 300 ml,"4,99 €",,"16,63 €/l",
SENSODYNE Pasta de Dentes Herbal 75 ml,"3,99 €",,"53,20 €/l",
AQUAFRESH Pasta de Dentes Proteção Caries 75 ml,"2,39 €",,"31,87 €/l",
TRESEMMÉ Champô Cuidado Clássico 900 ml,"10,99 €",,"12,21 €/l",
TRESEMMÉ Champô Hidratação Intensa 900 ml,"10,99 €",,"12,21 €/l",
ULTRA SUAVE Champô Sólido Delicadeza de Aveia 60 g,"5,99 €",,"99,83 €/Kg",
ULTRA SUAVE Champô Sólido Coco 60 g,"5,99 €",,"99,83 €/Kg",
NIVEA Body Milk 625 ml,"7,49 €",,"11,98 €/l",
NIVEA Gel de Banho Care Dermo Sensitive 650 ml,"3,29 €",,"5,06 €/l",
GLISS Champô Split Hair Miracle 250 ml,"5,14 €",,"20,56 €/l",
SYOSS Condicionador Hidratação 440 ml,"7,20 €",,"16,36 €/l",
SYOSS Champô Hidratação 440 ml,"7,20 €",,"16,36 €/l",
GLISS Condicionador Split Hair Miracle 200 ml,"5,14 €",,"25,70 €/l",
COLGATE Escova de Dentes Zig-Zag Suave 2 un,"3,99 €",,"2,00 €/ud",
H&S Champô Classic 1 L,"9,99 €",,"9,99 €/l",
LINIC Champô Frescura Diária Men 360 ml,"4,94 €",,"13,72 €/l",
LINIC Champô Limpeza Profunda Men 360 ml,"4,94 €",,"13,72 €/l",
DOVE Sabonete Líquido Protect & Care 250 ml,"3,99 €",,"15,96 €/l",
GLISS Máscara Express Repair Ultimate 7 Seconds 200 ml,"12,35 €",,"61,75 €/l",
GILLETTE Fusion5 Máquina De Barbear Para Homem - 2 Lâminas 1 un,"11,99 €",,"11,99 €/ud",
DOVE Gel de Banho Peony & Rose 750 ml,"6,99 €",,"9,32 €/l",
DOVE Recarga Sabonete Líquido Secrets Coco 500 ml,"4,99 €",,"9,98 €/l",
COLGATE Pasta de Dentes Fresh Gel 75 ml,"2,49 €",,"33,20 €/l",
PALMOLIVE Sabonete Líquido Recarga Leite Amêndoas 500 ml,"4,99 €",,"9,98 €/l",
GLISS Máscara Capilar Slip Hair Miracle 300 ml,"8,23 €",,"27,43 €/l",
GLISS Sérum Capilar Split Hair Miracle 75 ml,"11,99 €",,"159,87 €/l",
GLISS Máscara Express Repair 7 Segundos Cabelos Pintados 200 ml,"12,35 €",,"61,75 €/l",
DOVE Recarga Sabonete Líquido Protect & Care 500 ml,"4,99 €",,"9,98 €/l",
PALMOLIVE Gel de Banho Memories Summer 500 ml,"4,99 €",,"9,98 €/l",
PALMOLIVE Gel de Banho Memories Flower 500 ml,"4,99 €",,"9,98 €/l",
VEET Spray Depilatório Pele Sensível 150 ml,"9,99 €",,"66,60 €/l",
PANTENE Máscara Bambu Pro-V Miracles 160 ml,"6,59 €",,"41,19 €/l",
PANTENE Condicionador Bambu Pro-V Miracles 200 ml,"5,99 €",,"29,95 €/l",
PANTENE Champô Bambu Pro-V Miracles 225 ml,"5,99 €",,"26,62 €/l",
PANTENE Champô Repara e Protege Garrafa de Alumínio 430 ml,"7,49 €","9,99 €","17,42 €/l","23,23 €/l"
H&S Champô Classic Garrafa de Alumínio 430 ml,"7,49 €","9,99 €","17,42 €/l","23,23 €/l"
H&S Recarga Champô Classic 480 ml,"4,49 €","5,99 €","9,35 €/l","12,48 €/l"
H&S Champô Mentol 340 ml,"5,99 €",,"17,62 €/l",
ELVIVE Champô Full Resist 400 ml,"5,99 €",,"14,98 €/l",
SCOTTEX Papel Higiénico Hímido Fresh 74 un,"2,99 €",,"2,99 €/ud",
NIVEA Barra Limpeza Facial Exfoliante Naturally Clean 75 g,"7,49 €",,"99,87 €/Kg",
SCOTTEX Papel Higiénico Megarolo (12 rolos = 24 rolos) 12 un,"9,29 €",,"0,77 €/ud",
GILETTE Gel Barbear Clássico Pele Sensível 200 ml,"3,69 €",,"18,45 €/l",
MAGIC RETOUCH Spray Retoca Raízes 2 Moreno 100 ml,"11,99 €",,"119,90 €/l",
GILLETTE Lâmina Descartável Blue3 Simple 4 un,"2,99 €",,"0,75 €/ud",
NIVEA Creme de Mão Mel 100 ml,"2,99 €",,"29,90 €/l",
