Nome,Preço,Preço Antigo,PpU,PpU Antigo
MIMOSA Leite Chocolate Meio Gordo Sem Lactose 200 ml,"0,57 €",,"2,85 €/l",
MIMOSA Leite Meio Gordo Sem Lactose UHT 200 ml,"0,50 €",,"2,50 €/l",
MIMOSA Leite Magro UHT 200 ml,"0,40 €",,"2,00 €/l",
CAMPAINHA Queijo Fatias Flamengo 2x400 g,"8,59 €",,"10,74 €/Kg",
LINDAHLS Iogurte Sólido Pro+ Limão e Cookies 150 g,"1,09 €",,"7,27 €/Kg",
YAOS Iogurte Natural Creations 1 kg,"3,79 €",,"3,79 €/Kg",
YOCO Iogurte Suissinho Morango 6x42 g,"1,62 €",,"6,43 €/Kg",
YOPRO Iogurte Sólido Mirtilo 160 g,"1,39 €",,"8,69 €/Kg",
YOPRO Iogurte Sólido Manteiga De Amendoim e Banana 160 g,"1,39 €",,"8,69 €/Kg",
A VACA QUE RI Queijo Fundido Palitos 4x35 g,"1,94 €",,"13,86 €/Kg",
MIMOSA Iogurte Líquido Aroma Frutos Tropicais Super Poupança 6x156 g,"2,09 €",,"2,31 €/l",
DIA Iogurte Líquido Polpa Coco e Ananás 4x160 g,"1,55 €",,"2,42 €/Kg",
MIMOSA Iogurte Sólido 0% Lactose Magro 4x120 g,"2,09 €",,"4,35 €/Kg",
MIMOSA Iogurte Líquido Bem Especial sem Lactose Sabor Morango 4x156 g,"2,09 €",,"3,46 €/l",
MIMOSA Iogurte Sólido ELEVA Sabor Framboesa 4x115 g,"1,99 €",,"4,33 €/Kg",
ACTIVIA Iogurte Líquido de Manga e Papaia 4x155 g,"1,99 €",,"3,21 €/Kg",
PARMALAT Nata Culinária Sem Lactose 200 ml,"1,32 €",,"6,60 €/l",
SHOYCE Bebida de Amêndoa 0% Açúcar 1 L,"2,19 €",,"2,19 €/l",
MIMOSA Leite Equílibrio Aveia 1 L,"1,69 €",,"1,69 €/l",
MIMOSA Leite Equílibrio Amêndoa 1 L,"1,69 €",,"1,69 €/l",
VIGOR Leite Gordo Pasteurizado 1 L,"1,09 €",,"1,09 €/l",
MIMOSA Biogurte Líquido Morango 4x156 g,"2,79 €",,"4,62 €/l",
MIMOSA Biogurte Sólido Natural 4x115 g,"2,09 €",,"4,54 €/Kg",
MIMOSA Biogurte Sólido Aveia e Maçã 2x115 g,"1,29 €",,"5,61 €/Kg",
MIMOSA Biogurte Sólido Mirtilo e Cassis 2x115 g,"1,29 €",,"5,61 €/Kg",
PARMALAT Natas Carbonara 200 ml,"1,27 €",,"6,35 €/l",
UCAL Leite com Chocolate 1 L,"2,85 €",,"2,85 €/l",
YOPRO Iogurte Líquido Caramelo 300 g,"2,39 €",,"7,97 €/Kg",
LIMIANO Queijo Flamengo Fatias Light 200 g,"2,35 €","2,79 €","11,75 €/Kg","13,95 €/Kg"
CAMPAINHA Queijo Fatiado Edam 150 g,"1,99 €",,"13,27 €/Kg",
DIA O CHOCALHO Queijo Ralado 150 g,"1,19 €",,"7,93 €/Kg",
DIA LÁCTEA Queijo Ralado 4 Queijos 200 g,"2,39 €",,"11,95 €/Kg",
CAMPAINHA Queijo Fatiado Gouda 150 g,"1,99 €",,"13,27 €/Kg",
SANTIAGO Queijo Atabafado Quinta do Olival Alho & Ervas 2x90 g,"3,99 €",,"22,17 €/Kg",
SHOYCE Bebida Aveia e Amêndoa 0% 1 L,"2,19 €",,"2,19 €/l",
SHOYCE Bebida Aveia Choco 0% 1 L,"2,19 €",,"2,19 €/l",
SHOYCE Bebida Leve 0% 1 L,"1,49 €",,"1,49 €/l",
DANONE Iogurte Bicompartimentado M&M's 120 g,"0,94 €",,"7,83 €/Kg",
YOGGI Iogurte Líquido Chocolate 250 ml,"1,67 €",,"6,68 €/l",
PARMALAT Nata com Café 200 ml,"1,27 €",,"6,35 €/l",
BECEL Creme Vegetal Sabor a Manteiga 225 g,"2,99 €",,"13,29 €/Kg",
DIA GALATEA Queijo Ralado Mozzarella 200 g,"1,69 €",,"8,45 €/Kg",
DIA GALATEA Queijo Ralado Emmental 200 g,"1,75 €",,"8,75 €/Kg",
AGROS Leite Magro 1 L,"0,82 €",,"0,82 €/l",
SANTIAGO Queijo de Cabra Atabafado 2x90 g,"3,99 €",,"22,17 €/Kg",
TWIX Iogurte Danone 120 g,"0,94 €",,"7,83 €/Kg",
DIA LÁCTEA Queijo Fundido Light Porções 250 g,"2,45 €",,"9,80 €/Kg",
NESQUIK Petit Nestlé 6x60 g,"3,24 €",,"9,00 €/Kg",
ACTIMEL Iogurte Morango 12x100 g,"3,99 €",,"3,33 €/Kg",
GRESSO Leite Magro 1 L,"0,79 €",,"0,79 €/l",
TERRA NOSTRA Queijo Flamengo Biológico Fatias 150 g,"2,08 €",,"13,87 €/Kg",
DIA LÁCTEA Queijo Fundido Fatias Light 300 g,"1,65 €",,"5,50 €/Kg",
YOPRO Iogurte Líquido Coco 300 g,"2,39 €",,"7,97 €/Kg",
YOPRO Iogurte Sólido Baunilha 160 g,"1,39 €",,"8,69 €/Kg",
PHILADELPHIA Queijo Fresco para Barrar 270 g,"2,99 €",,"11,07 €/Kg",
OIKOS Iogurte Grego Natural 1 kg,"3,49 €",,"3,88 €/Kg",
CHEESON Queijo para Barrar Natural 150 g,"1,19 €",,"7,93 €/Kg",
CHEESON Queijo para Barrar Light 150 g,"1,29 €",,"8,60 €/Kg",
LINDAHLS Iogurte Líquido Morango Pro Nestlé 330 ml,"1,89 €",,"5,73 €/l",
CASTELÕES Queijo Prato Cura Especial Barrado Pimentão 1 un,"6,99 €",,"6,99 €/ud",
DIA O CHOCALHO Queijo Flamengo Barra 1 kg,"7,79 €",,"7,79 €/Kg",
TERRA NOSTRA Leite de Pastagem Meio Gordo Biológico 1 L,"1,47 €",,"1,47 €/l",
DIA LÁCTEA Queijo Fundido Fatias 300 g,"1,49 €",,"4,97 €/Kg",
DIA O CHOCALHO Queijo de Nisa DOP 1 un,"5,99 €",,"5,99 €/ud",
GO CHILL Caramel Macchiato 230 ml,"1,59 €",,"6,91 €/l",
DANACOL Iogurte Líquido Morango 12x100 g,"6,99 €",,"5,83 €/Kg",
MIMOSA Iogurte com Pedaços Morango 4x120 g,"1,79 €",,"3,73 €/Kg",
MIMOSA Iogurte Sólido Aroma Multisabores Super Poupança 8x120 g,"1,89 €",,"1,97 €/Kg",
MIMOSA Iogurte Magro Sólido Aroma Multisabores Super Poupança 8x120 g,"2,49 €",,"2,59 €/Kg",
MIMOSA Manteiga sem Sal 250 g,"2,29 €",,"9,16 €/Kg",
MIMOSA Iogurte com Pedaços Cereais e Avelã 4x120 g,"1,79 €",,"3,73 €/Kg",
AGROS Queijo Flamengo Light Fatias 170 g,"1,95 €",,"11,47 €/Kg",
MATINAL Queijo Fresco sem Lactose 3x72 g,"2,49 €",,"11,53 €/Kg",
DIA O CHOCALHO Queijo Azeitão DOP 1 un,"5,99 €",,"5,99 €/ud",
MIMOSA Iogurte Sólido Magro sem Lactose Mirtilo 4x120 g,"2,09 €",,"4,35 €/Kg",
MIMOSA Iogurte Líquido Magro sem Lactose Kiwi 4x156 ml,"2,29 €",,"3,79 €/l",
MIMOSA Iogurte Líquido Banana Morango 8x156 ml,"2,69 €",,"2,23 €/l",
MIMOSA Iogurte Líquido Aromas Frutos Vermelhos 8x156 ml,"2,69 €",,"2,23 €/l",
GRESSO Manteiga com Sal 250 g,"2,19 €",,"8,76 €/Kg",
PROACTIV Creme Vegetal Magro 225 g,"3,99 €",,"17,73 €/Kg",
ACTIVIA Líquido Aveia e Linhaça 4x155 g,"1,99 €",,"3,21 €/Kg",
MIMOSA Molho de Natas para Massas 200 ml,"1,09 €",,"5,45 €/l",
MIMOSA Leite com Chocolate 200 ml,"0,42 €",,"2,10 €/l",
AGROS Leite com Chocolate 1 L,"1,59 €",,"1,59 €/l",
DIA LÁCTEA Leite Meio Gordo 3x200 ml,"0,92 €",,"1,53 €/l",
TERRA NOSTRA Queijo Curado Fatias 180 g,"2,20 €",,"12,22 €/Kg",
DIA O CHOCALHO Queijo de Ovelha Amanteigado 500 g,"6,99 €",,"13,98 €/Kg",
ACTIMEL Iogurte Líquido Vita C 6x100 g,"2,49 €",,"4,15 €/Kg",
DIA O CHOCALHO Queijo Curado Meio Gordo 520 g,"4,29 €",,"8,25 €/Kg",
DIA BIFIDUS Iogurte Cremoso Natural 4x125 g,"1,35 €",,"2,70 €/Kg",
DIA BIFIDUS Iogurte com Ananás e Coco 0% 4x125 g,"1,25 €",,"2,50 €/Kg",
DIA BIFIDUS Iogurte Baunilha 4x125 g,"1,35 €",,"2,70 €/Kg",
DIA BIFIDUS Iogurte Cremoso com Morango e Nozes 4x125 g,"1,35 €",,"2,70 €/Kg",
DIA SELEÇÃO MUNDIAL Queijo Gouda Fatias 240 g,"1,95 €",,"8,13 €/Kg",
DIA O CHOCALHO Queijo Flamengo sem Lactose Fatias 150 g,"1,75 €",,"11,67 €/Kg",
DIA O CHOCALHO Queijo Flamengo 1/4 Bola 350 g,"2,89 €",,"8,26 €/Kg",
DIA LÁCTEA Queijo Fresco 0% 2x250 g,"2,69 €",,"5,38 €/Kg",
AGROS Leite com Chocolate sem Lactose 200 ml,"0,57 €",,"2,85 €/l",
VIOLIFE Fatiado 100% Vegan Sabor Original 200 g,"3,09 €",,"15,45 €/Kg",
DIA SELEÇÃO MUNDIAL Cheddar Fatias 200 g,"2,36 €",,"11,80 €/Kg",
MILHAFRE Leite Pastagem Magro 1 L,"0,95 €",,"0,95 €/l",
LIMIANO Queijo Curado Amanteigado Meio Gordo Vaca e Ovelha 450 g,"4,69 €",,"10,42 €/Kg",
DIA FIDIAS Iogurte Grego Baunilha 4x125 g,"1,55 €",,"3,10 €/Kg",
DIA FIDIAS Iogurte Grego Caramelo 4x125 g,"1,55 €",,"3,10 €/Kg",
DIA Iogurte Líquido Magro Pêssego 4x160 g,"1,75 €",,"0,44 €/ud",
DIA LÁCTEA Iogurte Líquido Ananás Coco 160 g,"0,36 €",,"2,25 €/Kg",
DIA LÁCTEA Iogurte Líquido Ananás Coco 1 kg,"1,65 €",,"1,65 €/Kg",
PLANTA Creme Culinário 250 g,"1,59 €",,"6,36 €/Kg",
UCAL Leite Chocolate 0% Lactose 6x250 ml,"4,84 €",,"3,23 €/l",
DIA LÁCTEA Iogurte Líquido Stracciatella 4x160 g,"1,55 €",,"2,42 €/Kg",
YOPRO Iogurte Líquido Manga 300 g,"2,39 €",,"7,97 €/Kg",
SHOYCE Bebida Avelã 0% 1 L,"2,49 €",,"2,49 €/l",
SHOYCE Bebida Amêndoa 0% 200 ml,"0,73 €",,"3,65 €/l",
DIA LÁCTEA Iogurte Natural Açucarado Cana de Açúcar 8x125 g,"1,65 €",,"1,65 €/Kg",
LINDAHLS Iogurte Líquido Proteico Straciatella 330 ml,"1,89 €",,"5,73 €/l",
NESTLÉ Kefir Natural 6x100 g,"3,09 €",,"5,15 €/Kg",
ALPRO Bebida Vegetal Soja Original 1 L,"1,99 €",,"1,99 €/l",
ALPRO Bebida Vegetal Amêndoa sem Açúcar 1 L,"2,39 €",,"2,39 €/l",
SANTIAGO Tábua de Queijo Sabores Mistura 3x90 g,"5,99 €",,"22,19 €/Kg",
DIA O CHOCALHO Queijo 3 Leites 250 g,"2,99 €",,"11,96 €/Kg",
YOPRO Pudim Proteico Caramelo 180 g,"2,29 €",,"12,72 €/Kg",
YOPRO Pudim Proteico Chocolate 180 g,"2,29 €",,"12,72 €/Kg",
YOPRO Iogurte Líquido Stracciatella 300 g,"2,39 €",,"7,97 €/Kg",
DIA LÁCTEA Iogurte Natural 8x125 g,"1,39 €",,"1,39 €/Kg",
DIA LÁCTEA Manteiga sem Sal 250 g,"2,09 €",,"8,36 €/Kg",
DIA LÁCTEA Manteiga com Sal 250 g,"2,09 €",,"8,36 €/Kg",
NESTLÉ Kefir Morango 6x100 g,"3,09 €",,"5,15 €/Kg",
EVROFARMA Queijo Feta DOP 150 g,"2,39 €",,"15,93 €/Kg",
PARMAREGGIO Queijo Ralado Parmigiano Reggiano 60 g,"1,99 €",,"33,17 €/Kg",
DIA FIDIAS Iogurte Grego Natural 4x125 g,"1,55 €",,"3,10 €/Kg",
SOIGNON Rolo de Cabra e Vaca Duo 180 g,"2,99 €",,"16,61 €/Kg",
HERDADE DA MAIA Pack Queijo Curado Vaca e Vaca com Pimentão 2x100 g,"2,89 €",,"14,45 €/Kg",
MIMOSA Iogurte Sólido Bifidus Pêssego e Cenoura Sem Lactose Eleva 4x115 g,"1,99 €",,"4,33 €/Kg",
MIMOSA Iogurte Grego Doce de Leite 4x110 g,"2,19 €",,"4,98 €/Kg",
MATINAL Queijo Fresco Cottage Light 180 g,"1,49 €",,"8,28 €/Kg",
MIMOSA Iogurte Líquido Magro Ananás e Manga Super Poupança 8x151 ml,"2,99 €",,"2,48 €/l",
LINDAHLS Pudim Proteico Caramelo 150 g,"1,49 €",,"9,93 €/Kg",
